ModifierId,ModifierType,RunOnce,NewOnly,Permanent,Repeatable,OwnerRequirementSetId,SubjectRequirementSetId,OwnerStackLimit,SubjectStackLimit
AGENDA_MODIFIER_ENCROACHING_RELIGION,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,,PLAYER_ENCROACHING_RELIGION,,
AGENDA_EXPLOITATION,MODIFIER_PLAYER_DIPLOMACY_AGENDA_EXPLOITATIVE,0,0,0,0,ON_TURN_STARTED,PLAYER_IS_MAJOR_CIV_KNOWN_30_TURNS,,
AGENDA_MODIFIER_LAGS_GREAT_PEOPLE,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,,PLAYER_LAGS_GREAT_PEOPLE,,
AGENDA_MODIFIER_LAGS_PROGRESS,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,,PLAYER_LAGS_PROGRESS,,
AGENDA_MODIFIER_LAGS_WONDERS,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,,PLAYER_LAGS_WONDERS,,
AGENDA_MODIFIER_GREAT_PERSON_ADVOCATE_LAG,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,,PLAYER_LAGS_GREAT_PEOPLE,,
AGENDA_MODIFIER_WONDER_ADVOCATE_LAG,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,,PLAYER_LAGS_WONDERS,,
AGENDA_MODIFIER_LEADS_GREAT_PEOPLE,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,,PLAYER_LEADS_GREAT_PEOPLE,,
AGENDA_MODIFIER_LEADS_PROGRESS,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,,PLAYER_LEADS_PROGRESS,,
AGENDA_MODIFIER_LEADS_WONDERS,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,,PLAYER_LEADS_WONDERS,,
AGENDA_MODIFIER_GREAT_PERSON_ADVOCATE_LEAD,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,,PLAYER_LEADS_GREAT_PEOPLE,,
AGENDA_MODIFIER_WONDER_ADVOCATE_LEAD,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,,PLAYER_LEADS_WONDERS,,
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,MODIFIER_PLAYER_DIPLOMACY_AGENDA_WITH_SHIELD_OR_ON_IT,0,0,0,0,ON_TURN_STARTED,PLAYER_WITH_SHIELD_OR_ON_IT,,
AGENDA_MODIFIER_NEVER_AT_WAR,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,,PLAYER_IS_KNOWN_MAJOR_CIV_AT_WAR,,
AGENDA_MODIFIER_NOT_COMPETING_MINORS,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,,PLAYER_NOT_COMPETING_MINORS,,
AGENDA_MODIFIER_NOT_INVOLVED_MINORS,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,,PLAYER_NOT_INVOLVED_MINORS,,
AGENDA_MODIFIER_NOT_WARMONGER,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,,PLAYER_NOT_WARMONGER_SUBJECT,,
AGENDA_MODIFIER_RELIGION_NOT_RECEIVED,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,,PLAYER_RELIGION_NOT_RECEIVED,,
AGENDA_MODIFIER_RELIGION_RECEIVED,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,,PLAYER_RELIGION_RECEIVED,,
AGENDA_MODIFIER_SAME_RELIGION,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,,PLAYER_SAME_RELIGION,,
AGENDA_MODIFIER_WARMONGER,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,,PLAYER_IS_WARMONGER_SUBJECT,,
AGENDA_OPTIMUS_PRINCEPS,MODIFIER_PLAYER_DIPLOMACY_AGENDA_OPTIMUS_PRINCEPS,0,0,0,0,ON_TURN_STARTED,PLAYER_IS_MAJOR_CIV_KNOWN_10_TURNS,,
AGENDA_PARANOID,MODIFIER_PLAYER_DIPLOMACY_AGENDA_PARANOID,0,0,0,0,ON_TURN_STARTED,PLAYER_IS_MAJOR_CIV_KNOWN_30_TURNS,,
AGENDA_QUEEN_OF_NILE,MODIFIER_PLAYER_DIPLOMACY_AGENDA_QUEEN_OF_NILE,0,0,0,0,ON_TURN_STARTED,PLAYER_IS_MAJOR_CIV_KNOWN_10_TURNS,,
AGENDA_SAME_GOVERNMENT,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,,AGENDA_REQUIRE_PLAYER_HAS_SAME_GOVERNMENT,,
AGENDA_SUN_SETS_HOME_CONTINENT,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,,PLAYER_SAME_HOME_CONTINENT,,
AGENDA_SUN_SETS_NEW_CONTINENT,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,,PLAYER_ON_NEW_CONTINENT,,
NONAGENDA_IGNORE_WARMONGERING,MODIFIER_PLAYER_ADJUST_WARMONGER_MULTIPLIER,0,0,0,0,,,,
AGENDA_ENJOYS_WAR,MODIFIER_PLAYER_DIPLOMACY_SIMPLE_MODIFIER,0,0,0,0,,PLAYER_DECLARES_WAR,,
AGENDA_ADJUST_GOVERNMENT_INTOLERANCE,MODIFIER_PLAYER_GOVERNMENT_ADJUST_OTHER_GOVERNMENT_INTOLERANCE,0,0,0,0,,,,
DANCE_OF_THE_AURORA_FAITHTUNDRAADJACENCY,MODIFIER_ALL_CITIES_TERRAIN_ADJACENCY,0,0,0,0,,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,,
DANCE_OF_THE_AURORA_FAITHTUNDRAHILLSADJACENCY,MODIFIER_ALL_CITIES_TERRAIN_ADJACENCY,0,0,0,0,,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,,
DESERT_FOLKLORE_FAITHDESERTADJACENCY,MODIFIER_ALL_CITIES_TERRAIN_ADJACENCY,0,0,0,0,,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,,
DESERT_FOLKLORE_FAITHDESERTHILLSADJACENCY,MODIFIER_ALL_CITIES_TERRAIN_ADJACENCY,0,0,0,0,,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,,
SACRED_PATH_FAITHFEATUREADJACENCY,MODIFIER_ALL_CITIES_FEATURE_ADJACENCY,0,0,0,0,,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,,
MONUMENT_TO_THE_GODS_ANCIENTCLASSICALWONDER,MODIFIER_ALL_PLAYERS_ATTACH_MODIFIER,0,0,0,0,,PLAYER_HAS_PANTHEON_REQUIREMENTS,,
MONUMENT_TO_THE_GODS_ANCIENTCLASSICALWONDER_MODIFIER,MODIFIER_PLAYER_CITIES_ADJUST_WONDER_ERA_PRODUCTION,0,0,0,0,,,,
DIVINE_SPARK_HOLY_SITE,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,,
DIVINE_SPARK_HOLY_SITE_MODIFIER,MODIFIER_SINGLE_CITY_DISTRICTS_ADJUST_GREAT_PERSON_POINTS,0,0,0,0,,DISTRICT_IS_HOLY_SITE,,
LADY_OF_THE_REEDS_PRODUCTION_MODIFIER,MODIFIER_CITY_PLOT_YIELDS_ADJUST_PLOT_YIELD,0,0,0,0,,PLOT_HAS_REEDS_REQUIREMENTS,,
LADY_OF_THE_REEDS_PRODUCTION,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,,
GOD_OF_THE_SEA_FISHINGBOATS_PRODUCTION,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,,
GOD_OF_THE_SEA_FISHINGBOATS_PRODUCTION_MODIFIER,MODIFIER_CITY_PLOT_YIELDS_ADJUST_PLOT_YIELD,0,0,0,0,,PLOT_HAS_FISHINGBOATS_REQUIREMENTS,,
GOD_OF_THE_OPEN_SKY_PASTURE_CULTURE,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,,
GOD_OF_THE_OPEN_SKY_PASTURE_CULTURE_MODIFIER,MODIFIER_CITY_PLOT_YIELDS_ADJUST_PLOT_YIELD,0,0,0,0,,PLOT_HAS_PASTURE_REQUIREMENTS,,
GODDESS_OF_THE_HUNT_CAMP_FOOD,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,,
GODDESS_OF_THE_HUNT_CAMP_FOOD_MODIFIER,MODIFIER_CITY_PLOT_YIELDS_ADJUST_PLOT_YIELD,0,0,0,0,,PLOT_HAS_CAMP_REQUIREMENTS,,
STONE_CIRCLES_QUARRY_FAITH,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,,
STONE_CIRCLES_QUARRY_FAITH_MODIFIER,MODIFIER_CITY_PLOT_YIELDS_ADJUST_PLOT_YIELD,0,0,0,0,,PLOT_HAS_QUARRY_REQUIREMENTS,,
RELIGIOUS_IDOLS_BONUS_MINE_FAITH,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,,
RELIGIOUS_IDOLS_BONUS_MINE_FAITH_MODIFIER,MODIFIER_CITY_PLOT_YIELDS_ADJUST_PLOT_YIELD,0,0,0,0,,PLOT_HAS_BONUS_MINE_REQUIREMENTS,,
RELIGIOUS_IDOLS_LUXURY_MINE_FAITH,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,,
RELIGIOUS_IDOLS_LUXURY_MINE_FAITH_MODIFIER,MODIFIER_CITY_PLOT_YIELDS_ADJUST_PLOT_YIELD,0,0,0,0,,PLOT_HAS_LUXURY_MINE_REQUIREMENTS,,
ORAL_TRADITION_PLANTATION_TAG_CULTURE,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,,
ORAL_TRADITION_PLANTATION_TAG_CULTURE_MODIFIER,MODIFIER_CITY_PLOT_YIELDS_ADJUST_PLOT_YIELD,0,0,0,0,,PLOT_HAS_PLANTATION_TAG2_REQUIREMENTS,,
GOD_OF_THE_FORGE_UNIT_ANCIENT_CLASSICAL_PRODUCTION,MODIFIER_ALL_PLAYERS_ATTACH_MODIFIER,0,0,0,0,,PLAYER_HAS_PANTHEON_REQUIREMENTS,,
GOD_OF_THE_FORGE_UNIT_ANCIENT_CLASSICAL_PRODUCTION_MODIFIER,MODIFIER_PLAYER_CITIES_ADJUST_MILITARY_UNITS_PRODUCTION,0,0,0,0,,,,
INITIATION_RITES_FAITH_DISPERSAL,MODIFIER_ALL_PLAYERS_ATTACH_MODIFIER,0,0,0,0,,PLAYER_HAS_PANTHEON_REQUIREMENTS,,
INITIATION_RITES_FAITH_DISPERSAL_MODIFIER,MODIFIER_PLAYER_ADJUST_FAITH_FROM_DISPERSAL,0,0,0,0,,,,
GOD_OF_WAR_FAITH_KILLS,MODIFIER_ALL_PLAYERS_ATTACH_MODIFIER,0,0,0,0,,PLAYER_HAS_PANTHEON_REQUIREMENTS,,
GOD_OF_WAR_FAITH_KILLS_MODIFIER,MODIFIER_PLAYER_UNITS_ADJUST_POST_COMBAT_YIELD,0,0,0,0,,PLOT_EIGHT_INCLUDE_HOLY_SITE,,
GOD_OF_HEALING_UNIT_HEALING,MODIFIER_ALL_PLAYERS_ATTACH_MODIFIER,0,0,0,0,,PLAYER_HAS_PANTHEON_REQUIREMENTS,,
GOD_OF_HEALING_UNIT_HEALING_MODIFIER,MODIFIER_PLAYER_UNITS_ADJUST_HEAL_PER_TURN,0,0,0,0,,PLOT_ADJACENT_INCLUDE_HOLY_SITE,,
FERTILITY_RITES_GROWTH,MODIFIER_ALL_CITIES_ADJUST_CITY_GROWTH,0,0,0,0,,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,,
RELIGIOUS_SETTLEMENTS_CULTUREBORDER,MODIFIER_ALL_CITIES_CULTURE_BORDER_EXPANSION,0,0,0,0,,CITY_FOLLOWS_PANTHEON_REQUIREMENTS,,
GODDESS_OF_THE_HARVEST_HARVEST,MODIFIER_ALL_PLAYERS_ATTACH_MODIFIER,0,0,0,0,,PLAYER_HAS_PANTHEON_REQUIREMENTS,,
GODDESS_OF_THE_HARVEST_HARVEST_MODIFIER,MODIFIER_PLAYER_GRANT_FAITH_FROM_HARVEST,0,0,0,0,,,,
GODDESS_OF_THE_HARVEST_REMOVE_FEATURE,MODIFIER_ALL_PLAYERS_ATTACH_MODIFIER,0,0,0,0,,PLAYER_HAS_PANTHEON_REQUIREMENTS,,
GODDESS_OF_THE_HARVEST_REMOVE_FEATURE_MODIFIER,MODIFIER_PLAYER_GRANT_FAITH_FROM_REMOVE_FEATURE,0,0,0,0,,,,
DIVINE_INSPIRATION_WONDER_FAITH,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,,CITY_FOLLOWS_RELIGION_REQUIREMENTS,,
DIVINE_INSPIRATION_WONDER_FAITH_MODIFIER,MODIFIER_SINGLE_CITY_ADJUST_WONDER_YIELD_CHANGE,0,0,0,0,,,,
FEED_THE_WORLD_SHRINE_FOOD,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,,CITY_FOLLOWS_RELIGION_REQUIREMENTS,,
FEED_THE_WORLD_SHRINE_FOOD_MODIFIER,MODIFIER_BUILDING_YIELD_CHANGE,0,0,0,0,,,,
FEED_THE_WORLD_TEMPLE_FOOD,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,,CITY_FOLLOWS_RELIGION_REQUIREMENTS,,
FEED_THE_WORLD_TEMPLE_FOOD_MODIFIER,MODIFIER_BUILDING_YIELD_CHANGE,0,0,0,0,,,,
JESUIT_EDUCATION_SCIENCE_BUILDINGS,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,,CITY_FOLLOWS_RELIGION_REQUIREMENTS,,
JESUIT_EDUCATION_SCIENCE_BUILDINGS_MODIFIER,MODIFIER_CITY_ENABLE_BUILDING_FAITH_PURCHASE,0,0,0,0,,,,
JESUIT_EDUCATION_CULTURE_BUILDINGS,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,,CITY_FOLLOWS_RELIGION_REQUIREMENTS,,
JESUIT_EDUCATION_CULTURE_BUILDINGS_MODIFIER,MODIFIER_CITY_ENABLE_BUILDING_FAITH_PURCHASE,0,0,0,0,,,,
RELIQUARIES_RELIC_FAITH,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,,CITY_FOLLOWS_RELIGION_REQUIREMENTS,,
RELIQUARIES_RELIC_FAITH_MODIFIER,MODIFIER_SINGLE_CITY_ADJUST_GREATWORK_YIELD,0,0,0,0,,,,
RELIQUARIES_RELIC_TOURISM,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,,CITY_FOLLOWS_RELIGION_REQUIREMENTS,,
RELIQUARIES_RELIC_TOURISM_MODIFIER,MODIFIER_SINGLE_CITY_ADJUST_TOURISM,0,0,0,0,,,,
RELIGIOUS_COMMUNITY_SHRINE_HOUSING,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,,CITY_FOLLOWS_RELIGION_HAS_SHRINE,,
RELIGIOUS_COMMUNITY_SHRINE_HOUSING_MODIFIER,MODIFIER_SINGLE_CITY_ADJUST_BUILDING_HOUSING,0,0,0,0,,,,
RELIGIOUS_COMMUNITY_TEMPLE_HOUSING,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,,CITY_FOLLOWS_RELIGION_HAS_TEMPLE,,
RELIGIOUS_COMMUNITY_TEMPLE_HOUSING_MODIFIER,MODIFIER_SINGLE_CITY_ADJUST_BUILDING_HOUSING,0,0,0,0,,,,
RELIGIOUS_COMMUNITY_STAVE_HOUSING,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,,CITY_FOLLOWS_RELIGION_HAS_STAVE,,
RELIGIOUS_COMMUNITY_STAVE_HOUSING_MODIFIER,MODIFIER_SINGLE_CITY_ADJUST_BUILDING_HOUSING,0,0,0,0,,,,
WORK_ETHIC_FOLLOWER_PRODUCTION,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,,CITY_FOLLOWS_RELIGION_REQUIREMENTS,,
WORK_ETHIC_FOLLOWER_PRODUCTION_MODIFIER,MODIFIER_FOLLOWER_YIELD_MODIFIER,0,0,0,0,,,,
ZEN_MEDITATION_AMENITY,MODIFIER_ALL_CITIES_ATTACH_MODIFIER,0,0,0,0,,CITY_FOLLOWS_RELIGION_WITH_2 DISTRICTS_REQUIREMENTS,,
ZEN_MEDITATION_AMENITY_MODIFIER,MODIFIER_SINGLE_CITY_ADJUST_CITY_AMENITIES_FROM_RELIGION,0,0,0,0,,,,
CHURCH_PROPERTY_GOLD_CITY,MODIFIER_ALL_PLAYERS_ATTACH_MODIFIER,0,0,0,0,,PLAYER_FOUNDED_RELIGION_REQUIREMENTS,,
CHURCH_PROPERTY_GOLD_CITY_MODIFIER,MODIFIER_PLAYER_RELIGION_ADD_RELIGIOUS_BELIEF_YIELD,0,0,0,0,,,,
LAY_MINISTRY_CULTURE_DISTRICTS,MODIFIER_ALL_PLAYERS_ATTACH_MODIFIER,0,0,0,0,,PLAYER_FOUNDED_RELIGION_REQUIREMENTS,,
LAY_MINISTRY_CULTURE_DISTRICTS_MODIFIER,MODIFIER_PLAYER_RELIGION_ADD_RELIGIOUS_BELIEF_YIELD,0,0,0,0,,,,
LAY_MINISTRY_FAITH_DISTRICTS,MODIFIER_ALL_PLAYERS_ATTACH_MODIFIER,0,0,0,0,,PLAYER_FOUNDED_RELIGION_REQUIREMENTS,,
LAY_MINISTRY_FAITH_DISTRICTS_MODIFIER,MODIFIER_PLAYER_RELIGION_ADD_RELIGIOUS_BELIEF_YIELD,0,0,0,0,,,,
PILGRIMAGE_FAITH_FOREIGN_CITY,MODIFIER_ALL_PLAYERS_ATTACH_MODIFIER,0,0,0,0,,PLAYER_FOUNDED_RELIGION_REQUIREMENTS,,
PILGRIMAGE_FAITH_FOREIGN_CITY_MODIFIER,MODIFIER_PLAYER_RELIGION_ADD_RELIGIOUS_BELIEF_YIELD,0,0,0,0,,,,
STEWARDSHIP_SCIENCE_DISTRICTS,MODIFIER_ALL_PLAYERS_ATTACH_MODIFIER,0,0,0,0,,PLAYER_FOUNDED_RELIGION_REQUIREMENTS,,
STEWARDSHIP_SCIENCE_DISTRICTS_MODIFIER,MODIFIER_PLAYER_RELIGION_ADD_RELIGIOUS_BELIEF_YIELD,0,0,0,0,,,,
