LeaderType,Name,OperationList,IsBarbarianLeader,InheritFrom,SceneLayers,Sex,SameSexPercentage
LEADER_JOHN_CURTIN,LOC_LEADER_JOHN_CURTIN_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_CHANDRAGUPTA,LOC_LEADER_CHANDRAGUPTA_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_GENGHIS_KHAN,LOC_LEADER_GENGHIS_KHAN_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_LAUTARO,LOC_LEADER_LAUTARO_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_POUNDMAKER,LOC_LEADER_POUNDMAKER_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_ROBERT_THE_BRUCE,LOC_LEADER_ROBERT_THE_BRUCE_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_SEONDEOK,LOC_LEADER_SEONDEOK_NAME,,0,LEADER_DEFAULT,4,Female,0
LEADER_SHAKA,LOC_LEADER_SHAKA_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_TAMAR,LOC_LEADER_TAMAR_NAME,,0,LEADER_DEFAULT,4,Female,0
LEADER_WILHELMINA,LOC_LEADER_WILHELMINA_NAME,,0,LEADER_DEFAULT,4,Female,0
LEADER_MINOR_CIV_ANTIOCH,LOC_CIVILIZATION_ANTIOCH_NAME,,0,LEADER_MINOR_CIV_TRADE,0,Male,0
LEADER_MINOR_CIV_BABYLON,LOC_CIVILIZATION_BABYLON_NAME,,0,LEADER_MINOR_CIV_SCIENTIFIC,0,Male,0
LEADER_FREE_CITIES,LOC_LEADER_FREE_CITIES_NAME,Free Cities Operations,0,,0,Male,0
LEADER_MINOR_CIV_AKKAD,LOC_CIVILIZATION_AKKAD_NAME,,0,LEADER_MINOR_CIV_MILITARISTIC,0,Male,0
LEADER_MINOR_CIV_BOLOGNA,LOC_CIVILIZATION_BOLOGNA_NAME,,0,LEADER_MINOR_CIV_SCIENTIFIC,0,Male,0
LEADER_MINOR_CIV_CAHOKIA,LOC_CIVILIZATION_CAHOKIA_NAME,,0,LEADER_MINOR_CIV_TRADE,0,Male,0
LEADER_MINOR_CIV_CARDIFF,LOC_CIVILIZATION_CARDIFF_NAME,,0,LEADER_MINOR_CIV_INDUSTRIAL,0,Male,0
LEADER_MINOR_CIV_FEZ,LOC_CIVILIZATION_FEZ_NAME,,0,LEADER_MINOR_CIV_SCIENTIFIC,0,Male,0
LEADER_MINOR_CIV_MEXICO_CITY,LOC_CIVILIZATION_MEXICO_CITY_NAME,,0,LEADER_MINOR_CIV_INDUSTRIAL,0,Male,0
LEADER_MINOR_CIV_NAZCA,LOC_CIVILIZATION_NAZCA_NAME,,0,LEADER_MINOR_CIV_RELIGIOUS,0,Male,0
LEADER_MINOR_CIV_NGAZARGAMU,LOC_CIVILIZATION_NGAZARGAMU_NAME,,0,LEADER_MINOR_CIV_MILITARISTIC,0,Male,0
LEADER_MINOR_CIV_RAPA_NUI,LOC_CIVILIZATION_RAPA_NUI_NAME,,0,LEADER_MINOR_CIV_CULTURAL,0,Male,0
LEADER_DIDO,LOC_LEADER_DIDO_NAME,,0,LEADER_DEFAULT,4,Female,0
LEADER_ELEANOR_ENGLAND,LOC_LEADER_ELEANOR_NAME,,0,LEADER_DEFAULT,4,Female,0
LEADER_ELEANOR_FRANCE,LOC_LEADER_ELEANOR_FRANCE_NAME,,0,LEADER_DEFAULT,4,Female,0
LEADER_KRISTINA,LOC_LEADER_KRISTINA_NAME,,0,LEADER_DEFAULT,4,Female,0
LEADER_KUPE,LOC_LEADER_KUPE_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_LAURIER,LOC_LEADER_LAURIER_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_MANSA_MUSA,LOC_LEADER_MANSA_MUSA_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_MATTHIAS_CORVINUS,LOC_LEADER_MATTHIAS_CORVINUS_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_PACHACUTI,LOC_LEADER_PACHACUTI_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_SULEIMAN,LOC_LEADER_SULEIMAN_ORIGINAL_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_T_ROOSEVELT_ROUGHRIDER,LOC_LEADER_T_ROOSEVELT_ROUGHRIDER_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_ELIZABETH,LOC_LEADER_ELIZABETH_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_HARALD_ALT,LOC_LEADER_HARALD_ALT_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_VICTORIA_ALT,LOC_LEADER_VICTORIA_ALT_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_ABRAHAM_LINCOLN,LOC_LEADER_ABRAHAM_LINCOLN_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_NZINGA_MBANDE,LOC_LEADER_NZINGA_MBANDE_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_SALADIN_ALT,LOC_LEADER_SALADIN_ALT_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_YONGLE,LOC_LEADER_YONGLE_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_WU_ZETIAN,LOC_LEADER_WU_ZETIAN_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_QIN_ALT,LOC_LEADER_QIN_ALT_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_RAMSES,LOC_LEADER_RAMSES_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_CLEOPATRA_ALT,LOC_LEADER_CLEOPATRA_ALT_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_SUNDIATA_KEITA,LOC_LEADER_SUNDIATA_KEITA_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_SIMON_BOLIVAR,LOC_LEADER_SIMON_BOLIVAR_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_LADY_SIX_SKY,LOC_LEADER_LADY_SIX_SKY_NAME,,0,LEADER_DEFAULT,4,Female,0
LEADER_MINOR_CIV_CAGUANA,LOC_CIVILIZATION_CAGUANA_NAME,,0,LEADER_MINOR_CIV_CULTURAL,0,Male,0
LEADER_MINOR_CIV_HUNZA,LOC_CIVILIZATION_HUNZA_NAME,,0,LEADER_MINOR_CIV_TRADE,0,Male,0
LEADER_MINOR_CIV_LAHORE,LOC_CIVILIZATION_LAHORE_NAME,,0,LEADER_MINOR_CIV_MILITARISTIC,0,Male,0
LEADER_MINOR_CIV_SINGAPORE,LOC_CIVILIZATION_SINGAPORE_NAME,,0,LEADER_MINOR_CIV_INDUSTRIAL,0,Male,0
LEADER_MINOR_CIV_TARUGA,LOC_CIVILIZATION_TARUGA_NAME,,0,LEADER_MINOR_CIV_SCIENTIFIC,0,Male,0
LEADER_MINOR_CIV_VATICAN_CITY,LOC_CIVILIZATION_VATICAN_CITY_NAME,,0,LEADER_MINOR_CIV_RELIGIOUS,0,Male,0
LEADER_JULIUS_CAESAR,LOC_LEADER_JULIUS_CAESAR_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_AMBIORIX,LOC_LEADER_AMBIORIX_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_BASIL,LOC_LEADER_BASIL_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_KUBLAI_KHAN_CHINA,LOC_LEADER_KUBLAI_KHAN_C_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_LADY_TRIEU,LOC_LEADER_LADY_TRIEU_NAME,,0,LEADER_DEFAULT,4,Female,0
LEADER_KUBLAI_KHAN_MONGOLIA,LOC_LEADER_KUBLAI_KHAN_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_CATHERINE_DE_MEDICI_ALT,LOC_LEADER_CATHERINE_DE_MEDICI_ALT_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_TOKUGAWA,LOC_LEADER_TOKUGAWA_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_NADER_SHAH,LOC_LEADER_NADER_SHAH_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_SULEIMAN_ALT,LOC_LEADER_SULEIMAN_ALT_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_MENELIK,LOC_LEADER_MENELIK_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_HAMMURABI,LOC_LEADER_HAMMURABI_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_MINOR_CIV_AYUTTHAYA,LOC_CIVILIZATION_AYUTTHAYA_NAME,,0,LEADER_MINOR_CIV_CULTURAL,0,Male,0
LEADER_MINOR_CIV_CHINGUETTI,LOC_CIVILIZATION_CHINGUETTI_NAME,,0,LEADER_MINOR_CIV_RELIGIOUS,0,Male,0
LEADER_MINOR_CIV_JOHANNESBURG,LOC_CIVILIZATION_JOHANNESBURG_NAME,,0,LEADER_MINOR_CIV_INDUSTRIAL,0,Male,0
LEADER_MINOR_CIV_NALANDA,LOC_CIVILIZATION_NALANDA_NAME,,0,LEADER_MINOR_CIV_SCIENTIFIC,0,Male,0
LEADER_MINOR_CIV_SAMARKAND,LOC_CIVILIZATION_SAMARKAND_NAME,,0,LEADER_MINOR_CIV_TRADE,0,Male,0
LEADER_MINOR_CIV_WOLIN,LOC_CIVILIZATION_WOLIN_NAME,,0,LEADER_MINOR_CIV_MILITARISTIC,0,Male,0
LEADER_LUDWIG,LOC_LEADER_LUDWIG_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_THEODORA,LOC_LEADER_THEODORA_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_SEJONG,LOC_LEADER_SEJONG_NAME,,0,LEADER_DEFAULT,4,Male,0
LEADER_JOAO_III,LOC_LEADER_JOAO_III_NAME,,0,LEADER_DEFAULT,4,Male,0
