ID,Description,YieldType,YieldChange,TilesRequired,OtherDistrictAdjacent,AdjacentSeaResource,AdjacentTerrain,AdjacentFeature,AdjacentRiver,AdjacentWonder,AdjacentNaturalWonder,AdjacentImprovement,AdjacentDistrict,PrereqCivic,PrereqTech,ObsoleteCivic,ObsoleteTech,AdjacentResource,AdjacentResourceClass,Self
Pyramid_IndustrialZoneAdjacency,Placeholder,YIELD_PRODUCTION,1,1,0,0,,,0,0,0,,DISTRICT_INDUSTRIAL_ZONE,,,,,0,NO_RESOURCECLASS,0
Pyramid_TheaterAdjacency,Placeholder,YIELD_CULTURE,1,1,0,0,,,0,0,0,,DISTRICT_THEATER,,,,,0,NO_RESOURCECLASS,0
Pairidaeza_CityCenterAdjacency,Placeholder,YIELD_GOLD,1,1,0,0,,,0,0,0,,DISTRICT_CITY_CENTER,,,,,0,NO_RESOURCECLASS,0
Pairidaeza_CommercialHubAdjacency,Placeholder,YIELD_GOLD,1,1,0,0,,,0,0,0,,DISTRICT_COMMERCIAL_HUB,,,,,0,NO_RESOURCECLASS,0
Pairidaeza_HolySiteAdjacency,Placeholder,YIELD_CULTURE,1,1,0,0,,,0,0,0,,DISTRICT_HOLY_SITE,,,,,0,NO_RESOURCECLASS,0
Pairidaeza_TheaterAdjacency,Placeholder,YIELD_CULTURE,1,1,0,0,,,0,0,0,,DISTRICT_THEATER,,,,,0,NO_RESOURCECLASS,0
Outback_Pasture_Food,Placeholder,YIELD_FOOD,1,1,0,0,,,0,0,0,IMPROVEMENT_PASTURE,,,,,,0,NO_RESOURCECLASS,0
Pasture_Outback_Production,Placeholder,YIELD_PRODUCTION,1,1,0,0,,,0,0,0,IMPROVEMENT_OUTBACK_STATION,,,TECH_STEAM_POWER,,,0,NO_RESOURCECLASS,0
Outback_Outback_Production,Placeholder,YIELD_PRODUCTION,1,2,0,0,,,0,0,0,IMPROVEMENT_OUTBACK_STATION,,,TECH_STEAM_POWER,,,0,NO_RESOURCECLASS,0
Outback_Outback_Food,Placeholder,YIELD_FOOD,1,2,0,0,,,0,0,0,IMPROVEMENT_OUTBACK_STATION,,CIVIC_RAPID_DEPLOYMENT,,,,0,NO_RESOURCECLASS,0
Mine_ScienceSeowonAdjacency,Placeholder,YIELD_SCIENCE,1,1,0,0,,,0,0,0,,DISTRICT_SEOWON,,,,,0,NO_RESOURCECLASS,0
Farm_FoodSeowonAdjacency,Placeholder,YIELD_FOOD,1,1,0,0,,,0,0,0,,DISTRICT_SEOWON,,,,,0,NO_RESOURCECLASS,0
GolfCourse_CityCenterAdjacency,Placeholder,YIELD_CULTURE,1,1,0,0,,,0,0,0,,DISTRICT_CITY_CENTER,,,,,0,NO_RESOURCECLASS,0
GolfCourse_EntertainmentComplexAdjacency,Placeholder,YIELD_CULTURE,1,1,0,0,,,0,0,0,,DISTRICT_ENTERTAINMENT_COMPLEX,,,,,0,NO_RESOURCECLASS,0
Mekewap_FirstBonusAdjacency,Placeholder,YIELD_FOOD,1,2,0,0,,,0,0,0,,,,,CIVIC_CONSERVATION,,0,RESOURCECLASS_BONUS,0
Mekewap_SecondBonusAdjacency,Placeholder,YIELD_FOOD,1,1,0,0,,,0,0,0,,,CIVIC_CONSERVATION,,,,0,RESOURCECLASS_BONUS,0
Mekewap_ThirdBonusAdjacency,Placeholder,YIELD_GOLD,2,1,0,0,,,0,0,0,,,,TECH_CARTOGRAPHY,,,0,RESOURCECLASS_LUXURY,0
Polder_Polder_Food_Early,Placeholder,YIELD_FOOD,1,1,0,0,,,0,0,0,IMPROVEMENT_POLDER,,,,,TECH_REPLACEABLE_PARTS,0,NO_RESOURCECLASS,0
Polder_Polder_Food_Late,Placeholder,YIELD_FOOD,2,1,0,0,,,0,0,0,IMPROVEMENT_POLDER,,,TECH_REPLACEABLE_PARTS,,,0,NO_RESOURCECLASS,0
Polder_Polder_Production,Placeholder,YIELD_PRODUCTION,1,1,0,0,,,0,0,0,IMPROVEMENT_POLDER,,,TECH_REPLACEABLE_PARTS,,,0,NO_RESOURCECLASS,0
BaseDistrict_Science,LOC_DISTRICT_BASE_DISTRICT_SCIENCE,YIELD_SCIENCE,4,1,0,0,,,0,0,0,,,,,,,0,NO_RESOURCECLASS,1
NegativeDistrict_Science,LOC_DISTRICT_NEGATIVE_DISTRICT_SCIENCE,YIELD_SCIENCE,-1,1,1,0,,,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
Government_Culture,LOC_DISTRICT_GOVERNMENT_CULTURE,YIELD_CULTURE,1,1,0,0,,,0,0,0,,DISTRICT_GOVERNMENT,,,,,0,NO_RESOURCECLASS,0
Government_Faith,LOC_DISTRICT_GOVERNMENT_FAITH,YIELD_FAITH,1,1,0,0,,,0,0,0,,DISTRICT_GOVERNMENT,,,,,0,NO_RESOURCECLASS,0
Government_Gold,LOC_DISTRICT_GOVERNMENT_GOLD,YIELD_GOLD,1,1,0,0,,,0,0,0,,DISTRICT_GOVERNMENT,,,,,0,NO_RESOURCECLASS,0
Government_Production,LOC_DISTRICT_GOVERNMENT_PRODUCTION,YIELD_PRODUCTION,1,1,0,0,,,0,0,0,,DISTRICT_GOVERNMENT,,,,,0,NO_RESOURCECLASS,0
Government_Science,LOC_DISTRICT_GOVERNMENT_SCIENCE,YIELD_SCIENCE,1,1,0,0,,,0,0,0,,DISTRICT_GOVERNMENT,,,,,0,NO_RESOURCECLASS,0
Fishery_SeaResourceAdjacency,Placeholder,YIELD_FOOD,1,1,0,1,,,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
Geothermal_Science,LOC_DISTRICT_GEOTHERMAL_SCIENCE,YIELD_SCIENCE,2,1,0,0,,FEATURE_GEOTHERMAL_FISSURE,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
Reef_Science,LOC_DISTRICT_REEF_SCIENCE,YIELD_SCIENCE,2,1,0,0,,FEATURE_REEF,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
Minel_HalfProduction,LOC_DISTRICT_MINES_HALF_PRODUCTION,YIELD_PRODUCTION,1,2,0,0,,,0,0,0,IMPROVEMENT_MINE,,,,,,0,NO_RESOURCECLASS,0
LumberMill_HalfProduction,LOC_DISTRICT_LUMBER_MILL_PRODUCTION,YIELD_PRODUCTION,1,2,0,0,,,0,0,0,IMPROVEMENT_LUMBER_MILL,,,,,,0,NO_RESOURCECLASS,0
Aqueduct_Production,LOC_DISTRICT_AQUEDUCT_PRODUCTION,YIELD_PRODUCTION,2,1,0,0,,,0,0,0,,DISTRICT_AQUEDUCT,,,,,0,NO_RESOURCECLASS,0
Bath_Production,LOC_DISTRICT_BATH_PRODUCTION,YIELD_PRODUCTION,2,1,0,0,,,0,0,0,,DISTRICT_BATH,,,,,0,NO_RESOURCECLASS,0
Canal_Production,LOC_DISTRICT_CANAL_PRODUCTION,YIELD_PRODUCTION,2,1,0,0,,,0,0,0,,DISTRICT_CANAL,,,,,0,NO_RESOURCECLASS,0
Dam_Production,LOC_DISTRICT_DAM_PRODUCTION,YIELD_PRODUCTION,2,1,0,0,,,0,0,0,,DISTRICT_DAM,,,,,0,NO_RESOURCECLASS,0
Strategic_Production,LOC_DISTRICT_STRATEGIC_PRODUCTION,YIELD_PRODUCTION,1,1,0,0,,,0,0,0,,,,,,,0,RESOURCECLASS_STRATEGIC,0
EntertainmentComplex_Culture,LOC_DISTRICT_ENTERTAINMENT_CULTURE,YIELD_CULTURE,2,1,0,0,,,0,0,0,,DISTRICT_ENTERTAINMENT_COMPLEX,,,,,0,NO_RESOURCECLASS,0
WaterPark_Culture,LOC_DISTRICT_WATER_PARK_CULTURE,YIELD_CULTURE,2,1,0,0,,,0,0,0,,DISTRICT_WATER_ENTERTAINMENT_COMPLEX,,,,,0,NO_RESOURCECLASS,0
StreetCarnival_Culture,LOC_DISTRICT_STREET_CARNIVAL_CULTURE,YIELD_CULTURE,2,1,0,0,,,0,0,0,,DISTRICT_STREET_CARNIVAL,,,,,0,NO_RESOURCECLASS,0
Copacabana_Culture,LOC_DISTRICT_COPACABANA_CULTURE,YIELD_CULTURE,2,1,0,0,,,0,0,0,,DISTRICT_WATER_STREET_CARNIVAL,,,,,0,NO_RESOURCECLASS,0
Pamukkale_Culture,LOC_DISTRICT_PAMUKKALE_CULTURE,YIELD_CULTURE,2,1,0,0,,FEATURE_PAMUKKALE,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
Pamukkale_Faith,LOC_DISTRICT_PAMUKKALE_FAITH,YIELD_FAITH,1,1,0,0,,FEATURE_PAMUKKALE,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
Pamukkale_Gold,LOC_DISTRICT_PAMUKKALE_GOLD,YIELD_GOLD,2,1,0,0,,FEATURE_PAMUKKALE,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
Pamukkale_Science,LOC_DISTRICT_PAMUKKALE_SCIENCE,YIELD_SCIENCE,2,1,0,0,,FEATURE_PAMUKKALE,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
Seastead_Fishingboats_Production,Placeholder,YIELD_PRODUCTION,1,1,0,0,,,0,0,0,IMPROVEMENT_FISHING_BOATS,,,,,,0,NO_RESOURCECLASS,0
Fishingboats_Seastead_Production,Placeholder,YIELD_PRODUCTION,1,1,0,0,,,0,0,0,IMPROVEMENT_SEASTEAD,,,,,,0,NO_RESOURCECLASS,0
Seastead_Reef_Culture,Placeholder,YIELD_CULTURE,1,1,0,0,,FEATURE_REEF,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
Moai_FirstBonusAdjacency,Placeholder,YIELD_CULTURE,1,2,0,0,,,0,0,0,IMPROVEMENT_MOAI,,,,CIVIC_MEDIEVAL_FAIRES,,0,NO_RESOURCECLASS,0
Moai_SecondBonusAdjacency,Placeholder,YIELD_CULTURE,1,1,0,0,,,0,0,0,IMPROVEMENT_MOAI,,CIVIC_MEDIEVAL_FAIRES,,,,0,NO_RESOURCECLASS,0
Mound_MedievalAdjacency,Placeholder,YIELD_FOOD,1,2,1,0,,,0,0,0,,,CIVIC_FEUDALISM,,,TECH_REPLACEABLE_PARTS,0,NO_RESOURCECLASS,0
Mound_MechanizedAdjacency,Placeholder,YIELD_FOOD,1,1,1,0,,,0,0,0,,,,TECH_REPLACEABLE_PARTS,,,0,NO_RESOURCECLASS,0
Chateau_Luxury,Placeholder,YIELD_GOLD,1,1,0,0,,,0,0,0,,,,,,,0,RESOURCECLASS_LUXURY,0
ColossalHead_FaithForestEarly,Placeholder,YIELD_FAITH,1,2,0,0,,FEATURE_FOREST,0,0,0,,,,,CIVIC_HUMANISM,,0,NO_RESOURCECLASS,0
ColossalHead_FaithJungleEarly,Placeholder,YIELD_FAITH,1,2,0,0,,FEATURE_JUNGLE,0,0,0,,,,,CIVIC_HUMANISM,,0,NO_RESOURCECLASS,0
ColossalHead_FaithForestLate,Placeholder,YIELD_FAITH,1,1,0,0,,FEATURE_FOREST,0,0,0,,,CIVIC_HUMANISM,,,,0,NO_RESOURCECLASS,0
ColossalHead_FaithJungleLate,Placeholder,YIELD_FAITH,1,1,0,0,,FEATURE_JUNGLE,0,0,0,,,CIVIC_HUMANISM,,,,0,NO_RESOURCECLASS,0
GreatWall_Gold,Placeholder,YIELD_GOLD,2,1,0,0,,,0,0,0,IMPROVEMENT_GREAT_WALL,,,TECH_MASONRY,,,0,NO_RESOURCECLASS,0
GreatWall_Culture,Placeholder,YIELD_CULTURE,2,1,0,0,,,0,0,0,IMPROVEMENT_GREAT_WALL,,,TECH_CASTLES,,,0,NO_RESOURCECLASS,0
Cothon_Gold,LOC_DISTRICT_COTHON_GOLD,YIELD_GOLD,2,1,0,0,,,0,0,0,,DISTRICT_COTHON,,,,,0,NO_RESOURCECLASS,0
Holy_Site_Gold,LOC_DISTRICT_HOLY_SITE_GOLD,YIELD_GOLD,2,1,0,0,,,0,0,0,,DISTRICT_HOLY_SITE,,,,,0,NO_RESOURCECLASS,0
Lavra_Gold,LOC_DISTRICT_LAVRA_GOLD,YIELD_GOLD,2,1,0,0,,,0,0,0,,DISTRICT_LAVRA,,,,,0,NO_RESOURCECLASS,0
Hockey_TundraAdjacency,Placeholder,YIELD_CULTURE,1,1,0,0,TERRAIN_TUNDRA,,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
Hockey_TundraHillsAdjacency,Placeholder,YIELD_CULTURE,1,1,0,0,TERRAIN_TUNDRA_HILLS,,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
Hockey_SnowAdjacency,Placeholder,YIELD_CULTURE,1,1,0,0,TERRAIN_SNOW,,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
Hockey_SnowHillsAdjacency,Placeholder,YIELD_CULTURE,1,1,0,0,TERRAIN_SNOW_HILLS,,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
Terrace_GrassMountainAdjacency,Placeholder,YIELD_FOOD,1,1,0,0,TERRAIN_GRASS_MOUNTAIN,,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
Terrace_PlainsMountainAdjacency,Placeholder,YIELD_FOOD,1,1,0,0,TERRAIN_PLAINS_MOUNTAIN,,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
Terrace_DesertMountainAdjacency,Placeholder,YIELD_FOOD,1,1,0,0,TERRAIN_DESERT_MOUNTAIN,,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
Terrace_TundraMountainAdjacency,Placeholder,YIELD_FOOD,1,1,0,0,TERRAIN_TUNDRA_MOUNTAIN,,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
Terrace_SnowMountainAdjacency,Placeholder,YIELD_FOOD,1,1,0,0,TERRAIN_SNOW_MOUNTAIN,,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
Terrace_MedievalAdjacency,Placeholder,YIELD_FOOD,1,2,0,0,,,0,0,0,IMPROVEMENT_TERRACE_FARM,,CIVIC_FEUDALISM,,,TECH_REPLACEABLE_PARTS,0,NO_RESOURCECLASS,0
Terrace_MechanizedAdjacency,Placeholder,YIELD_FOOD,1,1,0,0,,,0,0,0,IMPROVEMENT_TERRACE_FARM,,,TECH_REPLACEABLE_PARTS,,,0,NO_RESOURCECLASS,0
Terrace_AqueductAdjacency,Placeholder,YIELD_PRODUCTION,2,1,0,0,,,0,0,0,,DISTRICT_AQUEDUCT,,,,,0,NO_RESOURCECLASS,0
Farm_FoodObservatoryAdjacency,Placeholder,YIELD_PRODUCTION,1,1,0,0,,,0,0,0,,DISTRICT_OBSERVATORY,,,,,0,NO_RESOURCECLASS,0
Plantation_Science,LOC_DISTRICT_PLANTATION_SCIENCE,YIELD_SCIENCE,2,1,0,0,,,0,0,0,IMPROVEMENT_PLANTATION,,,,,,0,NO_RESOURCECLASS,0
Farm_Science,LOC_DISTRICT_FARM_SCIENCE,YIELD_SCIENCE,1,2,0,0,,,0,0,0,IMPROVEMENT_FARM,,,,,,0,NO_RESOURCECLASS,0
Hacienda_PlantationAdjacency,Placeholder,YIELD_FOOD,1,2,0,0,,,0,0,0,IMPROVEMENT_PLANTATION,,,,,TECH_REPLACEABLE_PARTS,0,NO_RESOURCECLASS,0
Hacienda_MechanizedPlantationAdjacency,Placeholder,YIELD_FOOD,1,1,0,0,,,0,0,0,IMPROVEMENT_PLANTATION,,,TECH_REPLACEABLE_PARTS,,,0,NO_RESOURCECLASS,0
Hacienda_HaciendaAdjacency,Placeholder,YIELD_PRODUCTION,1,2,0,0,,,0,0,0,IMPROVEMENT_HACIENDA,,,,CIVIC_RAPID_DEPLOYMENT,,0,NO_RESOURCECLASS,0
Hacienda_AdvancedHaciendaAdjacency,Placeholder,YIELD_PRODUCTION,1,1,0,0,,,0,0,0,IMPROVEMENT_HACIENDA,,CIVIC_RAPID_DEPLOYMENT,,,,0,NO_RESOURCECLASS,0
Plantation_HaciendaAdjacency,Placeholder,YIELD_PRODUCTION,1,2,0,0,,,0,0,0,IMPROVEMENT_HACIENDA,,,,CIVIC_RAPID_DEPLOYMENT,,0,NO_RESOURCECLASS,0
Plantation_AdvancedHaciendaAdjacency,Placeholder,YIELD_PRODUCTION,1,1,0,0,,,0,0,0,IMPROVEMENT_HACIENDA,,CIVIC_RAPID_DEPLOYMENT,,,,0,NO_RESOURCECLASS,0
Batey_EntertainmentComplexAdjacency,Placeholder,YIELD_CULTURE,1,1,0,0,,,0,0,0,,DISTRICT_ENTERTAINMENT_COMPLEX,,,CIVIC_EXPLORATION,,0,NO_RESOURCECLASS,0
Batey_LateEntertainmentComplexAdjacency,Placeholder,YIELD_CULTURE,2,1,0,0,,,0,0,0,,DISTRICT_ENTERTAINMENT_COMPLEX,CIVIC_EXPLORATION,,,,0,NO_RESOURCECLASS,0
Batey_BonusResourceAdjacency,Placeholder,YIELD_CULTURE,1,1,0,0,,,0,0,0,,,,,CIVIC_EXPLORATION,,0,RESOURCECLASS_BONUS,0
Batey_LateBonusResourceAdjacency,Placeholder,YIELD_CULTURE,2,1,0,0,,,0,0,0,,,CIVIC_EXPLORATION,,,,0,RESOURCECLASS_BONUS,0
Quarry_Production2,LOC_DISTRICT_QUARRY_PRODUCTION,YIELD_PRODUCTION,2,1,0,0,,,0,0,0,IMPROVEMENT_QUARRY,,,,,,0,NO_RESOURCECLASS,0
Strategic_Production2,LOC_DISTRICT_STRATEGIC2_PRODUCTION,YIELD_PRODUCTION,2,1,0,0,,,0,0,0,,,,,,,0,RESOURCECLASS_STRATEGIC,0
Hippodrome_Culture,LOC_DISTRICT_HIPPODROME_CULTURE,YIELD_CULTURE,2,1,0,0,,,0,0,0,,DISTRICT_HIPPODROME,,,,,0,NO_RESOURCECLASS,0
District_Culture_Major,LOC_DISTRICT_DISTRICT_CULTURE_MAJOR,YIELD_CULTURE,2,1,1,0,,,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
Hills_Faith1,Placeholder,YIELD_FAITH,1,1,0,0,TERRAIN_GRASS_HILLS,,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
Hills_Faith2,Placeholder,YIELD_FAITH,1,1,0,0,TERRAIN_PLAINS_HILLS,,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
Hills_Faith3,Placeholder,YIELD_FAITH,1,1,0,0,TERRAIN_DESERT_HILLS,,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
Hills_Faith4,Placeholder,YIELD_FAITH,1,1,0,0,TERRAIN_TUNDRA_HILLS,,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
Hills_Faith5,Placeholder,YIELD_FAITH,1,1,0,0,TERRAIN_SNOW_HILLS,,0,0,0,,,,,,,0,NO_RESOURCECLASS,0
