RequirementSetId,RequirementSetType
PLAYER_HAS_ELECTRICITYTECHNOLOGY_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
STONEHENGE_PROPHET_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
STONEHENGE_APOSTLE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
STAVE_CHURCH_SEA_RESOURCE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CITY_HAS_PETRA_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PRODUCTION_PLOT_HAS_DESERT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
FOOD_PLOT_HAS_DESERT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
GOLD_PLOT_HAS_DESERT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLOT_HAS_DESERT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PRODUCTION_PLOT_HAS_DESERT_HILLS_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
FOOD_PLOT_HAS_DESERT_HILLS_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
GOLD_PLOT_HAS_DESERT_HILLS_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLOT_HAS_MINE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
DISTRICT_IS_CITY_CENTER_ANCIENT,REQUIREMENTSET_TEST_ALL
DISTRICT_IS_CITY_CENTER_MEDIEVAL,REQUIREMENTSET_TEST_ALL
DISTRICT_IS_CITY_CENTER_RENAISSANCE,REQUIREMENTSET_TEST_ALL
CITY_HAS_ANCIENT_WALLS,REQUIREMENTSET_TEST_ALL
CITY_HAS_MEDIEVAL_WALLS_CONSERVATION,REQUIREMENTSET_TEST_ALL
CITY_HAS_RENAISSANCE_WALLS,REQUIREMENTSET_TEST_ALL
REQUIREMENTS_PLOT_HAS_FARM,REQUIREMENTSET_TEST_ALL
REQUIREMENTS_OPPONENT_IS_BARBARIAN,REQUIREMENTSET_TEST_ALL
REQUIREMENTS_CITY_HAS_LAVRA,REQUIREMENTSET_TEST_ALL
REQUIREMENTS_CITY_HAS_SHRINE,REQUIREMENTSET_TEST_ALL
REQUIREMENTS_CITY_HAS_TEMPLE,REQUIREMENTSET_TEST_ALL
REQUIREMENTS_CITY_HAS_TIER3RELIGIOUS,REQUIREMENTSET_TEST_ANY
PLOT_HAS_TUNDRA_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLOT_HAS_TUNDRA_HILLS_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
UNIT_IS_DOMAIN_LAND,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_SHIPBUILDING_TECH,REQUIREMENTSET_TEST_ALL
HARBOR_TRADE_ROUTE_CAPACITY_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
DOCKYARD_SEA_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
DOCKYARD_FOREIGN_CONTINENT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
DEAD_SEA_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
EVEREST_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
DEAD_SEA_ADJACENT_UNITS_ADJUST_HEAL_PER_TURN_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
EVEREST_ADJACENT_UNITS_GRANT_ABILITY_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CITY_HAS_MEDIEVAL_WALLS,REQUIREMENTSET_TEST_ALL
AOE_CLASSICAL_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
AOE_MEDIEVAL_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
AOE_RENAISSANCE_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
AOE_INDUSTRIAL_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
AOE_MODERN_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
AOE_ATOMIC_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
AOE_INFORMATION_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
AOE_CLASSICAL_SEA_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
AOE_MEDIEVAL_SEA_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
AOE_RENAISSANCE_SEA_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
AOE_INDUSTRIAL_SEA_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
AOE_MODERN_SEA_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
AOE_ATOMIC_SEA_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
AOE_INFORMATION_SEA_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
GREATPERSON_LEIF_ERIKSON_ACTIVE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
SEA_TRADE_ROUTE_PLUNDER_BONUS_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
GREATPERSON_HORATIO_NELSON_SEA_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
GREATPERSON_CHESTER_NIMITZ_ACTIVE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
AOE_CLASSICAL_LAND_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
AOE_MEDIEVAL_LAND_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
AOE_RENAISSANCE_LAND_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
AOE_INDUSTRIAL_LAND_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
AOE_MODERN_LAND_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
AOE_ATOMIC_LAND_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
AOE_INFORMATION_LAND_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
UNIT_IS_CAVALRY_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
GREATPERSON_BOUDICA_ACTIVE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
GREATPERSON_GEORGY_ZHUKOV_LAND_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
ABU_LAND_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_TECHNOLOGY_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLOT_ADJACENT_TO_LUXURY_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLOT_ADJACENT_TO_CAMPUS_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLOT_NOT_OWNER_CAPITAL_CONTINENT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLOT_ADJACENT_TO_WONDER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLOT_ADJACENT_TO_FARM_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLOT_ADJACENT_TO_HOLYSITE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
PLOT_ADJACENT_TO_RIVER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CITY_HAS_NATIONAL_PARK_REQUREMENTS,REQUIREMENTSET_TEST_ALL
PLAYER_ALLY,REQUIREMENTSET_TEST_ALL
PLAYER_DECLARED_FRIEND,REQUIREMENTSET_TEST_ALL
PLAYER_DELEGATION,REQUIREMENTSET_TEST_ALL
PLAYER_RECEIVED_DEMAND,REQUIREMENTSET_TEST_ALL
PLAYER_DENOUNCED,REQUIREMENTSET_TEST_ALL
PLAYER_DEFENSIVE_PACT,REQUIREMENTSET_TEST_ALL
PLAYER_FRIEND_DENOUNCED,REQUIREMENTSET_TEST_ALL
PLAYER_ACCEPT_CONVERSION,REQUIREMENTSET_TEST_ALL
PLAYER_CITY_CONVERTED,REQUIREMENTSET_TEST_ALL
PLAYER_IS_CLOSE_TO_VICTORY,REQUIREMENTSET_TEST_ALL
PLAYER_CITY_LIBERATED,REQUIREMENTSET_TEST_ALL
PLAYER_MY_CITY_LIBERATED,REQUIREMENTSET_TEST_ALL
PLAYER_CITY_OCCUPIED,REQUIREMENTSET_TEST_ALL
PLAYER_CITY_OCCUPIED_FRIEND,REQUIREMENTSET_TEST_ALL
PLAYER_MY_CITY_RAZED,REQUIREMENTSET_TEST_ALL
PLAYER_CULTURE_BOMBED,REQUIREMENTSET_TEST_ALL
PLAYER_OPEN_BORDERS,REQUIREMENTSET_TEST_ALL
PLAYER_IS_KNOWN_BUT_NO_OPEN_BORDERS,REQUIREMENTSET_TEST_ALL
PLAYER_HAD_FRIENDLY_MEETING,REQUIREMENTSET_TEST_ALL
PLAYER_NEAR_CULTURE_BORDER,REQUIREMENTSET_TEST_ALL
PLAYER_RESIDENT_EMBASSY,REQUIREMENTSET_TEST_ALL
PLAYER_IS_MAJOR_CIV,REQUIREMENTSET_TEST_ALL
PLAYER_IS_HUMAN,REQUIREMENTSET_TEST_ALL
PLAYER_IS_AI,REQUIREMENTSET_TEST_ALL
PLAYER_IS_HIGH_DIFFICULTY_AI,REQUIREMENTSET_TEST_ALL
PLAYER_IS_LOW_DIFFICULTY_HUMAN,REQUIREMENTSET_TEST_ALL
PLAYER_IS_KNOWN_MAJOR_CIV,REQUIREMENTSET_TEST_ALL
ON_DEAL_ENACTED,REQUIREMENTSET_TEST_ALL
ON_TURN_STARTED,REQUIREMENTSET_TEST_ALL
PLAYER_IS_WARMONGER_SUBJECT,REQUIREMENTSET_TEST_ALL
PLAYER_IS_NEW_WARMONGER_SUBJECT,REQUIREMENTSET_TEST_ALL
WARMONGER_TRIGGERS,REQUIREMENTSET_TEST_ANY
PLAYER_IS_AT_PEACE,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_SAME_GOVERNMENT,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_DIFFERENT_GOVERNMENT,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_SMALL_MILITARY,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_SMALL_INFLUENCE,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_MEDIUM_INFLUENCE,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_LARGE_INFLUENCE,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_SMALL_INFLUENCE_AND_PAPAL_PRIMACY,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_MEDIUM_INFLUENCE_AND_PAPAL_PRIMACY,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_LARGE_INFLUENCE_AND_PAPAL_PRIMACY,REQUIREMENTSET_TEST_ALL
PLAYER_IS_SUZERAIN,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_CASTLES_TECHNOLOGY,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_CASTLES_TECHNOLOGY_AND_CAPITAL,REQUIREMENTSET_TEST_ALL
PLAYER_IS_AT_PEACE_WITH_ALL_MAJORS,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_NO_ALUMINUM,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_NO_COAL,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_NO_HORSES,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_NO_IRON,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_NO_NITER,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_NO_OIL,REQUIREMENTSET_TEST_ALL
PLAYER_HAS_NO_URANIUM,REQUIREMENTSET_TEST_ALL
DISTRICT_IS_CAMPUS,REQUIREMENTSET_TEST_ALL
DISTRICT_IS_HOLY_SITE,REQUIREMENTSET_TEST_ALL
DISTRICT_IS_COMMERCIAL_HUB,REQUIREMENTSET_TEST_ALL
DISTRICT_IS_HARBOR,REQUIREMENTSET_TEST_ALL
DISTRICT_IS_THEATER,REQUIREMENTSET_TEST_ALL
DISTRICT_IS_ENCAMPMENT,REQUIREMENTSET_TEST_ALL
DISTRICT_IS_INDUSTRIAL_ZONE,REQUIREMENTSET_TEST_ALL
DISTRICT_IS_INDUSTRIAL_ZONE_OR_ENTERTAINMENT_COMPLEX,REQUIREMENTSET_TEST_ANY
PLOT_HAS_ENCAMPMENT,REQUIREMENTSET_TEST_ALL
UNIT_IS_INQUISITOR,REQUIREMENTSET_TEST_ALL
UNIT_IS_TRADER,REQUIREMENTSET_TEST_ALL
REQUIREMENTS_UNIT_ON_HOME_CONTINENT,REQUIREMENTSET_TEST_ALL
REQUIREMENTS_OPPONENT_IS_MINOR_CIV,REQUIREMENTSET_TEST_ALL
REQUIREMENTS_OPPONENT_IS_OTHER_RELIGION,REQUIREMENTSET_TEST_ALL
REQUIREMENTS_OPPONENT_IS_WOUNDED,REQUIREMENTSET_TEST_ALL
REQUIREMENTS_UNIT_LAND_DOMAIN,REQUIREMENTSET_TEST_ALL
REQUIREMENTS_UNIT_ON_COAST,REQUIREMENTSET_TEST_ALL
REQUIREMENTS_UNIT_SEA_DOMAIN,REQUIREMENTSET_TEST_ALL
REQUIREMENTS_UNIT_IN_SHALLOW_WATER,REQUIREMENTSET_TEST_ALL
PLOT_IS_OR_ADJACENT_TO_COAST,REQUIREMENTSET_TEST_ANY
REQUIREMENTS_INDEPT_MINOR_CIV_HOME_CONTINENT,REQUIREMENTSET_TEST_ALL
ON_ESPIONAGE_DETECTED,REQUIREMENTSET_TEST_ALL
CITY_FOUNDED_ON_NON_HOME_CONTINENT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
FOREIGN_CITY_ROYAL_NAVY_DOCKYARD_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CITY_NOT_OWNER_CAPITAL_CONTINENT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CITY_HAS_2_SPECIALTY_DISTRICTS_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CITY_HAS_3_SPECIALTY_DISTRICTS_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
SURVEY_RECONUNITEXPERIENCE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CITY_HAS_STADIUM_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CITY_HAS_MILITARY_ACADEMY_OR_SEAPORT,REQUIREMENTSET_TEST_ANY
UNIT_IS_SPY,REQUIREMENTSET_TEST_ALL
UNIT_IS_BUILDER,REQUIREMENTSET_TEST_ALL
PLAYER_IS_MINOR,REQUIREMENTSET_TEST_ALL
CITY_HAS_GARRISON_UNIT_REQUIERMENT,REQUIREMENTSET_TEST_ALL
WARS_OF_RELIGION_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
ANTI_CAVALRY_OPPONENT_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
ANTI_SPEAR_OPPONENT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
RANGE_BONUS_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
FASCISM_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
COMMUNISM_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
MEDIC_HEALING_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
UNIT_STRONG_WHEN_ATTACKING_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
UNIT_WEAK_WHEN_DEFENDING_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
BERSERKER_PLOT_IS_ENEMY_TERRITORY,REQUIREMENTSET_TEST_ALL
LONGSHIP_PLOT_IS_COAST,REQUIREMENTSET_TEST_ALL
BALKAN_CAVALRY_PLOT_IS_HILS_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
COSSACK_PLOT_IS_OWNER_OR_ADJACENT_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
REDCOAT_PLOT_IS_FOREIGN_CONTINENT,REQUIREMENTSET_TEST_ALL
VARU_ADJACENT_AT_WAR_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
NAGAO_RANGED_DEFENSE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CONQUISTADOR_SPECIFIC_UNIT_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
GARDE_PLOT_IS_CAPITAL_CONTINENT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
HOPLITE_PLOT_IS_HOPLITE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
UBOAT_PLOT_IS_OCEAN_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
ROUGH_RIDER_PLOT_IS_CAPITAL_CONTINENT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
ROUGH_RIDER_HILL_TERRAIN_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
ANTI_FIGHTER_AIRCRAFT_OPPONENT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
DIGGER_ON_COAST_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
DIGGER_NON_DOMESTIC_PLOT_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
UNIT_ATTACKING_DISTRICT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
REQUIREMENTS_UNIT_IS_LAND_DOMAIN,REQUIREMENTSET_TEST_ALL
BATTLECRY_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
BATTLECRY_OPPONENT_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
TORTOISE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
ZWEIHANDER_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
URBAN_WARFARE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
VOLLEY_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
GARRISON_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
GARRISON_PLOT_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
INCENDIARIES_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
ARROW_STORM_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
EMPLACEMENT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
ECHELON_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
THRUST_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
SCHILTRON_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CHOKE_POINTS_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CHOKE_POINTS_PLOT_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
HOLD_THE_LINE_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
CAPARISON_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
COURSERS_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
COURSERS_OPPONENT_REQUIREMENTS,REQUIREMENTSET_TEST_ANY
SPIKING_THE_GUNS_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
SHRAPNEL_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
ADVANCED_RANGEFINDING_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
GRAPE_SHOT_REQUIREMENTS,REQUIREMENTSET_TEST_ALL
