DefnId,NodeId,TreeName,Tag,DefaultData,ParentTag,UniqueId
7,6,Build City Improvement,Improvement Tech Contract,,,216
8,6,Build City Improvement,Present Value,,,217
0,8,Build City Improvement,Location,,,218
1,8,Build City Improvement,,,,219
2,8,Build City Improvement,,,,220
3,8,Build City Improvement,Needed Improvement,,,221
4,8,Build City Improvement,Harvest,,,222
5,8,Build City Improvement,Builder Type,,,223
6,8,Build City Improvement,Builder Location,,,224
0,11,Build City Improvement,Builder Type,,,225
1,11,Build City Improvement,Location,,,226
2,11,Build City Improvement,Plot Clear Builder,,,227
3,11,Build City Improvement,,,,228
4,11,Build City Improvement,,,,229
0,12,Build City Improvement,Clear Plot Builder Contract,,,230
1,12,Build City Improvement,,,,231
2,12,Build City Improvement,,8,,232
0,13,Build City Improvement,Builder Type,,,233
1,13,Build City Improvement,,,,234
3,13,Build City Improvement,,0,,235
4,13,Build City Improvement,Clear Plot Builder Contract,,,236
6,13,Build City Improvement,,,,237
8,13,Build City Improvement,Present Value,,,238
0,14,Build City Improvement,Clear Plot Builder Contract,,,239
1,16,Build City Improvement,,0,,240
1,17,Build City Improvement,Location,,,241
2,17,Build City Improvement,,0,,242
3,17,Build City Improvement,,0,,243
1,18,Build City Improvement,,1,,244
2,18,Build City Improvement,Location,,,245
3,18,Build City Improvement,Harvest,,,246
0,21,Build City Improvement,Builder Type,,,247
1,21,Build City Improvement,Location,,,248
2,21,Build City Improvement,Improvement Builder,,,249
3,21,Build City Improvement,,,,250
4,21,Build City Improvement,,UNIT_BUILDER,,251
0,22,Build City Improvement,Improvement Builder Contract,,,252
1,22,Build City Improvement,,,,253
2,22,Build City Improvement,,8,,254
0,23,Build City Improvement,Builder Type,,,255
1,23,Build City Improvement,,,,256
3,23,Build City Improvement,,0,,257
4,23,Build City Improvement,Improvement Builder Contract,,,258
6,23,Build City Improvement,,,,259
8,23,Build City Improvement,Present Value,,,260
0,24,Build City Improvement,Improvement Builder Contract,,,261
1,26,Build City Improvement,,0,,262
1,27,Build City Improvement,Builder Location,,,263
2,27,Build City Improvement,,0,,264
3,27,Build City Improvement,,0,,265
1,28,Build City Improvement,Location,,,266
2,28,Build City Improvement,Needed Improvement,,,267
3,28,Build City Improvement,,1,,268
4,28,Build City Improvement,Builder Location,,,269
0,1,Build Trigger Building,,,,270
1,1,Build Trigger Building,Trigger Buildings,,,271
2,1,Build Trigger Building,,,,272
3,1,Build Trigger Building,,,,273
4,1,Build Trigger Building,,,,274
5,1,Build Trigger Building,,,,275
6,1,Build Trigger Building,,,,276
7,1,Build Trigger Building,,,,277
8,1,Build Trigger Building,Present Value,,,278
0,2,Build Trigger Building,,,,279
1,2,Build Trigger Building,Trigger Buildings,,,280
2,2,Build Trigger Building,,,,281
3,2,Build Trigger Building,,,,282
4,2,Build Trigger Building,,0,,283
6,2,Build Trigger Building,,,,284
8,2,Build Trigger Building,Present Value,,,285
0,3,Build Trigger Building,Trigger Buildings,,,286
1,3,Build Trigger Building,City,,,287
2,3,Build Trigger Building,Place District,,,288
3,3,Build Trigger Building,Place District,,,289
0,4,Build Trigger Building,Purchase Plot Contract,,,290
1,4,Build Trigger Building,,,,291
2,4,Build Trigger Building,,5,,292
1,5,Build Trigger Building,Place District,,,293
2,5,Build Trigger Building,Purchase Plot Contract,,,294
0,6,Build Trigger Building,Place District,,,295
2,6,Build Trigger Building,Present Value,,,296
0,8,Build Trigger Building,Place District,,,297
1,8,Build Trigger Building,Place District,,,298
2,8,Build Trigger Building,,,,299
3,8,Build Trigger Building,,,,300
5,8,Build Trigger Building,Builder,,,301
0,10,Build Trigger Building,,,,302
1,10,Build Trigger Building,,,,303
2,10,Build Trigger Building,,,,304
3,10,Build Trigger Building,Place District,,,305
4,10,Build Trigger Building,,,,306
6,10,Build Trigger Building,,,,307
0,12,Build Trigger Building,Builder,,,308
1,12,Build Trigger Building,Place District,,,309
2,12,Build Trigger Building,Builder,,,310
3,12,Build Trigger Building,,,,311
4,12,Build Trigger Building,,,,312
0,13,Build Trigger Building,Builder Contract,,,313
1,13,Build Trigger Building,,,,314
2,13,Build Trigger Building,,5,,315
0,14,Build Trigger Building,Builder,,,316
1,14,Build Trigger Building,,,,317
2,14,Build Trigger Building,,-1,,318
3,14,Build Trigger Building,,0,,319
4,14,Build Trigger Building,Builder Contract,,,320
6,14,Build Trigger Building,,,,321
1,16,Build Trigger Building,,0,,322
1,17,Build Trigger Building,Place District,,,323
2,17,Build Trigger Building,,0,,324
1,18,Build Trigger Building,,1,,325
2,18,Build Trigger Building,Place District,,,326
0,19,Build Trigger Building,Building Contract,,,327
1,19,Build Trigger Building,,,,328
2,19,Build Trigger Building,,8,,329
0,20,Build Trigger Building,,,,330
1,20,Build Trigger Building,Trigger Buildings,,,331
2,20,Build Trigger Building,City,,,332
4,20,Build Trigger Building,Building Contract,,,333
6,20,Build Trigger Building,,,,334
0,1,Build Trigger Improvement,,,,335
1,1,Build Trigger Improvement,,,,336
2,1,Build Trigger Improvement,Trigger Improvements,,,337
3,1,Build Trigger Improvement,,,,338
4,1,Build Trigger Improvement,,,,339
5,1,Build Trigger Improvement,,,,340
6,1,Build Trigger Improvement,,,,341
7,1,Build Trigger Improvement,,,,342
8,1,Build Trigger Improvement,Present Value,,,343
0,2,Build Trigger Improvement,Trigger Improvements,,,344
1,2,Build Trigger Improvement,Builder,,,345
2,2,Build Trigger Improvement,Improve Spot,,,346
3,2,Build Trigger Improvement,Improvement,,,347
0,3,Build Trigger Improvement,,6,,348
0,4,Build Trigger Improvement,,,,349
1,4,Build Trigger Improvement,,,,350
2,4,Build Trigger Improvement,Improvement,,,351
3,4,Build Trigger Improvement,Improve Spot,,,352
4,4,Build Trigger Improvement,,,,353
6,4,Build Trigger Improvement,,,,354
8,4,Build Trigger Improvement,Present Value,,,355
0,6,Build Trigger Improvement,Improve Spot,,,356
1,6,Build Trigger Improvement,,,,357
2,6,Build Trigger Improvement,,,,358
3,6,Build Trigger Improvement,Improvement,,,359
5,6,Build Trigger Improvement,Clear Plot Builder,,,360
6,6,Build Trigger Improvement,Builder Plot,,,361
0,9,Build Trigger Improvement,Clear Plot Builder,,,362
1,9,Build Trigger Improvement,Improve Spot,,,363
2,9,Build Trigger Improvement,Clear Plot Builder,,,364
3,9,Build Trigger Improvement,,,,365
4,9,Build Trigger Improvement,,,,366
0,10,Build Trigger Improvement,Clear Builder Contract,,,367
1,10,Build Trigger Improvement,,,,368
2,10,Build Trigger Improvement,,5,,369
0,11,Build Trigger Improvement,Clear Plot Builder,,,370
1,11,Build Trigger Improvement,,,,371
2,11,Build Trigger Improvement,,-1,,372
3,11,Build Trigger Improvement,,0,,373
4,11,Build Trigger Improvement,Clear Builder Contract,,,374
6,11,Build Trigger Improvement,,,,375
1,13,Build Trigger Improvement,,0,,376
1,14,Build Trigger Improvement,Improve Spot,,,377
2,14,Build Trigger Improvement,,0,,378
1,15,Build Trigger Improvement,,1,,379
2,15,Build Trigger Improvement,Improve Spot,,,380
0,17,Build Trigger Improvement,Builder,,,381
1,17,Build Trigger Improvement,Improve Spot,,,382
2,17,Build Trigger Improvement,Builder,,,383
3,17,Build Trigger Improvement,,,,384
4,17,Build Trigger Improvement,,,,385
0,18,Build Trigger Improvement,Builder Contract,,,386
1,18,Build Trigger Improvement,,,,387
2,18,Build Trigger Improvement,,5,,388
0,19,Build Trigger Improvement,Builder,,,389
1,19,Build Trigger Improvement,,,,390
2,19,Build Trigger Improvement,,-1,,391
3,19,Build Trigger Improvement,,0,,392
4,19,Build Trigger Improvement,Builder Contract,,,393
6,19,Build Trigger Improvement,,,,394
1,21,Build Trigger Improvement,,0,,395
1,22,Build Trigger Improvement,Builder Plot,,,396
2,22,Build Trigger Improvement,,0,,397
1,23,Build Trigger Improvement,Improve Spot,,,398
2,23,Build Trigger Improvement,Improvement,,,399
3,23,Build Trigger Improvement,,1,,400
4,23,Build Trigger Improvement,Builder Plot,,,401
0,1,Build Trigger Unit,Trigger Units,,,402
1,1,Build Trigger Unit,,,,403
2,1,Build Trigger Unit,,,,404
3,1,Build Trigger Unit,,,,405
4,1,Build Trigger Unit,,,,406
5,1,Build Trigger Unit,,,,407
6,1,Build Trigger Unit,,,,408
7,1,Build Trigger Unit,,,,409
8,1,Build Trigger Unit,Unit Value,,,410
0,2,Build Trigger Unit,,6,,411
0,3,Build Trigger Unit,Trigger Units,,,412
1,3,Build Trigger Unit,,,,413
2,3,Build Trigger Unit,,,,414
3,3,Build Trigger Unit,,,,415
4,3,Build Trigger Unit,,,,416
6,3,Build Trigger Unit,,,,417
8,3,Build Trigger Unit,Unit Value,,,418
0,4,Build Trigger Unit,UnitContract,,,419
1,4,Build Trigger Unit,,,,420
2,4,Build Trigger Unit,,8,,421
0,5,Build Trigger Unit,Trigger Units,,,422
1,5,Build Trigger Unit,,,,423
2,5,Build Trigger Unit,,-1,,424
3,5,Build Trigger Unit,,1,,425
4,5,Build Trigger Unit,UnitContract,,,426
6,5,Build Trigger Unit,,,,427
8,5,Build Trigger Unit,Unit Value,,,428
1,0,Civ Royale Behavior,,0,,429
0,1,Civ Royale Behavior,,0,,430
1,1,Civ Royale Behavior,,0,,431
4,1,Civ Royale Behavior,,1,,432
0,2,Civ Royale Behavior,,1,,433
2,2,Civ Royale Behavior,,-1,,434
3,2,Civ Royale Behavior,,0,,435
6,2,Civ Royale Behavior,,1,,436
0,5,Civ Royale Behavior,,CivRoyale_SmallSafeZone,,437
0,6,Civ Royale Behavior,,4,,438
0,7,Civ Royale Behavior,,0,,439
1,7,Civ Royale Behavior,,0,,440
0,9,Civ Royale Behavior,,1,,441
0,10,Civ Royale Behavior,,1,,442
1,10,Civ Royale Behavior,,0,,443
2,10,Civ Royale Behavior,,0,,444
3,10,Civ Royale Behavior,,0,,445
4,10,Civ Royale Behavior,,1,,446
1,11,Civ Royale Behavior,,4,,447
3,11,Civ Royale Behavior,,6,,448
4,11,Civ Royale Behavior,,UNITAI_CIVILIAN,,449
5,11,Civ Royale Behavior,,0,,450
6,11,Civ Royale Behavior,,0,,451
1,12,Civ Royale Behavior,,0,,452
2,13,Civ Royale Behavior,,1,,453
0,16,Civ Royale Behavior,,4,,454
0,17,Civ Royale Behavior,,50,,455
1,17,Civ Royale Behavior,,-1,,456
1,18,Civ Royale Behavior,,UNITAI_COMBAT,,457
2,18,Civ Royale Behavior,,UNITTYPE_CIVILIAN,,458
3,18,Civ Royale Behavior,,,,459
4,18,Civ Royale Behavior,,,,460
0,20,Civ Royale Behavior,,1,,461
1,21,Civ Royale Behavior,,1,,462
0,22,Civ Royale Behavior,,1,,463
1,22,Civ Royale Behavior,,0,,464
2,22,Civ Royale Behavior,,0,,465
1,23,Civ Royale Behavior,,4,,466
3,23,Civ Royale Behavior,,0,,467
4,23,Civ Royale Behavior,,UNITAI_CIVILIAN,,468
5,23,Civ Royale Behavior,,1,,469
6,23,Civ Royale Behavior,,1,,470
0,1,Early City Assault,Unused,,,471
1,1,Early City Assault,,,,472
2,1,Early City Assault,,,,473
3,1,Early City Assault,,,,474
4,1,Early City Assault,,,,475
5,1,Early City Assault,,,,476
6,1,Early City Assault,,,,477
7,1,Early City Assault,,,,478
8,1,Early City Assault,Present Value,,,479
0,4,Early City Assault,,66,,480
0,5,Early City Assault,,-100,,481
1,5,Early City Assault,,-100,,482
0,10,Early City Assault,City Attack Contract,,,483
1,10,Early City Assault,,,,484
2,10,Early City Assault,,8,,485
3,10,Early City Assault,,0,,486
0,11,Early City Assault,,0,,487
1,11,Early City Assault,City Attack Contract,,,488
4,11,Early City Assault,Present Value,,,489
5,11,Early City Assault,,10,,490
0,12,Early City Assault,,1,,491
1,12,Early City Assault,,0,,492
0,13,Early City Assault,,0,,493
1,13,Early City Assault,,2,,494
2,13,Early City Assault,,0,,495
3,13,Early City Assault,,2,,496
0,14,Early City Assault,,1,,497
1,14,Early City Assault,,1,,498
0,15,Early City Assault,,1,,499
1,15,Early City Assault,,,,500
2,15,Early City Assault,,,,501
3,15,Early City Assault,,,,502
4,15,Early City Assault,Present Value,,,503
0,16,Early City Assault,,15,,504
0,18,Early City Assault,,1,,505
1,18,Early City Assault,,0,,506
2,18,Early City Assault,,1,,507
0,20,Early City Assault,,2,,508
1,20,Early City Assault,,0,,509
0,21,Early City Assault,,1,,510
4,21,Early City Assault,Present Value,,,511
0,22,Early City Assault,,0,,512
1,22,Early City Assault,,1,,513
0,23,Early City Assault,,5,,514
1,23,Early City Assault,,2,,515
2,23,Early City Assault,,1,,516
3,23,Early City Assault,,2,,517
0,25,Early City Assault,,1,,518
1,25,Early City Assault,,0,,519
2,25,Early City Assault,,1,,520
0,26,Early City Assault,,1,,521
2,26,Early City Assault,,1,,522
1,27,Early City Assault,,1,,523
0,28,Early City Assault,Declare War,,,524
1,28,Early City Assault,,,,525
2,28,Early City Assault,,5,,526
3,28,Early City Assault,,1,,527
0,29,Early City Assault,,,,528
1,29,Early City Assault,,,,529
2,29,Early City Assault,,1,,530
3,29,Early City Assault,,,,531
4,29,Early City Assault,Present Value,,,532
5,29,Early City Assault,Declare War,,,533
0,30,Early City Assault,,0,,534
1,30,Early City Assault,,1,,535
3,30,Early City Assault,,1,,536
0,31,Early City Assault,,5,,537
1,31,Early City Assault,,2,,538
2,31,Early City Assault,,0,,539
3,31,Early City Assault,,2,,540
0,32,Early City Assault,,15,,541
0,34,Early City Assault,,1,,542
1,34,Early City Assault,,0,,543
2,34,Early City Assault,,1,,544
0,35,Early City Assault,,-0.5,,545
1,35,Early City Assault,,-50,,546
0,36,Early City Assault,,1,,547
4,36,Early City Assault,Present Value,,,548
7,36,Early City Assault,,1,,549
0,37,Early City Assault,,1,,550
1,37,Early City Assault,,1,,551
0,40,Early City Assault,,1,,552
1,40,Early City Assault,,2,,553
2,40,Early City Assault,,0,,554
3,40,Early City Assault,,2,,555
0,42,Early City Assault,,-2,,556
1,42,Early City Assault,,-6,,557
0,43,Early City Assault,,1,,558
4,43,Early City Assault,Present Value,,,559
7,43,Early City Assault,,1,,560
0,48,Early City Assault,,1,,561
1,48,Early City Assault,,0,,562
4,48,Early City Assault,,1,,563
0,49,Early City Assault,,1,,564
1,49,Early City Assault,,0,,565
0,51,Early City Assault,,1,,566
0,54,Early City Assault,,1,,567
1,54,Early City Assault,,0,,568
2,54,Early City Assault,,0,,569
3,54,Early City Assault,,2,,570
1,1,Escort Worker To Camp,,UNITTYPE_LAND_COMBAT,,571
2,1,Escort Worker To Camp,,UNITTYPE_CIVILIAN,,572
3,1,Escort Worker To Camp,,,,573
4,1,Escort Worker To Camp,,,,574
0,2,Escort Worker To Camp,,0,,575
1,2,Escort Worker To Camp,,-1,,576
0,6,Escort Worker To Camp,,1,,577
1,6,Escort Worker To Camp,,1,,578
2,6,Escort Worker To Camp,,1,,579
3,6,Escort Worker To Camp,,2,,580
0,7,Escort Worker To Camp,,1,,581
1,7,Escort Worker To Camp,,,,582
2,7,Escort Worker To Camp,,UNITTYPE_CIVILIAN,,583
3,7,Escort Worker To Camp,,,,584
4,7,Escort Worker To Camp,,,,585
0,8,Escort Worker To Camp,,1,,586
1,8,Escort Worker To Camp,,0,,587
2,8,Escort Worker To Camp,,1,,588
0,5,Free Cities Assault,,1,,589
1,5,Free Cities Assault,,0,,590
0,7,Free Cities Assault,,1,,591
1,7,Free Cities Assault,,0,,592
1,8,Free Cities Assault,,2,,593
3,8,Free Cities Assault,,2,,594
0,10,Free Cities Assault,,1,,595
1,10,Free Cities Assault,,0,,596
0,11,Free Cities Assault,,1,,597
1,11,Free Cities Assault,,1,,598
0,14,Free Cities Assault,,0,,599
1,14,Free Cities Assault,,1,,600
1,15,Free Cities Assault,,2,,601
0,5,Launch Inquisition,ApostleType,,,602
2,5,Launch Inquisition,Apostle,,,603
3,5,Launch Inquisition,,,,604
4,5,Launch Inquisition,,UNIT_APOSTLE,,605
0,6,Launch Inquisition,Apostle Contract,,,606
1,6,Launch Inquisition,,,,607
2,6,Launch Inquisition,,15,,608
3,6,Launch Inquisition,,1,,609
0,7,Launch Inquisition,ApostleType,,,610
1,7,Launch Inquisition,,,,611
3,7,Launch Inquisition,,0,,612
4,7,Launch Inquisition,Apostle Contract,,,613
6,7,Launch Inquisition,,,,614
0,1,Manage Archaeologist,,,,615
1,1,Manage Archaeologist,,,,616
2,1,Manage Archaeologist,,,,617
3,1,Manage Archaeologist,,,,618
4,1,Manage Archaeologist,,,,619
5,1,Manage Archaeologist,Relic Plot,,,620
6,1,Manage Archaeologist,,,,621
7,1,Manage Archaeologist,,,,622
1,2,Manage Archaeologist,Relic Plot,,,623
2,2,Manage Archaeologist,,0,,624
0,3,Manage Archaeologist,Relic Plot,,,625
0,1,Manage Great Person,GREAT_PERSON_CLASS_PROPHET,,,626
0,5,Manage Great Person,,1,,627
1,5,Manage Great Person,GP District,DISTRICT_HOLY_SITE,,628
2,5,Manage Great Person,GP Buildings,,,629
3,5,Manage Great Person,Great Work Value,100,,630
0,6,Manage Great Person,Great Work Contract,,,631
1,6,Manage Great Person,,,,632
2,6,Manage Great Person,,20,,633
0,7,Manage Great Person,,,,634
1,7,Manage Great Person,GP Buildings,,,635
4,7,Manage Great Person,Great Work Contract,,,636
6,7,Manage Great Person,GP District,,,637
8,7,Manage Great Person,Great Work Value,,,638
0,8,Manage Great Person,1,,,639
1,10,Manage Great Person,,0,,640
2,11,Manage Great Person,,0,,641
3,11,Manage Great Person,,0,,642
0,0,Manage Spy,,1,,643
0,1,Manage Spy,,,,644
1,1,Manage Spy,,,,645
2,1,Manage Spy,,,,646
3,1,Manage Spy,,,,647
4,1,Manage Spy,,,,648
5,1,Manage Spy,Goal City,,,649
6,1,Manage Spy,,,,650
7,1,Manage Spy,,,,651
0,2,Manage Spy,Goal City,,,652
1,2,Manage Spy,,,,653
0,5,Manage Spy,Current Mission,,,654
0,6,Manage Spy,Current Mission,,,655
1,6,Manage Spy,,1,,656
2,6,Manage Spy,,40,,657
0,7,Manage Spy,,,,658
1,7,Manage Spy,,1,,659
0,1,Naval Superiority Tree,Unused,,,660
1,1,Naval Superiority Tree,,,,661
2,1,Naval Superiority Tree,,,,662
3,1,Naval Superiority Tree,,,,663
4,1,Naval Superiority Tree,,,,664
5,1,Naval Superiority Tree,,,,665
6,1,Naval Superiority Tree,,,,666
7,1,Naval Superiority Tree,,,,667
8,1,Naval Superiority Tree,Present Value,,,668
0,3,Naval Superiority Tree,,60,,669
0,4,Naval Superiority Tree,,0,,670
3,4,Naval Superiority Tree,,1,,671
4,4,Naval Superiority Tree,Present Value,,,672
0,5,Naval Superiority Tree,,1,,673
1,5,Naval Superiority Tree,,0,,674
2,5,Naval Superiority Tree,,0,,675
3,5,Naval Superiority Tree,,0,,676
0,7,Naval Superiority Tree,,1,,677
3,7,Naval Superiority Tree,,0,,678
4,7,Naval Superiority Tree,Present Value,,,679
0,8,Naval Superiority Tree,,60,,680
0,9,Naval Superiority Tree,,DOMAIN_SEA,,681
1,9,Naval Superiority Tree,,0,,682
0,11,Naval Superiority Tree,,1,,683
1,11,Naval Superiority Tree,,3,,684
2,11,Naval Superiority Tree,,0,,685
3,11,Naval Superiority Tree,,3,,686
0,12,Naval Superiority Tree,,1,,687
1,12,Naval Superiority Tree,,0,,688
2,12,Naval Superiority Tree,,0,,689
3,12,Naval Superiority Tree,,0,,690
0,13,Naval Superiority Tree,,No Value,,691
0,1,Nuclear Assault,Unused,,,692
1,1,Nuclear Assault,,,,693
2,1,Nuclear Assault,,,,694
3,1,Nuclear Assault,,,,695
4,1,Nuclear Assault,,,,696
5,1,Nuclear Assault,,,,697
6,1,Nuclear Assault,,,,698
7,1,Nuclear Assault,,,,699
8,1,Nuclear Assault,Present Value,,,700
0,2,Nuclear Assault,,20,,701
0,7,Nuclear Assault,Present Value,,,702
