PolicyType,ModifierId
POLICY_CRAFTSMEN,CRAFTSMEN_DISTRICTPRODUCTION
POLICY_CRYPTOGRAPHY,CRYPTOGRAPHY_OFFENSE
POLICY_CRYPTOGRAPHY,CRYPTOGRAPHY_DEFENSE
POLICY_DEFENSE_OF_MOTHERLAND,DEFENSEOFMOTHERLAND_DOMESTICWARWEARINESS
POLICY_DIPLOMATIC_LEAGUE,DIPLOMATICLEAGUE_DUPLICATEFIRSTINFLUENCETOKEN
POLICY_DISCIPLINE,DISCIPLINE_BARBARIANCOMBAT
POLICY_ECONOMIC_UNION,ECONOMICUNION_HARBORGOLD
POLICY_ECONOMIC_UNION,ECONOMICUNION_COMMERCIALGOLD
POLICY_EXPROPRIATION,EXPROPRIATION_SETTLERPRODUCTION
POLICY_EXPROPRIATION,EXPROPRIATION_PLOTPURCHASECOST
POLICY_FEUDAL_CONTRACT,AGOGE_ANCIENT_MELEE_PRODUCTION
POLICY_FEUDAL_CONTRACT,AGOGE_CLASSICAL_MELEE_PRODUCTION
POLICY_FEUDAL_CONTRACT,AGOGE_ANCIENT_ANTI_CAVALRY_PRODUCTION
POLICY_FEUDAL_CONTRACT,AGOGE_CLASSICAL_ANTI_CAVALRY_PRODUCTION
POLICY_FEUDAL_CONTRACT,AGOGE_ANCIENT_RANGED_PRODUCTION
POLICY_FEUDAL_CONTRACT,FEUDALCONTRACT_MEDIEVAL_MELEE_PRODUCTION
POLICY_FEUDAL_CONTRACT,FEUDALCONTRACT_RENAISSANCE_MELEE_PRODUCTION
POLICY_FEUDAL_CONTRACT,FEUDALCONTRACT_MEDIEVAL_ANTI_CAVALRY_PRODUCTION
POLICY_FEUDAL_CONTRACT,FEUDALCONTRACT_RENAISSANCE_ANTI_CAVALRY_PRODUCTION
POLICY_FEUDAL_CONTRACT,FEUDALCONTRACT_MEDIEVAL_RANGED_PRODUCTION
POLICY_FEUDAL_CONTRACT,FEUDALCONTRACT_RENAISSANCE_RANGED_PRODUCTION
POLICY_FIVE_YEAR_PLAN,FIVEYEARPLAN_DISTRICTSCIENCE
POLICY_FIVE_YEAR_PLAN,FIVEYEARPLAN_DISTRICTPRODUCTION
POLICY_FRESCOES,FRESCOES_GREATARTISTPOINTS
POLICY_GOD_KING,GOD_KING_GOLD
POLICY_GOD_KING,GOD_KING_FAITH
POLICY_GOTHIC_ARCHITECTURE,GOTHICARCHITECTURE_MEDIEVALRENAISSANCEWONDER
POLICY_GRANDE_ARMEE,GRANDEARMEE_INDUSTRIAL_MELEE_PRODUCTION
POLICY_GRANDE_ARMEE,GRANDEARMEE_MODERN_MELEE_PRODUCTION
POLICY_GRANDE_ARMEE,GRANDEARMEE_INDUSTRIAL_ANTI_CAVALRY_PRODUCTION
POLICY_GRANDE_ARMEE,GRANDEARMEE_MODERN_ANTI_CAVALRY_PRODUCTION
POLICY_GRANDE_ARMEE,GRANDEARMEE_INDUSTRIAL_RANGED_PRODUCTION
POLICY_GRANDE_ARMEE,GRANDEARMEE_MODERN_RANGED_PRODUCTION
POLICY_GRANDE_ARMEE,AGOGE_ANCIENT_MELEE_PRODUCTION
POLICY_GRANDE_ARMEE,AGOGE_CLASSICAL_MELEE_PRODUCTION
POLICY_GRANDE_ARMEE,AGOGE_ANCIENT_ANTI_CAVALRY_PRODUCTION
POLICY_GRANDE_ARMEE,AGOGE_CLASSICAL_ANTI_CAVALRY_PRODUCTION
POLICY_GRANDE_ARMEE,AGOGE_ANCIENT_RANGED_PRODUCTION
POLICY_GRANDE_ARMEE,FEUDALCONTRACT_MEDIEVAL_MELEE_PRODUCTION
POLICY_GRANDE_ARMEE,FEUDALCONTRACT_RENAISSANCE_MELEE_PRODUCTION
POLICY_GRANDE_ARMEE,FEUDALCONTRACT_MEDIEVAL_ANTI_CAVALRY_PRODUCTION
POLICY_GRANDE_ARMEE,FEUDALCONTRACT_RENAISSANCE_ANTI_CAVALRY_PRODUCTION
POLICY_GRANDE_ARMEE,FEUDALCONTRACT_MEDIEVAL_RANGED_PRODUCTION
POLICY_GRANDE_ARMEE,FEUDALCONTRACT_RENAISSANCE_RANGED_PRODUCTION
POLICY_GUNBOAT_DIPLOMACY,GUNBOATDIPLOMACY_OPENBORDERS
POLICY_GUNBOAT_DIPLOMACY,GUNBOATDIPLOMACY_INFLUENCEPOINTS
POLICY_HERITAGE_TOURISM,HERITAGE_SCULPTURETOURISM
POLICY_HERITAGE_TOURISM,HERITAGE_PORTRAITTOURISM
POLICY_HERITAGE_TOURISM,HERITAGE_LANDSCAPETOURISM
POLICY_HERITAGE_TOURISM,HERITAGE_RELIGIOUSTOURISM
POLICY_HERITAGE_TOURISM,HERITAGE_ARTIFACTTOURISM
POLICY_ILKUM,ILKUM_BUILDERPRODUCTION
POLICY_INSPIRATION,INSPIRATION_GREATSCIENTISTPOINTS
POLICY_INSULAE,INSULAE_SPECIALTYHOUSING
POLICY_INTEGRATED_SPACE_CELL,INTEGRATEDSPACECELL_SPACE_RACE_PROJECTS_PRODUCTION
POLICY_INTERNATIONAL_SPACE_AGENCY,INTERNATIONALSPACEAGENCY_SCIENCEPERTRIBUTARY
POLICY_INTERNATIONAL_WATERS,INTERNATIONALWATERS_MODERN_NAVAL_MELEE_PRODUCTION
POLICY_INTERNATIONAL_WATERS,INTERNATIONALWATERS_ATOMIC_NAVAL_MELEE_PRODUCTION
POLICY_INTERNATIONAL_WATERS,INTERNATIONALWATERS_INFORMATION_NAVAL_MELEE_PRODUCTION
POLICY_INTERNATIONAL_WATERS,INTERNATIONALWATERS_MODERN_NAVAL_RANGED_PRODUCTION
POLICY_INTERNATIONAL_WATERS,INTERNATIONALWATERS_ATOMIC_NAVAL_RANGED_PRODUCTION
POLICY_INTERNATIONAL_WATERS,INTERNATIONALWATERS_INFORMATION_NAVAL_RANGED_PRODUCTION
POLICY_INTERNATIONAL_WATERS,INTERNATIONALWATERS_MODERN_NAVAL_RAIDER_PRODUCTION
POLICY_INTERNATIONAL_WATERS,INTERNATIONALWATERS_ATOMIC_NAVAL_RAIDER_PRODUCTION
POLICY_INTERNATIONAL_WATERS,INTERNATIONALWATERS_INFORMATION_NAVAL_RAIDER_PRODUCTION
POLICY_INTERNATIONAL_WATERS,PRESSGANGS_RENAISSANCE_NAVAL_MELEE_PRODUCTION
POLICY_INTERNATIONAL_WATERS,PRESSGANGS_INDUSTRIAL_NAVAL_MELEE_PRODUCTION
POLICY_INTERNATIONAL_WATERS,PRESSGANGS_RENAISSANCE_NAVAL_RANGED_PRODUCTION
POLICY_INTERNATIONAL_WATERS,PRESSGANGS_INDUSTRIAL_NAVAL_RANGED_PRODUCTION
POLICY_INTERNATIONAL_WATERS,PRESSGANGS_RENAISSANCE_NAVAL_RAIDER_PRODUCTION
POLICY_INTERNATIONAL_WATERS,PRESSGANGS_INDUSTRIAL_NAVAL_RAIDER_PRODUCTION
POLICY_INTERNATIONAL_WATERS,MARITIMIEINDUSTRIES_ANCIENT_NAVAL_MELEE_PRODUCTION
POLICY_INTERNATIONAL_WATERS,MARITIMIEINDUSTRIES_CLASSICAL_NAVAL_MELEE_PRODUCTION
POLICY_INTERNATIONAL_WATERS,MARITIMIEINDUSTRIES_ANCIENT_NAVAL_RANGED_PRODUCTION
POLICY_INTERNATIONAL_WATERS,MARITIMIEINDUSTRIES_CLASSICAL_NAVAL_RANGED_PRODUCTION
POLICY_INTERNATIONAL_WATERS,MARITIMIEINDUSTRIES_ANCIENT_NAVAL_RAIDER_PRODUCTION
POLICY_INTERNATIONAL_WATERS,MARITIMIEINDUSTRIES_CLASSICAL_NAVAL_RAIDER_PRODUCTION
POLICY_INTERNATIONAL_WATERS,PRESSGANGS_MEDIEVAL_NAVAL_MELEE_PRODUCTION
POLICY_INTERNATIONAL_WATERS,PRESSGANGS_MEDIEVAL_NAVAL_RANGED_PRODUCTION
POLICY_INTERNATIONAL_WATERS,PRESSGANGS_MEDIEVAL_NAVAL_RAIDER_PRODUCTION
POLICY_LAND_SURVEYORS,LANDSURVEYORS_PLOTPURCHASECOST
POLICY_LIBERALISM,LIBERALISM_SPECIALTYAMENITY
POLICY_LIGHTNING_WARFARE,LIGHTNINGWARFARE_MODERN_HEAVY_CAVALRY_PRODUCTION
POLICY_LIGHTNING_WARFARE,LIGHTNINGWARFARE_ATOMIC_HEAVY_CAVALRY_PRODUCTION
POLICY_LIGHTNING_WARFARE,LIGHTNINGWARFARE_INFORMATION_HEAVY_CAVALRY_PRODUCTION
POLICY_LIGHTNING_WARFARE,LIGHTNINGWARFARE_MODERN_LIGHT_CAVALRY_PRODUCTION
POLICY_LIGHTNING_WARFARE,LIGHTNINGWARFARE_ATOMIC_LIGHT_CAVALRY_PRODUCTION
POLICY_LIGHTNING_WARFARE,LIGHTNINGWARFARE_INFORMATION_LIGHT_CAVALRY_PRODUCTION
POLICY_LIGHTNING_WARFARE,CHIVALRY_MEDIEVAL_HEAVY_CAVALRY_PRODUCTION
POLICY_LIGHTNING_WARFARE,CHIVALRY_RENAISSANCE_HEAVY_CAVALRY_PRODUCTION
POLICY_LIGHTNING_WARFARE,CHIVALRY_INDUSTRIAL_HEAVY_CAVALRY_PRODUCTION
POLICY_LIGHTNING_WARFARE,CHIVALRY_MEDIEVAL_LIGHT_CAVALRY_PRODUCTION
POLICY_LIGHTNING_WARFARE,CHIVALRY_RENAISSANCE_LIGHT_CAVALRY_PRODUCTION
POLICY_LIGHTNING_WARFARE,CHIVALRY_INDUSTRIAL_LIGHT_CAVALRY_PRODUCTION
POLICY_LIGHTNING_WARFARE,MANEUVER_ANCIENT_HEAVY_CAVALRY_PRODUCTION
POLICY_LIGHTNING_WARFARE,MANEUVER_CLASSICAL_HEAVY_CAVALRY_PRODUCTION
POLICY_LIGHTNING_WARFARE,MANEUVER_ANCIENT_LIGHT_CAVALRY_PRODUCTION
POLICY_LIGHTNING_WARFARE,MANEUVER_CLASSICAL_LIGHT_CAVALRY_PRODUCTION
POLICY_LIMES,LIMES_CASTLEPRODUCTION
POLICY_LIMES,LIMES_WALLSPRODUCTION
POLICY_LIMES,LIMES_STARFORTPRODUCTION
POLICY_LITERARY_TRADITION,LITERARYTRADITION_GREATWRITERPOINTS
POLICY_LOGISTICS,LOGISTICS_FRIENDLYTERRITORYMOVEMENTBONUS
POLICY_LEVEE_EN_MASSE,LEVEEENMASSE_UNITMAINTENANCEDISCOUNT
POLICY_MACHIAVELLIANISM,MACHIAVELLIANISM_SPYPRODUCTION
POLICY_MANEUVER,MANEUVER_ANCIENT_HEAVY_CAVALRY_PRODUCTION
POLICY_MANEUVER,MANEUVER_CLASSICAL_HEAVY_CAVALRY_PRODUCTION
POLICY_MANEUVER,MANEUVER_ANCIENT_LIGHT_CAVALRY_PRODUCTION
POLICY_MANEUVER,MANEUVER_CLASSICAL_LIGHT_CAVALRY_PRODUCTION
POLICY_MARITIME_INDUSTRIES,MARITIMIEINDUSTRIES_ANCIENT_NAVAL_MELEE_PRODUCTION
POLICY_MARITIME_INDUSTRIES,MARITIMIEINDUSTRIES_CLASSICAL_NAVAL_MELEE_PRODUCTION
POLICY_MARITIME_INDUSTRIES,MARITIMIEINDUSTRIES_ANCIENT_NAVAL_RANGED_PRODUCTION
POLICY_MARITIME_INDUSTRIES,MARITIMIEINDUSTRIES_CLASSICAL_NAVAL_RANGED_PRODUCTION
POLICY_MARITIME_INDUSTRIES,MARITIMIEINDUSTRIES_ANCIENT_NAVAL_RAIDER_PRODUCTION
POLICY_MARITIME_INDUSTRIES,MARITIMIEINDUSTRIES_CLASSICAL_NAVAL_RAIDER_PRODUCTION
POLICY_MARKET_ECONOMY,MARKETECONOMY_TRADEROUTECULTURE
POLICY_MARKET_ECONOMY,MARKETECONOMY_TRADEROUTESCIENCE
POLICY_MARKET_ECONOMY,MARKETECONOMY_TRADEROUTEGOLDPERLUXURY
POLICY_MARKET_ECONOMY,MARKETECONOMY_TRADEROUTEGOLDPERSTRATEGIC
POLICY_MARTIAL_LAW,MARTIALLAW_OVERALLWARWEARINESS
POLICY_MEDINA_QUARTER,MEDINAQUARTER_SPECIALTYHOUSING
POLICY_MERCHANT_CONFEDERATION,MERCHANTCONFEDERATION_INFLUENCETOKENGOLD
POLICY_NATIONAL_IDENTITY,NATIONALIDENTITY_REDUCESTRENGTHREDUCTIONFORDAMAGE
POLICY_NATIVE_CONQUEST,NATIVECONQUEST_ADJUSTPOSTCOMBATYIELD
POLICY_NATURAL_PHILOSOPHY,NATURALPHILOSOPHY_DISTRICTSCIENCE
POLICY_NAVAL_INFRASTRUCTURE,NAVALINFRASTRUCTURE_HARBORGOLD
POLICY_NAVIGATION,NAVIGATION_GREATADMIRALPOINTS
POLICY_NEW_DEAL,NEWDEAL_SPECIALTYAMENITY
POLICY_NEW_DEAL,NEWDEAL_SPECIALTYHOUSING
POLICY_NUCLEAR_ESPIONAGE,NUCLEARESPIONAGE_EXTRABOOSTS
POLICY_ONLINE_COMMUNITIES,ONLINECOMMUNITIES_TOURISM
POLICY_PRESS_GANGS,PRESSGANGS_RENAISSANCE_NAVAL_MELEE_PRODUCTION
POLICY_PRESS_GANGS,PRESSGANGS_INDUSTRIAL_NAVAL_MELEE_PRODUCTION
POLICY_PRESS_GANGS,PRESSGANGS_RENAISSANCE_NAVAL_RANGED_PRODUCTION
POLICY_PRESS_GANGS,PRESSGANGS_INDUSTRIAL_NAVAL_RANGED_PRODUCTION
POLICY_PRESS_GANGS,PRESSGANGS_RENAISSANCE_NAVAL_RAIDER_PRODUCTION
POLICY_PRESS_GANGS,PRESSGANGS_INDUSTRIAL_NAVAL_RAIDER_PRODUCTION
POLICY_PRESS_GANGS,MARITIMIEINDUSTRIES_ANCIENT_NAVAL_MELEE_PRODUCTION
POLICY_PRESS_GANGS,MARITIMIEINDUSTRIES_CLASSICAL_NAVAL_MELEE_PRODUCTION
POLICY_PRESS_GANGS,MARITIMIEINDUSTRIES_ANCIENT_NAVAL_RANGED_PRODUCTION
POLICY_PRESS_GANGS,MARITIMIEINDUSTRIES_CLASSICAL_NAVAL_RANGED_PRODUCTION
POLICY_PRESS_GANGS,MARITIMIEINDUSTRIES_ANCIENT_NAVAL_RAIDER_PRODUCTION
POLICY_PRESS_GANGS,MARITIMIEINDUSTRIES_CLASSICAL_NAVAL_RAIDER_PRODUCTION
POLICY_PRESS_GANGS,PRESSGANGS_MEDIEVAL_NAVAL_MELEE_PRODUCTION
POLICY_PRESS_GANGS,PRESSGANGS_MEDIEVAL_NAVAL_RANGED_PRODUCTION
POLICY_PRESS_GANGS,PRESSGANGS_MEDIEVAL_NAVAL_RAIDER_PRODUCTION
POLICY_PROFESSIONAL_ARMY,PROFESSIONAL_ARMY_UNITUPGRADEDISCOUNT
POLICY_PROPAGANDA,PROPAGANDA_OVERALLWARWEARINESS
POLICY_PUBLIC_WORKS,PUBLICWORKS_BUILDERPRODUCTION
POLICY_PUBLIC_WORKS,PUBLICWORKS_BUILDERCHARGES
POLICY_RAID,RAID_DOUBLEPILLAGEIMPROVE
POLICY_RAJ,RAJ_GOLDPERTRIBUTARY
POLICY_RAJ,RAJ_FAITHPERTRIBUTARY
POLICY_RAJ,RAJ_SCIENCEPERTRIBUTARY
POLICY_RAJ,RAJ_CULTUREPERTRIBUTARY
POLICY_RELIGIOUS_ORDERS,RELIGIOUSORDERS_COMBAT_BUFF
POLICY_RETAINERS,RETAINERS_AMENITYBONUS
POLICY_REVELATION,REVELATION_GREATPROPHETPOINTS
POLICY_SATELLITE_BROADCASTS,SATELLITEBROADCASTS_MUSICTOURISM
POLICY_SCRIPTURE,SCRIPTURE_DISTRICTFAITH
POLICY_SERFDOM,SERFDOM_BUILDERCHARGES
POLICY_SKYSCRAPERS,SKYSCRAPERS_INDUSTRIALINFORMATION
POLICY_MILITARY_FIRST,MILITARYFIRST_ATOMIC_MELEE_PRODUCTION
POLICY_MILITARY_FIRST,MILITARYFIRST_INFORMATION_MELEE_PRODUCTION
POLICY_MILITARY_FIRST,MILITARYFIRST_ATOMIC_ANTI_CAVALRY_PRODUCTION
POLICY_MILITARY_FIRST,MILITARYFIRST_INFORMATION_ANTI_CAVALRY_PRODUCTION
POLICY_MILITARY_FIRST,MILITARYFIRST_ATOMIC_RANGED_PRODUCTION
POLICY_MILITARY_FIRST,MILITARYFIRST_INFORMATION_RANGED_PRODUCTION
POLICY_MILITARY_FIRST,GRANDEARMEE_INDUSTRIAL_MELEE_PRODUCTION
POLICY_MILITARY_FIRST,GRANDEARMEE_MODERN_MELEE_PRODUCTION
POLICY_MILITARY_FIRST,GRANDEARMEE_INDUSTRIAL_ANTI_CAVALRY_PRODUCTION
POLICY_MILITARY_FIRST,GRANDEARMEE_MODERN_ANTI_CAVALRY_PRODUCTION
POLICY_MILITARY_FIRST,GRANDEARMEE_INDUSTRIAL_RANGED_PRODUCTION
POLICY_MILITARY_FIRST,GRANDEARMEE_MODERN_RANGED_PRODUCTION
POLICY_MILITARY_FIRST,AGOGE_ANCIENT_MELEE_PRODUCTION
POLICY_MILITARY_FIRST,AGOGE_CLASSICAL_MELEE_PRODUCTION
POLICY_MILITARY_FIRST,AGOGE_ANCIENT_ANTI_CAVALRY_PRODUCTION
POLICY_MILITARY_FIRST,AGOGE_CLASSICAL_ANTI_CAVALRY_PRODUCTION
POLICY_MILITARY_FIRST,AGOGE_ANCIENT_RANGED_PRODUCTION
POLICY_MILITARY_FIRST,FEUDALCONTRACT_MEDIEVAL_MELEE_PRODUCTION
POLICY_MILITARY_FIRST,FEUDALCONTRACT_RENAISSANCE_MELEE_PRODUCTION
POLICY_MILITARY_FIRST,FEUDALCONTRACT_MEDIEVAL_ANTI_CAVALRY_PRODUCTION
POLICY_MILITARY_FIRST,FEUDALCONTRACT_RENAISSANCE_ANTI_CAVALRY_PRODUCTION
POLICY_MILITARY_FIRST,FEUDALCONTRACT_MEDIEVAL_RANGED_PRODUCTION
POLICY_MILITARY_FIRST,FEUDALCONTRACT_RENAISSANCE_RANGED_PRODUCTION
POLICY_SPORTS_MEDIA,SPORTSMEDIA_DISTRICTCULTURE
POLICY_SPORTS_MEDIA,SPORTSMEDIA_STADIUMENTERTAINMENT
POLICY_STRATEGIC_AIR_FORCE,STRATEGICAIRFORCE_INFORMATION_AIRFIGHTER_PRODUCTION
POLICY_STRATEGIC_AIR_FORCE,STRATEGICAIRFORCE_INFORMATION_AIRBOMBER_PRODUCTION
POLICY_STRATEGIC_AIR_FORCE,STRATEGICAIRFORCE_ATOMIC_NAVALCARRIER_PRODUCTION
POLICY_STRATEGIC_AIR_FORCE,STRATEGICAIRFORCE_INFORMATION_NAVALCARRIER_PRODUCTION
POLICY_STRATEGOS,STRATEGOS_GREATGENERALPOINTS
POLICY_SURVEY,SURVEY_RECONUNITEXPERIENCE
POLICY_SYMPHONIES,SYMPHONIES_GREATMUSICIANPOINTS
POLICY_THIRD_ALTERNATIVE,THIRDALTERNATIVE_MILITARY_ACADEMY_GOLD_MODIFIER
POLICY_THIRD_ALTERNATIVE,THIRDALTERNATIVE_RESEARCH_LAB_GOLD_MODIFIER
POLICY_THIRD_ALTERNATIVE,THIRDALTERNATIVE_POWER_PLANT_GOLD_MODIFIER
POLICY_TOWN_CHARTERS,TOWNCHARTERS_DISTRICTGOLD
POLICY_TRADE_CONFEDERATION,TRADECONFEDERATION_TRADEROUTECULTURE
POLICY_TRADE_CONFEDERATION,TRADECONFEDERATION_TRADEROUTESCIENCE
POLICY_TRAVELING_MERCHANTS,TRAVELINGMERCHANTS_GREATMERCHANTPOINTS
POLICY_TRIANGULAR_TRADE,TRIANGULARTRADE_TRADEROUTEGOLD
POLICY_TRIANGULAR_TRADE,TRIANGULARTRADE_TRADEROUTEFAITH
POLICY_TOTAL_WAR,TOTALWAR_DOUBLEPILLAGEDISTRICT
POLICY_TOTAL_WAR,TOTALWAR_DOUBLEPILLAGEIMPROVE
POLICY_URBAN_PLANNING,URBAN_PLANNING_ALLCITYPRODUCTION
POLICY_VETERANCY,VETERANCY_ENCAMPMENT_PRODUCTION
POLICY_VETERANCY,VETERANCY_ENCAMPMENT_BUILDINGS_PRODUCTION
POLICY_WARS_OF_RELIGION,WARS_OF_RELIGION_COMBAT
POLICY_GOV_AUTOCRACY,AUTOCRACY_CAPITAL
POLICY_GOV_AUTOCRACY,AUTOCRACY_TIER1
POLICY_GOV_AUTOCRACY,AUTOCRACY_TIER2
POLICY_GOV_AUTOCRACY,AUTOCRACY_TIER3
POLICY_GOV_OLIGARCHY,OLIGARCHY_LEGACY_MELEE
POLICY_GOV_CLASSICAL_REPUBLIC,CLASSICAL_REPUBLIC_AMENITY
POLICY_GOV_CLASSICAL_REPUBLIC,CLASSICAL_REPUBLIC_HOUSING
POLICY_GOV_MONARCHY,MONARCHY_WALLS_HOUSING
POLICY_GOV_MONARCHY,MONARCHY_CASTLE_HOUSING
POLICY_GOV_MONARCHY,MONARCHY_STARFORT_HOUSING
POLICY_GOV_THEOCRACY,THEOCRACY_LEGACY_RELIGIOUS
POLICY_GOV_THEOCRACY,THEOCRACY_RELIGIOUS_PEOPLE
POLICY_GOV_MERCHANT_REPUBLIC,MERCHANT_REPUBLIC_GOLD_MODIFIER
POLICY_GOV_FASCISM,FASCISM_LEGACY_ATTACK
POLICY_GOV_FASCISM,FASCISM_WAR_WEARINESS
POLICY_GOV_COMMUNISM,COMMUNISM_PRODUCTIVE_PEOPLE
POLICY_GOV_DEMOCRACY,DEMOCRACY_TRADEROUTEFOODTOALLY
POLICY_GOV_DEMOCRACY,DEMOCRACY_TRADEROUTEPRODUCTIONTOALLY
POLICY_GOV_DEMOCRACY,DEMOCRACY_TRADEROUTEFOODFROMALLY
POLICY_GOV_DEMOCRACY,DEMOCRACY_TRADEROUTEPRODUCTIONFROMALLY
POLICY_GOV_DEMOCRACY,DEMOCRACY_TRADEROUTEFOODTOSUZERAIN
POLICY_GOV_DEMOCRACY,DEMOCRACY_TRADEROUTEPRODUCTIONTOSUZERAIN
POLICY_GOV_DEMOCRACY,DEMOCRACY_TRADEROUTEFOODFROMSUZERAIN
POLICY_GOV_DEMOCRACY,DEMOCRACY_TRADEROUTEPRODUCTIONFROMSUZERAIN
POLICY_GOV_DEMOCRACY,DEMOCRACY_ALLIANCEPOINTS
POLICY_AFTER_ACTION_REPORTS,AFTERACTIONREPORTS_EXPERIENCE
POLICY_CIVIL_PRESTIGE,CIVILPRESTIGE_GOVAMENITY
POLICY_CIVIL_PRESTIGE,CIVILPRESTIGE_GOVHOUSING
POLICY_COLONIAL_OFFICES,COLONIALOFFICES_FOREIGNIDENTITY
POLICY_COLONIAL_TAXES,COLONIALTAXES_FOREIGNPRODUCTION
POLICY_LIMES,LIMES_TSIKHEPRODUCTION
POLICY_LIMITANEI,LIMITANEI_GARRISONIDENTITY
POLICY_MARTIAL_LAW,MARTIALLAW_GARRISONIDENTITY
POLICY_PRAETORIUM,PRAETORIUM_GOVERNORIDENTITY
POLICY_WISSELBANKEN,WISSELBANKEN_TRADEROUTEFOODTOALLY
POLICY_WISSELBANKEN,WISSELBANKEN_TRADEROUTEFOODTOSUZERAIN
POLICY_FREE_MARKET,FREEMARKET_BUILDING_YIELDS_HIGH_ADJACENCY
POLICY_FREE_MARKET,FREEMARKET_BUILDING_YIELDS_HIGH_POP
POLICY_GRAND_OPERA,GRANDOPERA_BUILDING_YIELDS_HIGH_ADJACENCY
POLICY_GRAND_OPERA,GRANDOPERA_BUILDING_YIELDS_HIGH_POP
POLICY_RATIONALISM,RATIONALISM_BUILDING_YIELDS_HIGH_ADJACENCY
POLICY_RATIONALISM,RATIONALISM_BUILDING_YIELDS_HIGH_POP
POLICY_SIMULTANEUM,SIMULTANEUM_BUILDING_YIELDS_HIGH_ADJACENCY
POLICY_SIMULTANEUM,SIMULTANEUM_BUILDING_YIELDS_HIGH_POP
POLICY_SECOND_STRIKE_CAPABILITY,SECONDSTRIKE_MAINTENANCEWMDS
POLICY_WISSELBANKEN,WISSELBANKEN_TRADEROUTEPRODUCTIONTOALLY
POLICY_WISSELBANKEN,WISSELBANKEN_TRADEROUTEFOODFROMALLY
POLICY_WISSELBANKEN,WISSELBANKEN_TRADEROUTEPRODUCTIONFROMALLY
POLICY_WISSELBANKEN,WISSELBANKEN_TRADEROUTEPRODUCTIONTOSUZERAIN
POLICY_WISSELBANKEN,WISSELBANKEN_TRADEROUTEFOODFROMSUZERAIN
POLICY_WISSELBANKEN,WISSELBANKEN_TRADEROUTEPRODUCTIONFROMSUZERAIN
POLICY_WISSELBANKEN,WISSELBANKEN_ALLIANCEPOINTS
POLICY_COMMUNICATIONS_OFFICE,COMMUNICATIONS_OFFICE_GOVERNOR_IDENTITY_PER_TITLE
POLICY_RAID,SACK_DOUBLEPILLAGEDISTRICT
POLICY_MACHIAVELLIANISM,MACHIAVELLIANISM_OFFENSIVESPYTIME
POLICY_MILITARY_RESEARCH,MILITARYRESEARCH_MILITARY_ACADEMY_SCIENCE_MODIFIER
POLICY_MILITARY_RESEARCH,MILITARYRESEARCH_SEAPORT_SCIENCE_MODIFIER
POLICY_MILITARY_RESEARCH,MILITARYRESEARCH_RENAISSANCE_WALLS_SCIENCE_MODIFIER
POLICY_PUBLIC_TRANSPORT,PUBLICTRANSPORT_FARMREPLACEGOLD
