UnitAbilityType,ModifierId
ABILITY_ERIKSON_NAVAL_SIGHT,ERIKSON_NAVAL_UNITS_SIGHT_RANGE
ABILITY_MILITARYORGANIZATION_MOVEMENT,MILITARYORGANIZATION_MOVEMENT
ABILITY_MEDITERRANEAN_COLONIES,MEDITERRANEAN_COLONIES_IGNORE_EMBARK_DISEMBARK_COST
ABILITY_MEDITERRANEAN_COLONIES,MEDITERRANEAN_COLONIES_EXTRA_MOVEMENT
ABILITY_MEDITERRANEAN_COLONIES,MEDITERRANEAN_COLONIES_EXTRA_SIGHT
ABILITY_BIREME_PROTECT_TRADER,BIREME_GRANT_TRADER_IMMUNITY
ABILITY_TRADER_PROTECTED_BY_BIREME,TRADE_ROUTE_PLUNDER_IMMUNITY_SEA_NEAR_BIREME
ABILITY_THE_RAVEN_KING,RAVEN_LEVY_MOVEMENT
ABILITY_THE_RAVEN_KING,RAVEN_LEVY_COMBAT
ABILITY_BLACK_ARMY,BLACK_ARMY_ADJACENT_LEVY
ABILITY_HUSZAR,HUSZAR_ALLIES_COMBAT_BONUS
ABILITY_MOUNTIE,ALL_PARK_COMBAT_BONUS
ABILITY_MOUNTIE,OWNER_PARK_COMBAT_BONUS
ABILITY_MANDEKALU,MANDEKALU_POST_COMBAT_GOLD
ABILITY_MANDEKALU,MANDEKALU_GRANT_TRADER_IMMUNITY
ABILITY_TRADER_PROTECTED_BY_MANDEKALU,TRADE_ROUTE_PLUNDER_IMMUNITY_LAND_NEAR_MANDEKALU
ABILITY_CORBACI,CORBACI_FREE_PROMOTION
ABILITY_EXPERT_MARKSMAN,EXPERT_MARKSMAN_ADDITIONAL_ATTACK
ABILITY_GREAT_TURKISH_BOMBARD,GREAT_TURKISH_BOMBARD_STRENGTH
ABILITY_TOA,TOA_NEGATIVE_COMBAT
ABILITY_CAROLEAN,CAROLEAN_UNUSED_MOVEMENT_COMBAT
ABILITY_MANA,MANA_EMBARKED_EXTRA_MOVEMENT
ABILITY_CORSAIR,CORSAIR_LESS_MOVEMENT_RAID
ABILITY_ELIZABETH_PLUNDER_BONUS,ELIZABETH_PLUNDER_BONUS
ABILITY_LEVIED_HARALD,HARALD_LEVIED_UNITS_FAITH
ABILITY_LEVIED_HARALD,HARALD_LEVIED_UNITS_SCIENCE
ABILITY_LEVIED_HARALD,HARALD_LEVIED_UNITS_CULTURE
ABILITY_LINCOLN_MELEE_UNITS,LINCOLN_MELEE_BUFF
ABILITY_SALADIN_FLANKING_UNITS,SALADIN_FLANKING_BONUS_UNITS
ABILITY_SALADIN_FLANKING_UNITS,SALADIN_SUPPORT_BONUS_UNITS
ABILITY_LINCOLN_MELEE_UNITS,LINCOLN_RESOURCE_FREE_UNITS
ABILITY_QIN_MELEE_UNITS,QIN_MELEE_UNIT_SPREAD_CHARGE
ABILITY_QIN_MELEE_UNITS,QIN_MELEE_UNIT_CONVERT_BARBS
ABILITY_EJERCITO_PATRIOTA_EXTRA_MOVEMENT,EJERCITO_PATRIOTA_EXTRA_MOVEMENT
ABILITY_MYSTERIOUS_CURRENTS,MYSTERIOUS_CURRENTS_MOVEMENT
ABILITY_WATER_OF_LIFE,WATER_OF_LIFE_HEAL_EVERYWHERE
ABILITY_COMANDANTE_AOE_MOVEMENT,COMANDANTE_AOE_MOVEMENT
ABILITY_COMANDANTE_AOE_STRENGTH,COMANDANTE_AOE_STRENGTH
ABILITY_COMMANDANTE_CAVALRY_BUFF,COMMANDANTE_CAVALRY_BUFF
ABILITY_COMMANDANTE_MELEE_ANTICAV_BUFF,COMMANDANTE_MELEE_ANTICAV_BUFF
ABILITY_COMMANDANTE_UNIT_STRENGTH_BUFF,COMMANDANTE_UNIT_STRENGTH_BUFF
ABILITY_COMMANDANTE_UNIT_STR_VS_DISTRICTS,COMMANDANTE_UNIT_STR_VS_DISTRICTS
ABILITY_MUTAL_COMBAT_STRENGTH_NEAR_CAPITAL,MUTAL_NEAR_CAPITAL_COMBAT
ABILITY_HULCHE,HULCHE_BONUS_VS_WOUNDED_UNITS
ABILITY_NIHANG_BARRACKS_STRENGTH,NIHANG_BARRACKS_STRENGTH
ABILITY_NIHANG_ARMORY_STRENGTH,NIHANG_ARMORY_STRENGTH
ABILITY_NIHANG_ACADEMY_STRENGTH,NIHANG_ACADEMY_STRENGTH
ABILITY_LLANERO_ADJACENCY_STRENGTH,LLANERO_ADJACENCY_STRENGTH
ABILITY_BYZANTIUM_COMBAT_UNITS,BYZANTIUM_COMBAT_HOLY_CITIES
ABILITY_BYZANTIUM_COMBAT_UNITS,BYZANTIUM_PRESSURE_KILLS
ABILITY_BYZANTIUM_RELIGIOUS_UNITS,BYZANTIUM_RELIGIOUS_COMBAT_HOLY_CITIES
ABILITY_AMBIORIX_NEIGHBOR_COMBAT_BONUS,AMBIORIX_NEIGHBOR_COMBAT
ABILITY_DROMON,DROMON_COMBAT_STRENGTH_AGAINST_UNITS
ABILITY_TAGMA,TAGMA_GRANT_RELIGIOUS_AOE_STRENGTH
ABILITY_TAGMA,TAGMA_GRANT_NONRELIGIOUS_AOE_STRENGTH
ABILITY_TAGMA_RELIGIOUS_COMBAT,TAGMA_RELIGIOUS_COMBAT
ABILITY_TAGMA_NONRELIGIOUS_COMBAT,TAGMA_COMBAT_STRENGTH
ABILITY_GAESATAE,GAESATAE_STRONG_AGAINST_STRONGER_UNITS
ABILITY_GAESATAE,GAESATAE_STRONG_AGAINST_DISTRICTS
ABILITY_FREE_RESOURCE_MAITENANCE_HIPPODROME,HIPPODROME_RESOURCE_FREE
ABILITY_TRIEU_FEATURES,TRIEU_FRIENDLY_MOVEMENT
ABILITY_TRIEU_FEATURES,TRIEU_FRIENDLY_COMBAT
ABILITY_TRIEU_FEATURES,TRIEU_UNFRIENDLY_MOVEMENT
ABILITY_TRIEU_FEATURES,TRIEU_UNFRIENDLY_COMBAT
ABILITY_VOI_CHIEN,VOI_CHIEN_MOVE_AND_ATTACK
ABILITY_NADER_SHAH_COMBAT,NADER_SHAH_COMBAT_BUFF
ABILITY_SULEIMAN_COMBAT,SULEIMAN_COMBAT_BUFF
ABILITY_MENELIK_HILLS_COMBAT,MENELIK_HILLS_COMBAT
ABILITY_ETHIOPIAN_OROMO_CAVALRY,ETHIOPIAN_OROMO_CAVALRY_IGNORE_HILLS_MOVEMENT_PENALTY
ABILITY_SPREAD_DISSENT,SPREAD_DISSENT_LOYALTY_DAMAGE
ABILITY_CULTIST_RELIC_ON_DEATH,CULTIST_RELIC_ON_DEATH
ABILITY_CULTIST_ENTER_FOREIGN_LANDS,MOD_ENTER_FOREIGN_LANDS
ABILITY_HIMERIOS_BONUS_EXPERIENCE,HIMERIOS_BONUS_EXPERIENCE
ABILITY_WOLIN_LAND_UNITS,WOLIN_GREAT_GENERAL_POINTS
ABILITY_WOLIN_NAVAL_UNITS,WOLIN_GREAT_ADMIRAL_POINTS
ABILITY_SABUM_KIBITTUM_ANTI_CAVALRY,SABUM_KIBITTUM_ANTI_CAVALRY
ABILITY_HERO_COMBAT_STRENGTH_AOE,HERO_COMBAT_STRENGTH_AOE
ABILITY_HERO_COMBAT_STRENGTH_UNIT,HERO_COMBAT_STRENGTH_UNIT
ABILITY_HERO_ENTER_FOREIGN_LANDS,MOD_ENTER_FOREIGN_LANDS
ABILITY_HIPPOLYTA_HEAL_PER_TURN,MODIFIER_HIPPOLYTA_HEAL_PER_TURN
ABILITY_HIPPOLYTA_HEAL_PER_TURN,MODIFIER_HIPPOLYTA_HEAL_EVERY_MOVE
ABILITY_HUNAHPU_RESURRECT_KILL,MODIFIER_HUNAHPU_RESURRECT_KILL
ABILITY_MULAN_STRENGTH_PER_TURN,MODIFIER_MULAN_STRENGTH_PER_TURN
ABILITY_MULAN_FORTIFY,MODIFIER_MULAN_FORTIFY
ABILITY_WUKONG_STEALTH,MODIFIER_WUKONG_STEALTH
ABILITY_SINBAD_GOLD_FOR_DISCOVERY,MODIFIER_SINBAD_GOLD_FOR_DISCOVER_CONTINENT
ABILITY_SINBAD_GOLD_FOR_DISCOVERY,MODIFIER_SINBAD_GOLD_FOR_DISCOVER_WONDER
ABILITY_SINBAD_OCEAN_VALID_TERRAIN,MODIFIER_SINBAD_OCEAN_VALID_TERRAIN
ABILITY_HERO_IGNORE_FOREST_TERRAIN_COST,MODIFIER_HERO_IGNORE_FOREST_TERRAIN_COST
ABILITY_HERO_IGNORE_HILLS_TERRAIN_COST,MODIFIER_HERO_IGNORE_HILLS_TERRAIN_COST
ABILITY_HERO_IGNORE_ALL_TERRAIN_COST,MODIFIER_HERO_IGNORE_ALL_TERRAIN_COST
ABILITY_PORTA_DO_CERCO_EXTRA_SIGHT,PORTA_DO_CERCO_EXTRA_SIGHT
ABILITY_NAU,NAU_FREE_PROMOTION
