RequirementId,Name,Type,Value,Extra,SecondExtra
REQUIRES_HAS_HIGH_HAPPINESS,HappinessRatio,ARGTYPE_IDENTITY,1.3,,
REQUIRES_HAS_LOW_HAPPINESS,MinimumDelta,ARGTYPE_IDENTITY,2,,
REQUIRES_HAS_LOW_HAPPINESS,HappinessRatio,ARGTYPE_IDENTITY,-1.3,,
REQUIRES_HAS_HIGH_INCOME,MinimumDelta,ARGTYPE_IDENTITY,10,,
REQUIRES_HAS_HIGH_INCOME,YieldRatio,ARGTYPE_IDENTITY,1.3,,
REQUIRES_HAS_LOW_INCOME,MinimumDelta,ARGTYPE_IDENTITY,10,,
REQUIRES_HAS_LOW_INCOME,YieldRatio,ARGTYPE_IDENTITY,-1.3,,
REQUIRES_HAS_HIGH_POPULATION,MinimumDelta,ARGTYPE_IDENTITY,3,,
REQUIRES_HAS_HIGH_POPULATION,PopulationRatio,ARGTYPE_IDENTITY,1.1,,
REQUIRES_HAS_LOW_POPULATION,MinimumDelta,ARGTYPE_IDENTITY,3,,
REQUIRES_HAS_LOW_POPULATION,PopulationRatio,ARGTYPE_IDENTITY,-1.1,,
REQUIRES_HAS_HIGH_STANDING_ARMY,MinimumDelta,ARGTYPE_IDENTITY,5,,
REQUIRES_HAS_HIGH_STANDING_ARMY,StrengthRatio,ARGTYPE_IDENTITY,1.2,,
REQUIRES_HAS_HIGH_STANDING_ARMY,DomainType,ARGTYPE_IDENTITY,DOMAIN_LAND,,
REQUIRES_HAS_LOW_STANDING_ARMY,MinimumDelta,ARGTYPE_IDENTITY,5,,
REQUIRES_HAS_LOW_STANDING_ARMY,StrengthRatio,ARGTYPE_IDENTITY,-1.2,,
REQUIRES_HAS_LOW_STANDING_ARMY,DomainType,ARGTYPE_IDENTITY,DOMAIN_LAND,,
REQUIRES_HAS_HIGH_AIRPOWER,MinimumDelta,ARGTYPE_IDENTITY,5,,
REQUIRES_HAS_HIGH_AIRPOWER,StrengthRatio,ARGTYPE_IDENTITY,1.2,,
REQUIRES_HAS_HIGH_AIRPOWER,DomainType,ARGTYPE_IDENTITY,DOMAIN_AIR,,
REQUIRES_HAS_LOW_AIRPOWER,MinimumDelta,ARGTYPE_IDENTITY,5,,
REQUIRES_HAS_LOW_AIRPOWER,StrengthRatio,ARGTYPE_IDENTITY,-1.2,,
REQUIRES_HAS_LOW_AIRPOWER,DomainType,ARGTYPE_IDENTITY,DOMAIN_AIR,,
REQUIRES_PLAYER_HAS_FLIGHT,TechnologyType,ARGTYPE_IDENTITY,TECH_FLIGHT,,
REQUIRES_HIGH_NUKE_LOVE,UsedNukeValue,ARGTYPE_IDENTITY,1,,
REQUIRES_HIGH_NUKE_LOVE,BuiltNukeValue,ARGTYPE_IDENTITY,1,,
REQUIRES_HIGH_NUKE_LOVE,TotalScoreThreshold,ARGTYPE_IDENTITY,0,,
REQUIRES_LOW_NUKE_LOVE,UsedNukeValue,ARGTYPE_IDENTITY,1,,
REQUIRES_LOW_NUKE_LOVE,BuiltNukeValue,ARGTYPE_IDENTITY,1,,
REQUIRES_LOW_NUKE_LOVE,TotalScoreThreshold,ARGTYPE_IDENTITY,1,,
REQUIRES_LOW_NUKE_LOVE,BelowThreshold,ARGTYPE_IDENTITY,1,,
REQUIRES_PLAYER_HAS_NUCLEAR_FISSION,TechnologyType,ARGTYPE_IDENTITY,TECH_NUCLEAR_FISSION,,
REQUIRES_LAGS_PROGRESS,TechCivicDifferential,ARGTYPE_IDENTITY,-3,,
REQUIRES_LEADS_PROGRESS,TechCivicDifferential,ARGTYPE_IDENTITY,3,,
REQUIRES_LAGS_WONDERS,WonderRatio,ARGTYPE_IDENTITY,-1.2,,
REQUIRES_LEADS_WONDERS,WonderRatio,ARGTYPE_IDENTITY,1.2,,
REQUIRES_PLAYER_WITH_SHIELD_OR_ON_IT,AgreementValue,ARGTYPE_IDENTITY,0,,
REQUIRES_COMPETING_MINORS,PercentCompeting,ARGTYPE_IDENTITY,50,,
REQUIRES_CITY_HAS_0_SPECIALTY_DISTRICTS,Amount,ARGTYPE_IDENTITY,1,,
REQUIRES_CITY_HAS_0_SPECIALTY_DISTRICTS,MustBeFunctioning,ARGTYPE_IDENTITY,0,,
REQUIRES_UNIT_NEAR_FRIENDLY_RELIGIOUS_CITY,FriendlyCity,ARGTYPE_IDENTITY,1,,
REQUIRES_UNIT_NEAR_ENEMY_RELIGIOUS_CITY,FriendlyCity,ARGTYPE_IDENTITY,0,,
REQUIRES_PLOT_HAS_MARSH,FeatureType,ARGTYPE_IDENTITY,FEATURE_MARSH,,
REQUIRES_PLOT_HAS_OASIS,FeatureType,ARGTYPE_IDENTITY,FEATURE_OASIS,,
REQUIRES_PLOT_HAS_FLOODPLAINS,FeatureType,ARGTYPE_IDENTITY,FEATURE_FLOODPLAINS,,
REQUIRES_PLOT_HAS_FISHINGBOATS,ImprovementType,ARGTYPE_IDENTITY,IMPROVEMENT_FISHING_BOATS,,
REQUIRES_PLOT_HAS_PASTURE,ImprovementType,ARGTYPE_IDENTITY,IMPROVEMENT_PASTURE,,
REQUIRES_PLOT_HAS_CAMP,ImprovementType,ARGTYPE_IDENTITY,IMPROVEMENT_CAMP,,
REQUIRES_PLOT_HAS_QUARRY,ImprovementType,ARGTYPE_IDENTITY,IMPROVEMENT_QUARRY,,
REQUIRES_PLOT_HAS_MINE,ImprovementType,ARGTYPE_IDENTITY,IMPROVEMENT_MINE,,
REQUIRES_PLOT_HAS_PLANTATION,ImprovementType,ARGTYPE_IDENTITY,IMPROVEMENT_PLANTATION,,
REQUIRES_PLOT_HAS_BONUS,ResourceClassType,ARGTYPE_IDENTITY,RESOURCECLASS_BONUS,,
REQUIRES_PLOT_HAS_LUXURY,ResourceClassType,ARGTYPE_IDENTITY,RESOURCECLASS_LUXURY,,
REQUIRES_PLOT_HAS_STRATEGIC,ResourceClassType,ARGTYPE_IDENTITY,RESOURCECLASS_STRATEGIC,,
REQUIRES_PLOT_HAS_TAG_GODDESS_OF_FESTIVAL,Tag,ARGTYPE_IDENTITY,CLASS_GODDESS_OF_FESTIVALS,,
REQUIRES_PLOT_HAS_TAG_ORAL_TRADITION,Tag,ARGTYPE_IDENTITY,CLASS_ORAL_TRADITION,,
REQUIRES_PLOT_WITHIN_EIGHT_HOLY_SITE,DistrictType,ARGTYPE_IDENTITY,DISTRICT_HOLY_SITE,,
REQUIRES_PLOT_WITHIN_EIGHT_HOLY_SITE,MinRange,ARGTYPE_IDENTITY,0,,
REQUIRES_PLOT_WITHIN_EIGHT_HOLY_SITE,MaxRange,ARGTYPE_IDENTITY,8,,
REQUIRES_PLOT_ADJACENT_HOLY_SITE,DistrictType,ARGTYPE_IDENTITY,DISTRICT_HOLY_SITE,,
REQUIRES_PLOT_ADJACENT_HOLY_SITE,MinRange,ARGTYPE_IDENTITY,0,,
REQUIRES_PLOT_HAS_HOLY_SITE,DistrictType,ARGTYPE_IDENTITY,DISTRICT_HOLY_SITE,,
REQUIRES_PLOT_CHARMING_APPEAL,MinimumAppeal,ARGTYPE_IDENTITY,2,,
REQUIRES_CITY_HAS_SHRINE,BuildingType,ARGTYPE_IDENTITY,BUILDING_SHRINE,,
REQUIRES_CITY_HAS_TEMPLE,BuildingType,ARGTYPE_IDENTITY,BUILDING_TEMPLE,,
REQUIRES_CITY_HAS_STAVE,BuildingType,ARGTYPE_IDENTITY,BUILDING_STAVE_CHURCH,,
REQUIRES_NON_RELIGIOUS_UNIT,Tag,ARGTYPE_IDENTITY,CLASS_RELIGIOUS,,
REQUIRES_NON_SUPPORT_UNIT,Tag,ARGTYPE_IDENTITY,CLASS_SUPPORT,,
REQUIRES_PLOT_HAS_NOT_COAST,TerrainType,ARGTYPE_IDENTITY,TERRAIN_COAST,,
REQUIRES_RICE_IN_PLOT,ResourceType,ARGTYPE_IDENTITY,RESOURCE_RICE,,
REQUIRES_WHEAT_IN_PLOT,ResourceType,ARGTYPE_IDENTITY,RESOURCE_WHEAT,,
REQUIRES_CITY_HAS_CHICHEN_ITZA,BuildingType,ARGTYPE_IDENTITY,BUILDING_CHICHEN_ITZA,,
REQUIRES_PLOT_HAS_JUNGLE,FeatureType,ARGTYPE_IDENTITY,FEATURE_JUNGLE,,
REQUIRES_CITY_HAS_LIGHTHOUSE,BuildingType,ARGTYPE_IDENTITY,BUILDING_LIGHTHOUSE,,
REQUIRES_PLOT_HAS_COAST,TerrainType,ARGTYPE_IDENTITY,TERRAIN_COAST,,
PETRA_YIELD_MODIFIER_REQUIRES_PLOT_HAS_DESERT,TerrainClass,ARGTYPE_IDENTITY,TERRAIN_CLASS_DESERT,,
REQUIREMENT_UNIT_IS_MELEE,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_MELEE,,
REQUIREMENT_UNIT_IS_RANGED,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_RANGED,,
REQUIREMENT_UNIT_IS_ANTI_CAV,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_ANTI_CAVALRY,,
REQUIREMENT_UNIT_IS_LIGHT_CAV,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_LIGHT_CAVALRY,,
REQUIREMENT_UNIT_IS_SIEGE,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_SIEGE,,
REQUIRES_LAND_DOMAIN,UnitDomain,ARGTYPE_IDENTITY,DOMAIN_LAND,,
REQUIRES_SEA_DOMAIN,UnitDomain,ARGTYPE_IDENTITY,DOMAIN_SEA,,
REQUIRES_AIR_DOMAIN,UnitDomain,ARGTYPE_IDENTITY,DOMAIN_AIR,,
REQUIRES_RELIGIOUS_UNIT,Tag,ARGTYPE_IDENTITY,CLASS_RELIGIOUS_SPREAD,,
REQUIRES_PLAYER_HAS_ELECTRICITYTECHNOLOGY,TechnologyType,ARGTYPE_IDENTITY,TECH_ELECTRICITY,,
REQUIRES_PLAYER_CAN_EVER_EARN_PROPHET,GreatPersonClass,ARGTYPE_IDENTITY,GREAT_PERSON_CLASS_PROPHET,,
REQUIRES_PLAYER_CAN_NOT_EVER_EARN_PROPHET,GreatPersonClass,ARGTYPE_IDENTITY,GREAT_PERSON_CLASS_PROPHET,,
REQUIRES_CITY_HAS_PETRA,BuildingType,ARGTYPE_IDENTITY,BUILDING_PETRA,,
REQUIRES_PLOT_HAS_DESERT,TerrainType,ARGTYPE_IDENTITY,TERRAIN_DESERT,,
REQUIRES_PLOT_HAS_DESERT_HILLS,TerrainType,ARGTYPE_IDENTITY,TERRAIN_DESERT_HILLS,,
REQUIRES_PLOT_HAS_NO_FLOODPLAINS,FeatureType,ARGTYPE_IDENTITY,FEATURE_FLOODPLAINS,,
REQUIRES_CITY_HAS_ANCIENT_WALLS,BuildingType,ARGTYPE_IDENTITY,BUILDING_WALLS,,
REQUIRES_CITY_HAS_RENAISSANCE_WALLS,BuildingType,ARGTYPE_IDENTITY,BUILDING_STAR_FORT,,
REQUIRES_PLOT_HAS_FARM,ImprovementType,ARGTYPE_IDENTITY,IMPROVEMENT_FARM,,
REQUIRES_CITY_HAS_LAVRA,DistrictType,ARGTYPE_IDENTITY,DISTRICT_LAVRA,,
REQUIRES_CITY_HAS_SHRINE_BASE,BuildingType,ARGTYPE_IDENTITY,BUILDING_SHRINE,,
REQUIRES_CITY_HAS_TEMPLE_BASE,BuildingType,ARGTYPE_IDENTITY,BUILDING_TEMPLE,,
REQUIRES_CITY_HAS_CATHEDRAL_BASE,BuildingType,ARGTYPE_IDENTITY,BUILDING_CATHEDRAL,,
REQUIRES_CITY_HAS_DAR_E_MEHR_BASE,BuildingType,ARGTYPE_IDENTITY,BUILDING_DAR_E_MEHR,,
REQUIRES_CITY_HAS_GURDWARA_BASE,BuildingType,ARGTYPE_IDENTITY,BUILDING_GURDWARA,,
REQUIRES_CITY_HAS_MEETING_HOUSE_BASE,BuildingType,ARGTYPE_IDENTITY,BUILDING_MEETING_HOUSE,,
REQUIRES_CITY_HAS_MOSQUE_BASE,BuildingType,ARGTYPE_IDENTITY,BUILDING_MOSQUE,,
REQUIRES_CITY_HAS_PAGODA_BASE,BuildingType,ARGTYPE_IDENTITY,BUILDING_PAGODA,,
REQUIRES_CITY_HAS_STUPA_BASE,BuildingType,ARGTYPE_IDENTITY,BUILDING_STUPA,,
REQUIRES_CITY_HAS_SYNAGOGUE_BASE,BuildingType,ARGTYPE_IDENTITY,BUILDING_SYNAGOGUE,,
REQUIRES_CITY_HAS_WAT_BASE,BuildingType,ARGTYPE_IDENTITY,BUILDING_WAT,,
REQUIRES_PLOT_HAS_TUNDRA,TerrainType,ARGTYPE_IDENTITY,TERRAIN_TUNDRA,,
REQUIRES_PLOT_HAS_TUNDRA_HILLS,TerrainType,ARGTYPE_IDENTITY,TERRAIN_TUNDRA_HILLS,,
REQUIRES_UNIT_IS_DOMAIN_LAND,UnitDomain,ARGTYPE_IDENTITY,DOMAIN_LAND,,
REQUIRES_PLAYER_HAS_SHIPBUILDING_TECH,TechnologyType,ARGTYPE_IDENTITY,TECH_SHIPBUILDING,,
REQUIRES_NO_COMMERCIAL_HUB,DistrictType,ARGTYPE_IDENTITY,DISTRICT_COMMERCIAL_HUB,,
REQUIRES_NO_COMMERCIAL_HUB,MustBeFunctioning,ARGTYPE_IDENTITY,0,,
MAP_CONTAINS_DEAD_SEA,FeatureType,ARGTYPE_IDENTITY,FEATURE_DEAD_SEA,,
MAP_CONTAINS_EVEREST,FeatureType,ARGTYPE_IDENTITY,FEATURE_EVEREST,,
REQUIRES_LAND_UNIT,UnitDomain,ARGTYPE_IDENTITY,DOMAIN_LAND,,
DEAD_SEA_REQUIRES_ADJACENT_UNIT,FeatureType,ARGTYPE_IDENTITY,FEATURE_DEAD_SEA,,
EVEREST_REQUIRES_ADJACENT_UNIT,FeatureType,ARGTYPE_IDENTITY,FEATURE_EVEREST,,
REQUIRES_CITY_HAS_MEDIEVAL_WALLS,BuildingType,ARGTYPE_IDENTITY,BUILDING_CASTLE,,
AOE_REQUIRES_CLASSICAL_UNIT,EraType,ARGTYPE_IDENTITY,ERA_CLASSICAL,,
AOE_REQUIRES_MEDIEVAL_UNIT,EraType,ARGTYPE_IDENTITY,ERA_MEDIEVAL,,
AOE_REQUIRES_RENAISSANCE_UNIT,EraType,ARGTYPE_IDENTITY,ERA_RENAISSANCE,,
AOE_REQUIRES_INDUSTRIAL_UNIT,EraType,ARGTYPE_IDENTITY,ERA_INDUSTRIAL,,
AOE_REQUIRES_MODERN_UNIT,EraType,ARGTYPE_IDENTITY,ERA_MODERN,,
AOE_REQUIRES_ATOMIC_UNIT,EraType,ARGTYPE_IDENTITY,ERA_ATOMIC,,
AOE_REQUIRES_INFORMATION_UNIT,EraType,ARGTYPE_IDENTITY,ERA_INFORMATION,,
AOE_REQUIRES_CLASSICAL_REQUIREMENTS,RequirementSetId,ARGTYPE_IDENTITY,AOE_CLASSICAL_REQUIREMENTS,,
AOE_REQUIRES_MEDIEVAL_REQUIREMENTS,RequirementSetId,ARGTYPE_IDENTITY,AOE_MEDIEVAL_REQUIREMENTS,,
AOE_REQUIRES_RENAISSANCE_REQUIREMENTS,RequirementSetId,ARGTYPE_IDENTITY,AOE_RENAISSANCE_REQUIREMENTS,,
AOE_REQUIRES_INDUSTRIAL_REQUIREMENTS,RequirementSetId,ARGTYPE_IDENTITY,AOE_INDUSTRIAL_REQUIREMENTS,,
AOE_REQUIRES_MODERN_REQUIREMENTS,RequirementSetId,ARGTYPE_IDENTITY,AOE_MODERN_REQUIREMENTS,,
AOE_REQUIRES_ATOMIC_REQUIREMENTS,RequirementSetId,ARGTYPE_IDENTITY,AOE_ATOMIC_REQUIREMENTS,,
AOE_REQUIRES_INFORMATION_REQUIREMENTS,RequirementSetId,ARGTYPE_IDENTITY,AOE_INFORMATION_REQUIREMENTS,,
AOE_REQUIRES_SEA_DOMAIN,UnitDomain,ARGTYPE_IDENTITY,DOMAIN_SEA,,
AOE_REQUIRES_OWNER_ADJACENCY,MinDistance,ARGTYPE_IDENTITY,0,,
AOE_REQUIRES_OWNER_ADJACENCY,MaxDistance,ARGTYPE_IDENTITY,2,,
REQUIREMENT_UNIT_IS_SUBMARINE,UnitType,ARGTYPE_IDENTITY,UNIT_SUBMARINE,,
UNIT_IS_DOMAIN_SEA,UnitDomain,ARGTYPE_IDENTITY,DOMAIN_SEA,,
AOE_REQUIRES_LAND_DOMAIN,UnitDomain,ARGTYPE_IDENTITY,DOMAIN_LAND,,
REQUIREMENTS_MET_UNIT_IS_CAVALRY_REQUIREMENTS,RequirementSetId,ARGTYPE_IDENTITY,UNIT_IS_CAVALRY_REQUIREMENTS,,
UNIT_IS_LIGHT_CAVALRY,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_LIGHT_CAVALRY,,
UNIT_IS_HEAVY_CAVALRY,UnitPromotionClass,ARGTYPE_IDENTITY,PROMOTION_CLASS_HEAVY_CAVALRY,,
UNIT_IS_DOMAIN_LAND,UnitDomain,ARGTYPE_IDENTITY,DOMAIN_LAND,,
GREATPERSON_BOUDICA_ACTIVE_REQUIRES_LAND_ADJACENCY,MinDistance,ARGTYPE_IDENTITY,0,,
GREATPERSON_BOUDICA_ACTIVE_REQUIRES_LAND_ADJACENCY,MaxDistance,ARGTYPE_IDENTITY,1,,
REQUIRES_PLAYER_HAS_TECHNOLOGY,TechnologyType,ARGTYPE_IDENTITY,TECH_SANITATION,,
REQUIRES_PLOT_ADJACENT_TO_LUXURY,ResourceClassType,ARGTYPE_IDENTITY,RESOURCECLASS_LUXURY,,
REQUIRES_PLOT_ADJACENT_TO_CAMPUS,DistrictType,ARGTYPE_IDENTITY,DISTRICT_CAMPUS,,
REQUIRES_PLOT_ADJACENT_TO_FARM,ImprovementType,ARGTYPE_IDENTITY,IMPROVEMENT_FARM,,
REQUIRES_PLOT_ADJACENT_TO_HOLYSITE,DistrictType,ARGTYPE_IDENTITY,DISTRICT_HOLY_SITE,,
REQUIRES_MAJOR_CIV_OPPONENT,OpponentCivLevel,ARGTYPE_IDENTITY,CIVILIZATION_LEVEL_FULL_CIV,,
REQUIRES_PLAYER_IS_MINOR_CIV,OpponentCivLevel,ARGTYPE_IDENTITY,CIVILIZATION_LEVEL_CITY_STATE,,
REQUIRES_HIGH_DIFFICULTY,Handicap,ARGTYPE_IDENTITY,DIFFICULTY_PRINCE,,
REQUIRES_LOW_DIFFICULTY,Handicap,ARGTYPE_IDENTITY,DIFFICULTY_WARLORD,,
REQUIRES_WARMONGER_TRIGGER,RequirementSetId,ARGTYPE_IDENTITY,WARMONGER_TRIGGERS,,
REQUIRES_WARMONGER_TRIGGER,OnlyOwnersCity,ARGTYPE_IDENTITY,0,,
REQUIRES_PLAYER_DECLARED_WAR_EXCLUDE_SHARED_EMERGENCIES,WhileMet,ARGTYPE_IDENTITY,1,,
REQUIRES_PLAYER_DECLARED_WAR_EXCLUDE_SHARED_EMERGENCIES,ExcludeEmergencies,ARGTYPE_IDENTITY,1,,
REQUIRES_PLAYER_NO_OPEN_BORDERS,GracePeriod,ARGTYPE_IDENTITY,2,,
REQUIRES_AT_PEACE_10_TURNS,Min Turns,ARGTYPE_IDENTITY,10,,
REQUIRES_PLAYER_CITY_LIBERATED,OnlyOwnersCity,ARGTYPE_IDENTITY,0,,
REQUIRES_PLAYER_MY_CITY_LIBERATED,OnlyOwnersCity,ARGTYPE_IDENTITY,1,,
REQUIRES_PLAYER_MY_CITY_RAZED,OnlyOwnersCity,ARGTYPE_IDENTITY,1,,
REQUIRES_PLAYER_HAS_SMALL_MILITARY,Amount,ARGTYPE_IDENTITY,10,,
REQUIRES_PLAYER_HAS_SMALL_INFLUENCE,MinimumTokens,ARGTYPE_IDENTITY,1,,
REQUIRES_PLAYER_HAS_MEDIUM_INFLUENCE,MinimumTokens,ARGTYPE_IDENTITY,3,,
REQUIRES_PLAYER_HAS_LARGE_INFLUENCE,MinimumTokens,ARGTYPE_IDENTITY,6,,
REQUIRES_PLAYER_HAS_PAPAL_PRIMACY,BeliefType,ARGTYPE_IDENTITY,BELIEF_PAPAL_PRIMACY,,
REQUIRES_TECHNOLOGY_CASTLES,TechnologyType,ARGTYPE_IDENTITY,TECH_CASTLES,,
REQUIRES_CAPITAL_CITY,CollectionType,ARGTYPE_IDENTITY,COLLECTION_PLAYER_CAPITAL_CITY,,
REQUIRES_CAPITAL_CITY,Count,ARGTYPE_IDENTITY,1,,
REQUIRES_PLAYER_HAS_NO_ALUMINUM,ResourceType,ARGTYPE_IDENTITY,RESOURCE_ALUMINUM,,
REQUIRES_PLAYER_CAN_SEE_ALUMINUM,ResourceType,ARGTYPE_IDENTITY,RESOURCE_ALUMINUM,,
REQUIRES_PLAYER_HAS_NO_COAL,ResourceType,ARGTYPE_IDENTITY,RESOURCE_COAL,,
REQUIRES_PLAYER_CAN_SEE_COAL,ResourceType,ARGTYPE_IDENTITY,RESOURCE_COAL,,
REQUIRES_PLAYER_HAS_NO_HORSES,ResourceType,ARGTYPE_IDENTITY,RESOURCE_HORSES,,
REQUIRES_PLAYER_CAN_SEE_HORSES,ResourceType,ARGTYPE_IDENTITY,RESOURCE_HORSES,,
REQUIRES_PLAYER_HAS_NO_IRON,ResourceType,ARGTYPE_IDENTITY,RESOURCE_IRON,,
REQUIRES_PLAYER_CAN_SEE_IRON,ResourceType,ARGTYPE_IDENTITY,RESOURCE_IRON,,
REQUIRES_PLAYER_HAS_NO_NITER,ResourceType,ARGTYPE_IDENTITY,RESOURCE_NITER,,
REQUIRES_PLAYER_CAN_SEE_NITER,ResourceType,ARGTYPE_IDENTITY,RESOURCE_NITER,,
REQUIRES_PLAYER_HAS_NO_OIL,ResourceType,ARGTYPE_IDENTITY,RESOURCE_OIL,,
