NamedRiverType,Name
NAMED_RIVER_KAPUAS,LOC_NAMED_RIVER_KAPUAS_NAME
NAMED_RIVER_KARKHEH_RIVER,LOC_NAMED_RIVER_KARKHEH_RIVER_NAME
NAMED_RIVER_KARUN,LOC_NAMED_RIVER_KARUN_NAME
NAMED_RIVER_KASAI,LOC_NAMED_RIVER_KASAI_NAME
NAMED_RIVER_KATEPWEWI_SIPI,LOC_NAMED_RIVER_KATEPWEWI_SIPI_NAME
NAMED_RIVER_KAVERI_RIVER,LOC_NAMED_RIVER_KAVERI_RIVER_NAME
NAMED_RIVER_KAWARAU_RIVER,LOC_NAMED_RIVER_KAWARAU_RIVER_NAME
NAMED_RIVER_KAWATIRI_RIVER,LOC_NAMED_RIVER_KAWATIRI_RIVER_NAME
NAMED_RIVER_KERULEN_RIVER,LOC_NAMED_RIVER_KERULEN_RIVER_NAME
NAMED_RIVER_KHABUR_RIVER,LOC_NAMED_RIVER_KHABUR_RIVER_NAME
NAMED_RIVER_KISISKACIWANI_SIPIY,LOC_NAMED_RIVER_KISISKACIWANI_SIPIY_NAME
NAMED_RIVER_KITAKAMI_RIVER,LOC_NAMED_RIVER_KITAKAMI_RIVER_NAME
NAMED_RIVER_KIZILIRMAK,LOC_NAMED_RIVER_KIZILIRMAK_NAME
NAMED_RIVER_KLARA_RIVER,LOC_NAMED_RIVER_KLARA_RIVER_NAME
NAMED_RIVER_KOROS_RIVER,LOC_NAMED_RIVER_KOROS_RIVER_NAME
NAMED_RIVER_KSHIPRA_RIVER,LOC_NAMED_RIVER_KSHIPRA_RIVER_NAME
NAMED_RIVER_KURA,LOC_NAMED_RIVER_KURA_NAME
NAMED_RIVER_LEK_RIVER,LOC_NAMED_RIVER_LEK_RIVER_NAME
NAMED_RIVER_LENA,LOC_NAMED_RIVER_LENA_NAME
NAMED_RIVER_LIMPOPO,LOC_NAMED_RIVER_LIMPOPO_NAME
NAMED_RIVER_LITANI,LOC_NAMED_RIVER_LITANI_NAME
NAMED_RIVER_LOIRE,LOC_NAMED_RIVER_LOIRE_NAME
NAMED_RIVER_LULE_RIVER,LOC_NAMED_RIVER_LULE_RIVER_NAME
NAMED_RIVER_MACKENZIE,LOC_NAMED_RIVER_MACKENZIE_NAME
NAMED_RIVER_MADEIRA,LOC_NAMED_RIVER_MADEIRA_NAME
NAMED_RIVER_MAHAKAM_RIVER,LOC_NAMED_RIVER_MAHAKAM_RIVER_NAME
NAMED_RIVER_MAIPO_RIVER,LOC_NAMED_RIVER_MAIPO_RIVER_NAME
NAMED_RIVER_MAMBERAMO_RIVER,LOC_NAMED_RIVER_MAMBERAMO_RIVER_NAME
NAMED_RIVER_MANTO_SIPIY,LOC_NAMED_RIVER_MANTO_SIPIY_NAME
NAMED_RIVER_MAPOCHO_RIVER,LOC_NAMED_RIVER_MAPOCHO_RIVER_NAME
NAMED_RIVER_MAREB_RIVER,LOC_NAMED_RIVER_MAREB_RIVER_NAME
NAMED_RIVER_MARITSA_RIVER,LOC_NAMED_RIVER_MARITSA_RIVER_NAME
NAMED_RIVER_MATA_AU_RIVER,LOC_NAMED_RIVER_MATA_AU_RIVER_NAME
NAMED_RIVER_MAULE_RIVER,LOC_NAMED_RIVER_MAULE_RIVER_NAME
NAMED_RIVER_MEDJERDA_RIVER,LOC_NAMED_RIVER_MEDJERDA_RIVER_NAME
NAMED_RIVER_MEKONG,LOC_NAMED_RIVER_MEKONG_NAME
NAMED_RIVER_MEUSE,LOC_NAMED_RIVER_MEUSE_NAME
NAMED_RIVER_MISSISSIPPI,LOC_NAMED_RIVER_MISSISSIPPI_NAME
NAMED_RIVER_MISSOURI,LOC_NAMED_RIVER_MISSOURI_NAME
NAMED_RIVER_MIXTECO_RIVER,LOC_NAMED_RIVER_MIXTECO_RIVER_NAME
NAMED_RIVER_MOGAMI_RIVER,LOC_NAMED_RIVER_MOGAMI_RIVER_NAME
NAMED_RIVER_MTKVARI_RIVER,LOC_NAMED_RIVER_MTKVARI_RIVER_NAME
NAMED_RIVER_MURAT_RIVER,LOC_NAMED_RIVER_MURAT_RIVER_NAME
NAMED_RIVER_MURRAY,LOC_NAMED_RIVER_MURRAY_NAME
NAMED_RIVER_MURRUMBIDGEE,LOC_NAMED_RIVER_MURRUMBIDGEE_NAME
NAMED_RIVER_MUSI_RIVER,LOC_NAMED_RIVER_MUSI_RIVER_NAME
NAMED_RIVER_NAKDONG,LOC_NAMED_RIVER_NAKDONG_NAME
NAMED_RIVER_NAREW_RIVER,LOC_NAMED_RIVER_NAREW_RIVER_NAME
NAMED_RIVER_NARMADA_RIVER,LOC_NAMED_RIVER_NARMADA_RIVER_NAME
NAMED_RIVER_NESTOS_RIVER,LOC_NAMED_RIVER_NESTOS_RIVER_NAME
NAMED_RIVER_NIGER,LOC_NAMED_RIVER_NIGER_NAME
NAMED_RIVER_NILE,LOC_NAMED_RIVER_NILE_NAME
NAMED_RIVER_NORTHERN_DVINA,LOC_NAMED_RIVER_NORTHERN_DVINA_NAME
NAMED_RIVER_NOTEC_RIVER,LOC_NAMED_RIVER_NOTEC_RIVER_NAME
NAMED_RIVER_NUMEDAL_RIVER,LOC_NAMED_RIVER_NUMEDAL_RIVER_NAME
NAMED_RIVER_OB,LOC_NAMED_RIVER_OB_NAME
NAMED_RIVER_OCHEKWI_SIPI,LOC_NAMED_RIVER_OCHEKWI_SIPI_NAME
NAMED_RIVER_ODER,LOC_NAMED_RIVER_ODER_NAME
NAMED_RIVER_OFANTO_RIVER,LOC_NAMED_RIVER_OFANTO_RIVER_NAME
NAMED_RIVER_OHIO,LOC_NAMED_RIVER_OHIO_NAME
NAMED_RIVER_OKAVANGO,LOC_NAMED_RIVER_OKAVANGO_NAME
NAMED_RIVER_ORANGE,LOC_NAMED_RIVER_ORANGE_NAME
NAMED_RIVER_ORINOCO,LOC_NAMED_RIVER_ORINOCO_NAME
NAMED_RIVER_ORKHON,LOC_NAMED_RIVER_ORKHON_NAME
NAMED_RIVER_ORONTES_RIVER,LOC_NAMED_RIVER_ORONTES_RIVER_NAME
NAMED_RIVER_OTRA_RIVER,LOC_NAMED_RIVER_OTRA_RIVER_NAME
NAMED_RIVER_PAPALOAPAN_RIVER,LOC_NAMED_RIVER_PAPALOAPAN_RIVER_NAME
NAMED_RIVER_PARAGUAY,LOC_NAMED_RIVER_PARAGUAY_NAME
NAMED_RIVER_PARANA,LOC_NAMED_RIVER_PARANA_NAME
NAMED_RIVER_PAROO_RIVER,LOC_NAMED_RIVER_PAROO_RIVER_NAME
NAMED_RIVER_PEARL,LOC_NAMED_RIVER_PEARL_NAME
NAMED_RIVER_PO,LOC_NAMED_RIVER_PO_NAME
NAMED_RIVER_POTOMAC,LOC_NAMED_RIVER_POTOMAC_NAME
NAMED_RIVER_POWINIGOW,LOC_NAMED_RIVER_POWINIGOW_NAME
NAMED_RIVER_PUTUMAYU,LOC_NAMED_RIVER_PUTUMAYU_NAME
NAMED_RIVER_RABA_RIVER,LOC_NAMED_RIVER_RABA_RIVER_NAME
NAMED_RIVER_RAKAIA_RIVER,LOC_NAMED_RIVER_RAKAIA_RIVER_NAME
NAMED_RIVER_RANGATIKEI_RIVER,LOC_NAMED_RIVER_RANGATIKEI_RIVER_NAME
NAMED_RIVER_RAUMA_RIVER,LOC_NAMED_RIVER_RAUMA_RIVER_NAME
NAMED_RIVER_RED,LOC_NAMED_RIVER_RED_NAME
NAMED_RIVER_RHINE,LOC_NAMED_RIVER_RHINE_NAME
NAMED_RIVER_RHONE,LOC_NAMED_RIVER_RHONE_NAME
NAMED_RIVER_RIO_GRANDE,LOC_NAMED_RIVER_RIO_GRANDE_NAME
NAMED_RIVER_RIO_NEGRO,LOC_NAMED_RIVER_RIO_NEGRO_NAME
NAMED_RIVER_RIONI_RIVER,LOC_NAMED_RIVER_RIONI_RIVER_NAME
NAMED_RIVER_RIVER_AVON,LOC_NAMED_RIVER_RIVER_AVON_NAME
NAMED_RIVER_RIVER_CLYDE,LOC_NAMED_RIVER_RIVER_CLYDE_NAME
NAMED_RIVER_RIVER_DEE,LOC_NAMED_RIVER_RIVER_DEE_NAME
NAMED_RIVER_RIVER_EDEN,LOC_NAMED_RIVER_RIVER_EDEN_NAME
NAMED_RIVER_RIVER_GREAT_OUSE,LOC_NAMED_RIVER_RIVER_GREAT_OUSE_NAME
NAMED_RIVER_RIVER_SEVERN,LOC_NAMED_RIVER_RIVER_SEVERN_NAME
NAMED_RIVER_RIVER_SPEY,LOC_NAMED_RIVER_RIVER_SPEY_NAME
NAMED_RIVER_RIVER_TAY,LOC_NAMED_RIVER_RIVER_TAY_NAME
NAMED_RIVER_RIVER_TEES,LOC_NAMED_RIVER_RIVER_TEES_NAME
NAMED_RIVER_RIVER_TRENT,LOC_NAMED_RIVER_RIVER_TRENT_NAME
NAMED_RIVER_RIVER_WELLAND,LOC_NAMED_RIVER_RIVER_WELLAND_NAME
NAMED_RIVER_ROSETTA_RIVER,LOC_NAMED_RIVER_ROSETTA_RIVER_NAME
NAMED_RIVER_RUBICON,LOC_NAMED_RIVER_RUBICON_NAME
NAMED_RIVER_SAINT_LAWRENCE,LOC_NAMED_RIVER_SAINT_LAWRENCE_NAME
NAMED_RIVER_SAKARYA_RIVER,LOC_NAMED_RIVER_SAKARYA_RIVER_NAME
NAMED_RIVER_SALWEEN,LOC_NAMED_RIVER_SALWEEN_NAME
NAMED_RIVER_SAN_RIVER,LOC_NAMED_RIVER_SAN_RIVER_NAME
NAMED_RIVER_SANKARANI_RIVER,LOC_NAMED_RIVER_SANKARANI_RIVER_NAME
NAMED_RIVER_SANKURU_RIVER,LOC_NAMED_RIVER_SANKURU_RIVER_NAME
NAMED_RIVER_SAO_FRANCISCO,LOC_NAMED_RIVER_SAO_FRANCISCO_NAME
NAMED_RIVER_SARASWATI,LOC_NAMED_RIVER_SARASWATI_NAME
NAMED_RIVER_SCHELDT_RIVER,LOC_NAMED_RIVER_SCHELDT_RIVER_NAME
NAMED_RIVER_SE_KONG_RIVER,LOC_NAMED_RIVER_SE_KONG_RIVER_NAME
NAMED_RIVER_SEFID_RIVER,LOC_NAMED_RIVER_SEFID_RIVER_NAME
NAMED_RIVER_SEINE,LOC_NAMED_RIVER_SEINE_NAME
NAMED_RIVER_SENEGAL_RIVER,LOC_NAMED_RIVER_SENEGAL_RIVER_NAME
NAMED_RIVER_SEOMJIN_RIVER,LOC_NAMED_RIVER_SEOMJIN_RIVER_NAME
NAMED_RIVER_SHINANO,LOC_NAMED_RIVER_SHINANO_NAME
NAMED_RIVER_SONGHUA_RIVER,LOC_NAMED_RIVER_SONGHUA_RIVER_NAME
NAMED_RIVER_SREPOK_RIVER,LOC_NAMED_RIVER_SREPOK_RIVER_NAME
NAMED_RIVER_STRUMA_RIVER,LOC_NAMED_RIVER_STRUMA_RIVER_NAME
NAMED_RIVER_SUSQUEHANNA,LOC_NAMED_RIVER_SUSQUEHANNA_NAME
NAMED_RIVER_SYR_DARYA,LOC_NAMED_RIVER_SYR_DARYA_NAME
NAMED_RIVER_TAGUS,LOC_NAMED_RIVER_TAGUS_NAME
NAMED_RIVER_TAPISKWAN_SIPI,LOC_NAMED_RIVER_TAPISKWAN_SIPI_NAME
NAMED_RIVER_TARIM,LOC_NAMED_RIVER_TARIM_NAME
NAMED_RIVER_TE_AWAKAIRANGI,LOC_NAMED_RIVER_TE_AWAKAIRANGI_NAME
NAMED_RIVER_TEHUANTEPEC_RIVER,LOC_NAMED_RIVER_TEHUANTEPEC_RIVER_NAME
NAMED_RIVER_TENRYU_RIVER,LOC_NAMED_RIVER_TENRYU_RIVER_NAME
NAMED_RIVER_TESHIO_RIVER,LOC_NAMED_RIVER_TESHIO_RIVER_NAME
NAMED_RIVER_THAMES,LOC_NAMED_RIVER_THAMES_NAME
NAMED_RIVER_TIBER,LOC_NAMED_RIVER_TIBER_NAME
NAMED_RIVER_TIGRIS,LOC_NAMED_RIVER_TIGRIS_NAME
NAMED_RIVER_TISZA_RIVER,LOC_NAMED_RIVER_TISZA_RIVER_NAME
NAMED_RIVER_TOCANTINS,LOC_NAMED_RIVER_TOCANTINS_NAME
NAMED_RIVER_TOLTEN_RIVER,LOC_NAMED_RIVER_TOLTEN_RIVER_NAME
NAMED_RIVER_TONALA_RIVER,LOC_NAMED_RIVER_TONALA_RIVER_NAME
NAMED_RIVER_TONE_RIVER,LOC_NAMED_RIVER_TONE_RIVER_NAME
NAMED_RIVER_TONGARIRO_RIVER,LOC_NAMED_RIVER_TONGARIRO_RIVER_NAME
NAMED_RIVER_TONLE_SAN_RIVER,LOC_NAMED_RIVER_TONLE_SAN_RIVER_NAME
NAMED_RIVER_TONLE_SAP_RIVER,LOC_NAMED_RIVER_TONLE_SAP_RIVER_NAME
NAMED_RIVER_TORNE_RIVER,LOC_NAMED_RIVER_TORNE_RIVER_NAME
NAMED_RIVER_TRUFUL_TRUFUL_RIVER,LOC_NAMED_RIVER_TRUFUL_TRUFUL_RIVER_NAME
NAMED_RIVER_TSHUAPA_RIVER,LOC_NAMED_RIVER_TSHUAPA_RIVER_NAME
NAMED_RIVER_TUGELA_RIVER,LOC_NAMED_RIVER_TUGELA_RIVER_NAME
NAMED_RIVER_TUUL_RIVER,LOC_NAMED_RIVER_TUUL_RIVER_NAME
NAMED_RIVER_UCAYALI,LOC_NAMED_RIVER_UCAYALI_NAME
NAMED_RIVER_UMFOLOZI_RIVER,LOC_NAMED_RIVER_UMFOLOZI_RIVER_NAME
NAMED_RIVER_UMZIMKULU_RIVER,LOC_NAMED_RIVER_UMZIMKULU_RIVER_NAME
NAMED_RIVER_UMZINYATHI_RIVER,LOC_NAMED_RIVER_UMZINYATHI_RIVER_NAME
NAMED_RIVER_URAL,LOC_NAMED_RIVER_URAL_NAME
NAMED_RIVER_VARDAR,LOC_NAMED_RIVER_VARDAR_NAME
NAMED_RIVER_VISTULA,LOC_NAMED_RIVER_VISTULA_NAME
NAMED_RIVER_VOLGA,LOC_NAMED_RIVER_VOLGA_NAME
NAMED_RIVER_WAAL_RIVER,LOC_NAMED_RIVER_WAAL_RIVER_NAME
NAMED_RIVER_WADI_AL_BATIN,LOC_NAMED_RIVER_WADI_AL_BATIN_NAME
NAMED_RIVER_WADI_AL_RUMMAH,LOC_NAMED_RIVER_WADI_AL_RUMMAH_NAME
NAMED_RIVER_WADI_HANIFA,LOC_NAMED_RIVER_WADI_HANIFA_NAME
NAMED_RIVER_WAIAPU_RIVER,LOC_NAMED_RIVER_WAIAPU_RIVER_NAME
NAMED_RIVER_WAIAU_RIVER,LOC_NAMED_RIVER_WAIAU_RIVER_NAME
NAMED_RIVER_WAIKATO,LOC_NAMED_RIVER_WAIKATO_NAME
NAMED_RIVER_WAIMAKARIRI_RIVER,LOC_NAMED_RIVER_WAIMAKARIRI_RIVER_NAME
NAMED_RIVER_WAITAKI_RIVER,LOC_NAMED_RIVER_WAITAKI_RIVER_NAME
NAMED_RIVER_WALLAQA_MAYU,LOC_NAMED_RIVER_WALLAQA_MAYU_NAME
NAMED_RIVER_WARREGO_RIVER,LOC_NAMED_RIVER_WARREGO_RIVER_NAME
NAMED_RIVER_WARTA_RIVER,LOC_NAMED_RIVER_WARTA_RIVER_NAME
NAMED_RIVER_WAZALAFKEN_RIVER,LOC_NAMED_RIVER_WAZALAFKEN_RIVER_NAME
NAMED_RIVER_WEI,LOC_NAMED_RIVER_WEI_NAME
NAMED_RIVER_WESER_RIVER,LOC_NAMED_RIVER_WESER_RIVER_NAME
NAMED_RIVER_WHANGANUI_RIVER,LOC_NAMED_RIVER_WHANGANUI_RIVER_NAME
NAMED_RIVER_WILLKAMAYU,LOC_NAMED_RIVER_WILLKAMAYU_NAME
NAMED_RIVER_WISLOKA_RIVER,LOC_NAMED_RIVER_WISLOKA_RIVER_NAME
NAMED_RIVER_WUSKWI_SIPI,LOC_NAMED_RIVER_WUSKWI_SIPI_NAME
NAMED_RIVER_YAMUNA_RIVER,LOC_NAMED_RIVER_YAMUNA_RIVER_NAME
NAMED_RIVER_YANGTZE,LOC_NAMED_RIVER_YANGTZE_NAME
NAMED_RIVER_YELLOW,LOC_NAMED_RIVER_YELLOW_NAME
NAMED_RIVER_YENISEI,LOC_NAMED_RIVER_YENISEI_NAME
NAMED_RIVER_YESILIRMAK_RIVER,LOC_NAMED_RIVER_YESILIRMAK_RIVER_NAME
NAMED_RIVER_YUKON,LOC_NAMED_RIVER_YUKON_NAME
NAMED_RIVER_ZAGYVA_RIVER,LOC_NAMED_RIVER_ZAGYVA_RIVER_NAME
NAMED_RIVER_ZAMBEZI,LOC_NAMED_RIVER_ZAMBEZI_NAME
NAMED_RIVER_ZAVKHAN_RIVER,LOC_NAMED_RIVER_ZAVKHAN_RIVER_NAME
NAMED_RIVER_ZAYANDE_RIVER,LOC_NAMED_RIVER_ZAYANDE_RIVER_NAME
NAMED_RIVER_MAGDALENA_RIVER,LOC_NAMED_RIVER_MAGDALENA_RIVER_NAME
NAMED_RIVER_APURE_RIVER,LOC_NAMED_RIVER_APURE_RIVER_NAME
NAMED_RIVER_META_RIVER,LOC_NAMED_RIVER_META_RIVER_NAME
NAMED_RIVER_ARAUCA_RIVER,LOC_NAMED_RIVER_ARAUCA_RIVER_NAME
NAMED_RIVER_CAUCA_RIVER,LOC_NAMED_RIVER_CAUCA_RIVER_NAME
NAMED_RIVER_CARONI_RIVER,LOC_NAMED_RIVER_CARONI_RIVER_NAME
NAMED_RIVER_MOTAGUA_RIVER,LOC_NAMED_RIVER_MOTAGUA_RIVER_NAME
NAMED_RIVER_GRIJALVA_RIVER,LOC_NAMED_RIVER_GRIJALVA_RIVER_NAME
NAMED_RIVER_SAMALA_RIVER,LOC_NAMED_RIVER_SAMALA_RIVER_NAME
NAMED_RIVER_CHIXOY_RIVER,LOC_NAMED_RIVER_CHIXOY_RIVER_NAME
NAMED_RIVER_USUMACINTA_RIVER,LOC_NAMED_RIVER_USUMACINTA_RIVER_NAME
NAMED_RIVER_BELIZE_RIVER,LOC_NAMED_RIVER_BELIZE_RIVER_NAME
NAMED_RIVER_HONDO_RIVER,LOC_NAMED_RIVER_HONDO_RIVER_NAME
NAMED_RIVER_MEANDER_RIVER,LOC_NAMED_RIVER_MEANDER_RIVER_NAME
NAMED_RIVER_PRUT_RIVER,LOC_NAMED_RIVER_PRUT_RIVER_NAME
NAMED_RIVER_AISNE_RIVER,LOC_NAMED_RIVER_AISNE_RIVER_NAME
NAMED_RIVER_DONG_NA_RIVER,LOC_NAMED_RIVER_DONG_NA_RIVER_NAME
NAMED_RIVER_BLACK_RIVER,LOC_NAMED_RIVER_BLACK_RIVER_NAME
NAMED_RIVER_CA_RIVER,LOC_NAMED_RIVER_CA_RIVER_NAME
NAMED_RIVER_MA_RIVER,LOC_NAMED_RIVER_MA_RIVER_NAME
NAMED_RIVER_BLUE_NILE_RIVER,LOC_NAMED_RIVER_BLUE_NILE_RIVER_NAME
NAMED_RIVER_BARO_RIVER,LOC_NAMED_RIVER_BARO_RIVER_NAME
NAMED_RIVER_DAWA_RIVER,LOC_NAMED_RIVER_DAWA_RIVER_NAME
NAMED_RIVER_GANALE_DORYA_RIVER,LOC_NAMED_RIVER_GANALE_DORYA_RIVER_NAME
NAMED_RIVER_SHEBELLE_RIVER,LOC_NAMED_RIVER_SHEBELLE_RIVER_NAME
NAMED_RIVER_AWASH_RIVER,LOC_NAMED_RIVER_AWASH_RIVER_NAME
NAMED_RIVER_MINHO_RIVER,LOC_NAMED_RIVER_MINHO_RIVER_NAME
NAMED_RIVER_MONDEGO_RIVER,LOC_NAMED_RIVER_MONDEGO_RIVER_NAME
NAMED_RIVER_ZEZERE_RIVER,LOC_NAMED_RIVER_ZEZERE_RIVER_NAME
