NamedLakeType,Name
NAMED_LAKE_KOLLERU_LAKE,LOC_NAMED_LAKE_KOLLERU_LAKE_NAME
NAMED_LAKE_KONIGSSEE,LOC_NAMED_LAKE_KONIGSSEE_NAME
NAMED_LAKE_KOSI_LAKE,LOC_NAMED_LAKE_KOSI_LAKE_NAME
NAMED_LAKE_LAC_DE_GRAND_LIEU,LOC_NAMED_LAKE_LAC_DE_GRAND_LIEU_NAME
NAMED_LAKE_LAGOA_DOS_PATOS,LOC_NAMED_LAKE_LAGOA_DOS_PATOS_NAME
NAMED_LAKE_LAGUNA_DE_BAY,LOC_NAMED_LAKE_LAGUNA_DE_BAY_NAME
NAMED_LAKE_LAKE_ADAPASKAW,LOC_NAMED_LAKE_LAKE_ADAPASKAW_NAME
NAMED_LAKE_LAKE_AIGUEBELETTE,LOC_NAMED_LAKE_LAKE_AIGUEBELETTE_NAME
NAMED_LAKE_LAKE_ALAKOL,LOC_NAMED_LAKE_LAKE_ALAKOL_NAME
NAMED_LAKE_LAKE_ALBERT,LOC_NAMED_LAKE_LAKE_ALBERT_NAME
NAMED_LAKE_LAKE_AMADEUS,LOC_NAMED_LAKE_LAKE_AMADEUS_NAME
NAMED_LAKE_LAKE_AMMER,LOC_NAMED_LAKE_LAKE_AMMER_NAME
NAMED_LAKE_LAKE_ANNECY,LOC_NAMED_LAKE_LAKE_ANNECY_NAME
NAMED_LAKE_LAKE_ANTOGO,LOC_NAMED_LAKE_LAKE_ANTOGO_NAME
NAMED_LAKE_LAKE_AOUGOUNDOU,LOC_NAMED_LAKE_LAKE_AOUGOUNDOU
NAMED_LAKE_LAKE_ATITLAN,LOC_NAMED_LAKE_LAKE_ATITLAN_NAME
NAMED_LAKE_LAKE_BAIKAL,LOC_NAMED_LAKE_LAKE_BAIKAL_NAME
NAMED_LAKE_LAKE_BALATON,LOC_NAMED_LAKE_LAKE_BALATON_NAME
NAMED_LAKE_LAKE_BALKHASH,LOC_NAMED_LAKE_LAKE_BALKHASH_NAME
NAMED_LAKE_LAKE_BANGWEULU,LOC_NAMED_LAKE_LAKE_BANGWEULU_NAME
NAMED_LAKE_LAKE_BARDAWIL,LOC_NAMED_LAKE_LAKE_BARDAWIL_NAME
NAMED_LAKE_LAKE_BENACUS,LOC_NAMED_LAKE_LAKE_BENACUS_NAME
NAMED_LAKE_LAKE_BEYSEHIR,LOC_NAMED_LAKE_LAKE_BEYSEHIR_NAME
NAMED_LAKE_LAKE_BIWA,LOC_NAMED_LAKE_LAKE_BIWA_NAME
NAMED_LAKE_LAKE_BOLSENA,LOC_NAMED_LAKE_LAKE_BOLSENA_NAME
NAMED_LAKE_LAKE_BRACCIANO,LOC_NAMED_LAKE_LAKE_BRACCIANO_NAME
NAMED_LAKE_LAKE_BUJO,LOC_NAMED_LAKE_LAKE_BUJO_NAME
NAMED_LAKE_LAKE_BURDUR,LOC_NAMED_LAKE_LAKE_BURDUR_NAME
NAMED_LAKE_LAKE_CARNEGIE,LOC_NAMED_LAKE_LAKE_CARNEGIE_NAME
NAMED_LAKE_LAKE_CHALCO,LOC_NAMED_LAKE_LAKE_CHALCO_NAME
NAMED_LAKE_LAKE_CHAMPLAIN,LOC_NAMED_LAKE_LAKE_CHAMPLAIN_NAME
NAMED_LAKE_LAKE_CHIEMSEE,LOC_NAMED_LAKE_LAKE_CHIEMSEE_NAME
NAMED_LAKE_LAKE_CHON,LOC_NAMED_LAKE_LAKE_CHON_NAME
NAMED_LAKE_LAKE_CONSTANCE,LOC_NAMED_LAKE_LAKE_CONSTANCE_NAME
NAMED_LAKE_LAKE_COPAIS,LOC_NAMED_LAKE_LAKE_COPAIS_NAME
NAMED_LAKE_LAKE_DEBO,LOC_NAMED_LAKE_LAKE_DEBO_NAME
NAMED_LAKE_LAKE_DISAPPOINTMENT,LOC_NAMED_LAKE_LAKE_DISAPPOINTMENT_NAME
NAMED_LAKE_LAKE_EGIRDIR,LOC_NAMED_LAKE_LAKE_EGIRDIR_NAME
NAMED_LAKE_LAKE_ENOL,LOC_NAMED_LAKE_LAKE_ENOL_NAME
NAMED_LAKE_LAKE_ERCINA,LOC_NAMED_LAKE_LAKE_ERCINA_NAME
NAMED_LAKE_LAKE_ERIE,LOC_NAMED_LAKE_LAKE_ERIE_NAME
NAMED_LAKE_LAKE_EYRE,LOC_NAMED_LAKE_LAKE_EYRE_NAME
NAMED_LAKE_LAKE_FAGUIBINE,LOC_NAMED_LAKE_LAKE_FAGUIBINE_NAME
NAMED_LAKE_LAKE_FERTO,LOC_NAMED_LAKE_LAKE_FERTO_NAME
NAMED_LAKE_LAKE_FROME,LOC_NAMED_LAKE_LAKE_FROME_NAME
NAMED_LAKE_LAKE_GENEVA,LOC_NAMED_LAKE_LAKE_GENEVA_NAME
NAMED_LAKE_LAKE_GOPLO,LOC_NAMED_LAKE_LAKE_GOPLO_NAME
NAMED_LAKE_LAKE_GREVELINGEN,LOC_NAMED_LAKE_LAKE_GREVELINGEN_NAME
NAMED_LAKE_LAKE_HABBANIYAH,LOC_NAMED_LAKE_LAKE_HABBANIYAH_NAME
NAMED_LAKE_LAKE_HAMMAR,LOC_NAMED_LAKE_LAKE_HAMMAR_NAME
NAMED_LAKE_LAKE_HAUROKO,LOC_NAMED_LAKE_LAKE_HAUROKO_NAME
NAMED_LAKE_LAKE_HEVIZ,LOC_NAMED_LAKE_LAKE_HEVIZ_NAME
NAMED_LAKE_LAKE_HURON,LOC_NAMED_LAKE_LAKE_HURON_NAME
NAMED_LAKE_LAKE_IDKU,LOC_NAMED_LAKE_LAKE_IDKU_NAME
NAMED_LAKE_LAKE_INAWASHIRO,LOC_NAMED_LAKE_LAKE_INAWASHIRO_NAME
NAMED_LAKE_LAKE_ISEO,LOC_NAMED_LAKE_LAKE_ISEO_NAME
NAMED_LAKE_LAKE_IZNIK,LOC_NAMED_LAKE_LAKE_IZNIK_NAME
NAMED_LAKE_LAKE_KARLA,LOC_NAMED_LAKE_LAKE_KARLA_NAME
NAMED_LAKE_LAKE_KASUMIGAURA,LOC_NAMED_LAKE_LAKE_KASUMIGAURA_NAME
NAMED_LAKE_LAKE_KAWAGUCHI,LOC_NAMED_LAKE_LAKE_KAWAGUCHI_NAME
NAMED_LAKE_LAKE_KHANKA,LOC_NAMED_LAKE_LAKE_KHANKA_NAME
NAMED_LAKE_LAKE_KHASAN,LOC_NAMED_LAKE_LAKE_KHASAN_NAME
NAMED_LAKE_LAKE_KIVU,LOC_NAMED_LAKE_LAKE_KIVU_NAME
NAMED_LAKE_LAKE_KORONEIA,LOC_NAMED_LAKE_LAKE_KORONEIA_NAME
NAMED_LAKE_LAKE_KUMMEROW,LOC_NAMED_LAKE_LAKE_KUMMEROW_NAME
NAMED_LAKE_LAKE_LADOGA,LOC_NAMED_LAKE_LAKE_LADOGA_NAME
NAMED_LAKE_LAKE_LARIUS,LOC_NAMED_LAKE_LAKE_LARIUS_NAME
NAMED_LAKE_LAKE_LOUISE,LOC_NAMED_LAKE_LAKE_LOUISE_NAME
NAMED_LAKE_LAKE_MACKAY,LOC_NAMED_LAKE_LAKE_MACKAY_NAME
NAMED_LAKE_LAKE_MAI_NDOMBE,LOC_NAMED_LAKE_LAKE_MAI_NDOMBE_NAME
NAMED_LAKE_LAKE_MAMRY,LOC_NAMED_LAKE_LAKE_MAMRY_NAME
NAMED_LAKE_LAKE_MANAPOURI,LOC_NAMED_LAKE_LAKE_MANAPOURI_NAME
NAMED_LAKE_LAKE_MANZALA,LOC_NAMED_LAKE_LAKE_MANZALA_NAME
NAMED_LAKE_LAKE_MARIOUT,LOC_NAMED_LAKE_LAKE_MARIOUT_NAME
NAMED_LAKE_LAKE_MARKEN,LOC_NAMED_LAKE_LAKE_MARKEN_NAME
NAMED_LAKE_LAKE_MATANO,LOC_NAMED_LAKE_LAKE_MATANO_NAME
NAMED_LAKE_LAKE_MER_WER,LOC_NAMED_LAKE_LAKE_MER_WER_NAME
NAMED_LAKE_LAKE_MICHIGAN,LOC_NAMED_LAKE_LAKE_MICHIGAN_NAME
NAMED_LAKE_LAKE_MISTASSINI,LOC_NAMED_LAKE_LAKE_MISTASSINI_NAME
NAMED_LAKE_LAKE_MURITZ,LOC_NAMED_LAKE_LAKE_MURITZ_NAME
NAMED_LAKE_LAKE_MWERU,LOC_NAMED_LAKE_LAKE_MWERU_NAME
NAMED_LAKE_LAKE_NAKAUMI,LOC_NAMED_LAKE_LAKE_NAKAUMI_NAME
NAMED_LAKE_LAKE_NHLABANE,LOC_NAMED_LAKE_LAKE_NHLABANE_NAME
NAMED_LAKE_LAKE_NIANGAY,LOC_NAMED_LAKE_LAKE_NIANGAY_NAME
NAMED_LAKE_LAKE_NICARAGUA,LOC_NAMED_LAKE_LAKE_NICARAGUA_NAME
NAMED_LAKE_LAKE_NIEGOCIN,LOC_NAMED_LAKE_LAKE_NIEGOCIN_NAME
NAMED_LAKE_LAKE_NIPIGON,LOC_NAMED_LAKE_LAKE_NIPIGON_NAME
NAMED_LAKE_LAKE_NYASA,LOC_NAMED_LAKE_LAKE_NYASA_NAME
NAMED_LAKE_LAKE_OF_BANYOLES,LOC_NAMED_LAKE_LAKE_OF_BANYOLES_NAME
NAMED_LAKE_LAKE_OF_NAARDEN,LOC_NAMED_LAKE_LAKE_OF_NAARDEN_NAME
NAMED_LAKE_LAKE_OF_THE_WOODS,LOC_NAMED_LAKE_LAKE_OF_THE_WOODS_NAME
NAMED_LAKE_LAKE_OKEECHOBEE,LOC_NAMED_LAKE_LAKE_OKEECHOBEE_NAME
NAMED_LAKE_LAKE_ONEGA,LOC_NAMED_LAKE_LAKE_ONEGA_NAME
NAMED_LAKE_LAKE_ONTARIO,LOC_NAMED_LAKE_LAKE_ONTARIO_NAME
NAMED_LAKE_LAKE_PALIASTOMI,LOC_NAMED_LAKE_LAKE_PALIASTOMI_NAME
NAMED_LAKE_LAKE_PEIPUS,LOC_NAMED_LAKE_LAKE_PEIPUS_NAME
NAMED_LAKE_LAKE_POSO,LOC_NAMED_LAKE_LAKE_POSO_NAME
NAMED_LAKE_LAKE_PRESPA,LOC_NAMED_LAKE_LAKE_PRESPA_NAME
NAMED_LAKE_LAKE_PUKAKI,LOC_NAMED_LAKE_LAKE_PUKAKI_NAME
NAMED_LAKE_LAKE_PUWPU,LOC_NAMED_LAKE_LAKE_PUWPU_NAME
NAMED_LAKE_LAKE_ROTOITI,LOC_NAMED_LAKE_LAKE_ROTOITI_NAME
NAMED_LAKE_LAKE_ROTOMAHANA,LOC_NAMED_LAKE_LAKE_ROTOMAHANA_NAME
NAMED_LAKE_LAKE_ROTORUA,LOC_NAMED_LAKE_LAKE_ROTORUA_NAME
NAMED_LAKE_LAKE_SAIMAA,LOC_NAMED_LAKE_LAKE_SAIMAA_NAME
NAMED_LAKE_LAKE_SAINT_LUCIA,LOC_NAMED_LAKE_LAKE_SAINT_LUCIA_NAME
NAMED_LAKE_LAKE_SCHWERIN,LOC_NAMED_LAKE_LAKE_SCHWERIN_NAME
NAMED_LAKE_LAKE_SENTARUM,LOC_NAMED_LAKE_LAKE_SENTARUM_NAME
NAMED_LAKE_LAKE_SEVAN,LOC_NAMED_LAKE_LAKE_SEVAN_NAME
NAMED_LAKE_LAKE_SHINJI,LOC_NAMED_LAKE_LAKE_SHINJI_NAME
NAMED_LAKE_LAKE_SIBHAYI,LOC_NAMED_LAKE_LAKE_SIBHAYI_NAME
NAMED_LAKE_LAKE_STARNBERG,LOC_NAMED_LAKE_LAKE_STARNBERG_NAME
NAMED_LAKE_LAKE_SUPERIOR,LOC_NAMED_LAKE_LAKE_SUPERIOR_NAME
NAMED_LAKE_LAKE_SZELID,LOC_NAMED_LAKE_LAKE_SZELID_NAME
NAMED_LAKE_LAKE_TAHOE,LOC_NAMED_LAKE_LAKE_TAHOE_NAME
NAMED_LAKE_LAKE_TAI,LOC_NAMED_LAKE_LAKE_TAI_NAME
NAMED_LAKE_LAKE_TANA,LOC_NAMED_LAKE_LAKE_TANA_NAME
NAMED_LAKE_LAKE_TANGANYIKA,LOC_NAMED_LAKE_LAKE_TANGANYIKA_NAME
NAMED_LAKE_LAKE_TAUPO,LOC_NAMED_LAKE_LAKE_TAUPO_NAME
NAMED_LAKE_LAKE_TAYMYR,LOC_NAMED_LAKE_LAKE_TAYMYR_NAME
NAMED_LAKE_LAKE_TE_ANAU,LOC_NAMED_LAKE_LAKE_TE_ANAU_NAME
NAMED_LAKE_LAKE_TEXCOCO,LOC_NAMED_LAKE_LAKE_TEXCOCO_NAME
NAMED_LAKE_LAKE_TITIQAQA,LOC_NAMED_LAKE_LAKE_TITIQAQA_NAME
NAMED_LAKE_LAKE_TOBA,LOC_NAMED_LAKE_LAKE_TOBA_NAME
NAMED_LAKE_LAKE_TORRENS,LOC_NAMED_LAKE_LAKE_TORRENS_NAME
NAMED_LAKE_LAKE_TOWUTI,LOC_NAMED_LAKE_LAKE_TOWUTI_NAME
NAMED_LAKE_LAKE_TRASIMENE,LOC_NAMED_LAKE_LAKE_TRASIMENE_NAME
NAMED_LAKE_LAKE_TRICHONIDA,LOC_NAMED_LAKE_LAKE_TRICHONIDA_NAME
NAMED_LAKE_LAKE_TUMBA,LOC_NAMED_LAKE_LAKE_TUMBA_NAME
NAMED_LAKE_LAKE_TURKANA,LOC_NAMED_LAKE_LAKE_TURKANA_NAME
NAMED_LAKE_LAKE_TUZ,LOC_NAMED_LAKE_LAKE_TUZ_NAME
NAMED_LAKE_LAKE_URMIA,LOC_NAMED_LAKE_LAKE_URMIA_NAME
NAMED_LAKE_LAKE_VAN,LOC_NAMED_LAKE_LAKE_VAN_NAME
NAMED_LAKE_LAKE_VEGORITIDA,LOC_NAMED_LAKE_LAKE_VEGORITIDA_NAME
NAMED_LAKE_LAKE_VELENCE,LOC_NAMED_LAKE_LAKE_VELENCE_NAME
NAMED_LAKE_LAKE_VERBANUS,LOC_NAMED_LAKE_LAKE_VERBANUS_NAME
NAMED_LAKE_LAKE_VICTORIA,LOC_NAMED_LAKE_LAKE_VICTORIA_NAME
NAMED_LAKE_LAKE_VISTONIDA,LOC_NAMED_LAKE_LAKE_VISTONIDA_NAME
NAMED_LAKE_LAKE_VOLVI,LOC_NAMED_LAKE_LAKE_VOLVI_NAME
NAMED_LAKE_LAKE_WAIKAREMOANA,LOC_NAMED_LAKE_LAKE_WAIKAREMOANA_NAME
NAMED_LAKE_LAKE_WAKATIPU,LOC_NAMED_LAKE_LAKE_WAKATIPU_NAME
NAMED_LAKE_LAKE_WALCHEN,LOC_NAMED_LAKE_LAKE_WALCHEN_NAME
NAMED_LAKE_LAKE_WANAKA,LOC_NAMED_LAKE_LAKE_WANAKA_NAME
NAMED_LAKE_LAKE_WIGRY,LOC_NAMED_LAKE_LAKE_WIGRY_NAME
NAMED_LAKE_LAKE_WINDERMERE,LOC_NAMED_LAKE_LAKE_WINDERMERE_NAME
NAMED_LAKE_LAKE_WINNEBAGO,LOC_NAMED_LAKE_LAKE_WINNEBAGO_NAME
NAMED_LAKE_LAKE_WINNIPEG,LOC_NAMED_LAKE_LAKE_WINNIPEG_NAME
NAMED_LAKE_LAKE_WINNIPEGOSIS,LOC_NAMED_LAKE_LAKE_WINNIPEGOSIS_NAME
NAMED_LAKE_LAKE_XALTOCAN,LOC_NAMED_LAKE_LAKE_XALTOCAN_NAME
NAMED_LAKE_LAKE_XOCHIMILCO,LOC_NAMED_LAKE_LAKE_XOCHIMILCO_NAME
NAMED_LAKE_LAKE_YEAK_LAOM,LOC_NAMED_LAKE_LAKE_YEAK_LAOM_NAME
NAMED_LAKE_LAKE_ZUMPANGO,LOC_NAMED_LAKE_LAKE_ZUMPANGO_NAME
NAMED_LAKE_LAKE_IJSSEL,LOC_NAMED_LAKE_LAKE_IJSSEL_NAME
NAMED_LAKE_LAUWERS_LAKE,LOC_NAMED_LAKE_LAUWERS_LAKE_NAME
NAMED_LAKE_LIMINGEN,LOC_NAMED_LAKE_LIMINGEN_NAME
NAMED_LAKE_LOCH_AWE,LOC_NAMED_LAKE_LOCH_AWE_NAME
NAMED_LAKE_LOCH_CORUISK,LOC_NAMED_LAKE_LOCH_CORUISK_NAME
NAMED_LAKE_LOCH_FINLAGGAN,LOC_NAMED_LAKE_LOCH_FINLAGGAN_NAME
NAMED_LAKE_LOCH_LOMOND,LOC_NAMED_LAKE_LOCH_LOMOND_NAME
NAMED_LAKE_LOCH_MAREE,LOC_NAMED_LAKE_LOCH_MAREE_NAME
NAMED_LAKE_LOCH_MORAR,LOC_NAMED_LAKE_LOCH_MORAR_NAME
NAMED_LAKE_LOCH_NESS,LOC_NAMED_LAKE_LOCH_NESS_NAME
NAMED_LAKE_LOCH_TAY,LOC_NAMED_LAKE_LOCH_TAY_NAME
NAMED_LAKE_LOKTAK_LAKE,LOC_NAMED_LAKE_LOKTAK_LAKE_NAME
NAMED_LAKE_LUKNAJNO_LAKE,LOC_NAMED_LAKE_LUKNAJNO_LAKE_NAME
NAMED_LAKE_MAHARLOO_LAKE,LOC_NAMED_LAKE_MAHARLOO_LAKE_NAME
NAMED_LAKE_MALAREN,LOC_NAMED_LAKE_MALAREN_NAME
NAMED_LAKE_MALLALAFQUEN,LOC_NAMED_LAKE_MALLALAFQUEN_NAME
NAMED_LAKE_MJOSA,LOC_NAMED_LAKE_MJOSA_NAME
NAMED_LAKE_MOSVATNET ,LOC_NAMED_LAKE_MOSVATNET_NAME
NAMED_LAKE_MUNDAU_LAGOON,LOC_NAMED_LAKE_MUNDAU_LAGOON_NAME
NAMED_LAKE_NAMAK_LAKE,LOC_NAMED_LAKE_NAMAK_LAKE_NAME
NAMED_LAKE_NISSER,LOC_NAMED_LAKE_NISSER_NAME
NAMED_LAKE_NORSJO,LOC_NAMED_LAKE_NORSJO_NAME
NAMED_LAKE_ORETI_LAKE,LOC_NAMED_LAKE_ORETI_LAKE_NAME
NAMED_LAKE_OROS_LAKE,LOC_NAMED_LAKE_OROS_LAKE_NAME
NAMED_LAKE_OYEREN,LOC_NAMED_LAKE_OYEREN_NAME
NAMED_LAKE_PALLQAQUCHA,LOC_NAMED_LAKE_PALLQAQUCHA_NAME
NAMED_LAKE_PANGONG_TSO,LOC_NAMED_LAKE_PANGONG_TSO_NAME
NAMED_LAKE_PARAVANI_LAKE,LOC_NAMED_LAKE_PARAVANI_LAKE_NAME
NAMED_LAKE_PARIWANAQUCHA,LOC_NAMED_LAKE_PARIWANAQUCHA_NAME
NAMED_LAKE_PLAUER_SEE,LOC_NAMED_LAKE_PLAUER_SEE_NAME
NAMED_LAKE_POYANG_LAKE,LOC_NAMED_LAKE_POYANG_LAKE_NAME
NAMED_LAKE_QINGHAI_LAKE,LOC_NAMED_LAKE_QINGHAI_LAKE_NAME
NAMED_LAKE_REINDEER_LAKE,LOC_NAMED_LAKE_REINDEER_LAKE_NAME
NAMED_LAKE_REPRESA_DE_ENG_SOUZA_DIAS,LOC_NAMED_LAKE_REPRESA_DE_ENG_SOUZA_DIAS_NAME
NAMED_LAKE_RINIHUE_LAKE,LOC_NAMED_LAKE_RINIHUE_LAKE_NAME
NAMED_LAKE_ROSSVATNET,LOC_NAMED_LAKE_ROSSVATNET_NAME
NAMED_LAKE_SAALER_BODDEN,LOC_NAMED_LAKE_SAALER_BODDEN_NAME
NAMED_LAKE_SAMJI_LAKE,LOC_NAMED_LAKE_SAMJI_LAKE_NAME
NAMED_LAKE_SANABRIA_LAKE,LOC_NAMED_LAKE_SANABRIA_LAKE_NAME
NAMED_LAKE_SARYGAMYSH_LAKE,LOC_NAMED_LAKE_SARYGAMYSH_LAKE_NAME
NAMED_LAKE_SCHAALSEE,LOC_NAMED_LAKE_SCHAALSEE_NAME
NAMED_LAKE_SEA_OF_GALILEE,LOC_NAMED_LAKE_SEA_OF_GALILEE_NAME
NAMED_LAKE_SELBUSJOEN,LOC_NAMED_LAKE_SELBUSJOEN_NAME
NAMED_LAKE_SHUSWAP_LAKE,LOC_NAMED_LAKE_SHUSWAP_LAKE_NAME
NAMED_LAKE_SNASAVATNET,LOC_NAMED_LAKE_SNASAVATNET_NAME
NAMED_LAKE_SNIARDWY,LOC_NAMED_LAKE_SNIARDWY_NAME
NAMED_LAKE_STEINHUDER_MEER,LOC_NAMED_LAKE_STEINHUDER_MEER_NAME
NAMED_LAKE_STORSJON,LOC_NAMED_LAKE_STORSJON_NAME
NAMED_LAKE_TABATSKURI_LAKE,LOC_NAMED_LAKE_TABATSKURI_LAKE_NAME
NAMED_LAKE_TE_WAIHORA,LOC_NAMED_LAKE_TE_WAIHORA_NAME
NAMED_LAKE_TINNSJOEN,LOC_NAMED_LAKE_TINNSJOEN_NAME
NAMED_LAKE_TONLE_BATI_LAKE,LOC_NAMED_LAKE_TONLE_BATI_LAKE_NAME
NAMED_LAKE_TONLE_SAP,LOC_NAMED_LAKE_TONLE_SAP_NAME
NAMED_LAKE_TYRIFJORDEN,LOC_NAMED_LAKE_TYRIFJORDEN_NAME
NAMED_LAKE_ULLSWATER_LAKE,LOC_NAMED_LAKE_ULLSWATER_LAKE_NAME
NAMED_LAKE_UTIKUMA_LAKE,LOC_NAMED_LAKE_UTIKUMA_LAKE_NAME
NAMED_LAKE_UVS_LAKE,LOC_NAMED_LAKE_UVS_LAKE_NAME
NAMED_LAKE_VANERN,LOC_NAMED_LAKE_VANERN_NAME
NAMED_LAKE_VATTERN,LOC_NAMED_LAKE_VATTERN_NAME
NAMED_LAKE_VEMBANAD_LAKE,LOC_NAMED_LAKE_VEMBANAD_LAKE_NAME
NAMED_LAKE_WABAMUN_LAKE,LOC_NAMED_LAKE_WABAMUN_LAKE_NAME
NAMED_LAKE_WAKAW_LAKE,LOC_NAMED_LAKE_WAKAW_LAKE_NAME
NAMED_LAKE_WASKESIU_LAKE,LOC_NAMED_LAKE_WASKESIU_LAKE_NAME
NAMED_LAKE_WEST_LAKE,LOC_NAMED_LAKE_WEST_LAKE_NAME
NAMED_LAKE_WEST_NUBIAN_LAKE,LOC_NAMED_LAKE_WEST_NUBIAN_LAKE_NAME
NAMED_LAKE_WOJNOWO_LAKE,LOC_NAMED_LAKE_WOJNOWO_LAKE_NAME
NAMED_LAKE_WOLLASTON_LAKE,LOC_NAMED_LAKE_WOLLASTON_LAKE_NAME
NAMED_LAKE_YANAQUCHA,LOC_NAMED_LAKE_YANAQUCHA_NAME
NAMED_LAKE_LAKE_IZABAL,LOC_NAMED_LAKE_LAKE_IZABAL_NAME
NAMED_LAKE_LAKE_PETEN_ITZA,LOC_NAMED_LAKE_LAKE_PETEN_ITZA_NAME
NAMED_LAKE_LAKE_AMATITLAN,LOC_NAMED_LAKE_LAKE_AMATITLAN_NAME
