RandomEventType,DamageType,Percentage,MinHP,MaxHP,CoastalLowlandPercentage,FalloutDuration,ExtraRangePercentage,MinTurn,MaxTurn
RANDOM_EVENT_VESUVIUS_MEGACOLOSSAL,CITY_WALLS,100,70,90,,0,50,,
RANDOM_EVENT_VOLCANO_GENTLE,IMPROVEMENT_PILLAGED,100,0,0,,0,0,,
RANDOM_EVENT_VOLCANO_GENTLE,BUILDING_PILLAGED,100,0,0,,0,0,,
RANDOM_EVENT_VOLCANO_CATASTROPHIC,IMPROVEMENT_DESTROYED,75,0,0,,0,0,,
RANDOM_EVENT_VOLCANO_CATASTROPHIC,IMPROVEMENT_PILLAGED,100,0,0,,0,0,,
RANDOM_EVENT_VOLCANO_CATASTROPHIC,DISTRICT_PILLAGED,75,0,0,,0,0,,
RANDOM_EVENT_VOLCANO_CATASTROPHIC,BUILDING_PILLAGED,100,0,0,,0,0,,
RANDOM_EVENT_VOLCANO_CATASTROPHIC,POPULATION_LOSS,20,0,0,,0,0,,
RANDOM_EVENT_VOLCANO_CATASTROPHIC,UNIT_KILLED_CIVILIAN,20,0,0,,0,0,,
RANDOM_EVENT_VOLCANO_CATASTROPHIC,UNIT_DAMAGE_LAND,100,40,60,,0,0,,
RANDOM_EVENT_VOLCANO_CATASTROPHIC,CITY_GARRISON,100,40,60,,0,0,,
RANDOM_EVENT_VOLCANO_CATASTROPHIC,CITY_WALLS,100,40,60,,0,0,,
RANDOM_EVENT_VOLCANO_MEGACOLOSSAL,IMPROVEMENT_DESTROYED,80,0,0,,0,30,,
RANDOM_EVENT_VOLCANO_MEGACOLOSSAL,IMPROVEMENT_PILLAGED,100,0,0,,0,30,,
RANDOM_EVENT_VOLCANO_MEGACOLOSSAL,DISTRICT_PILLAGED,80,0,0,,0,30,,
RANDOM_EVENT_VOLCANO_MEGACOLOSSAL,BUILDING_PILLAGED,100,0,0,,0,30,,
RANDOM_EVENT_VOLCANO_MEGACOLOSSAL,POPULATION_LOSS,35,0,0,,0,30,,
RANDOM_EVENT_VOLCANO_MEGACOLOSSAL,UNIT_KILLED_CIVILIAN,35,0,0,,0,30,,
RANDOM_EVENT_VOLCANO_MEGACOLOSSAL,UNIT_DAMAGE_LAND,100,60,80,,0,30,,
RANDOM_EVENT_VOLCANO_MEGACOLOSSAL,CITY_GARRISON,100,60,80,,0,30,,
RANDOM_EVENT_VOLCANO_MEGACOLOSSAL,CITY_WALLS,100,60,80,,0,30,,
RANDOM_EVENT_BLIZZARD_SIGNIFICANT,IMPROVEMENT_DESTROYED,25,0,0,,0,0,,
RANDOM_EVENT_BLIZZARD_SIGNIFICANT,IMPROVEMENT_PILLAGED,50,0,0,,0,0,,
RANDOM_EVENT_BLIZZARD_SIGNIFICANT,DISTRICT_PILLAGED,15,0,0,,0,0,,
RANDOM_EVENT_BLIZZARD_SIGNIFICANT,BUILDING_PILLAGED,40,0,0,,0,0,,
RANDOM_EVENT_BLIZZARD_CRIPPLING,IMPROVEMENT_DESTROYED,50,0,0,,0,0,,
RANDOM_EVENT_BLIZZARD_CRIPPLING,IMPROVEMENT_PILLAGED,100,0,0,,0,0,,
RANDOM_EVENT_BLIZZARD_CRIPPLING,DISTRICT_PILLAGED,50,0,0,,0,0,,
RANDOM_EVENT_BLIZZARD_CRIPPLING,BUILDING_PILLAGED,100,0,0,,0,0,,
RANDOM_EVENT_BLIZZARD_CRIPPLING,POPULATION_LOSS,15,0,0,,0,0,,
RANDOM_EVENT_BLIZZARD_CRIPPLING,UNIT_KILLED_CIVILIAN,20,0,0,,0,0,,
RANDOM_EVENT_BLIZZARD_CRIPPLING,UNIT_DAMAGE_LAND,100,40,60,,0,0,,
RANDOM_EVENT_BLIZZARD_CRIPPLING,UNIT_DAMAGE_NAVAL,60,40,60,,0,0,,
RANDOM_EVENT_DUST_STORM_GRADIENT,IMPROVEMENT_DESTROYED,35,0,0,,0,0,,
RANDOM_EVENT_DUST_STORM_GRADIENT,IMPROVEMENT_PILLAGED,75,0,0,,0,0,,
RANDOM_EVENT_DUST_STORM_GRADIENT,DISTRICT_PILLAGED,20,0,0,,0,0,,
RANDOM_EVENT_DUST_STORM_GRADIENT,BUILDING_PILLAGED,60,0,0,,0,0,,
RANDOM_EVENT_DUST_STORM_HABOOB,IMPROVEMENT_DESTROYED,75,0,0,,0,0,,
RANDOM_EVENT_DUST_STORM_HABOOB,IMPROVEMENT_PILLAGED,100,0,0,,0,0,,
RANDOM_EVENT_DUST_STORM_HABOOB,DISTRICT_PILLAGED,75,0,0,,0,0,,
RANDOM_EVENT_DUST_STORM_HABOOB,BUILDING_PILLAGED,100,0,0,,0,0,,
RANDOM_EVENT_DUST_STORM_HABOOB,POPULATION_LOSS,20,0,0,,0,0,,
RANDOM_EVENT_DUST_STORM_HABOOB,UNIT_KILLED_CIVILIAN,20,0,0,,0,0,,
RANDOM_EVENT_DUST_STORM_HABOOB,UNIT_DAMAGE_LAND,100,40,60,,0,0,,
RANDOM_EVENT_DUST_STORM_HABOOB,UNIT_DAMAGE_NAVAL,60,40,60,,0,0,,
RANDOM_EVENT_TORNADO_FAMILY,IMPROVEMENT_DESTROYED,35,0,0,,0,0,,
RANDOM_EVENT_TORNADO_FAMILY,IMPROVEMENT_PILLAGED,75,0,0,,0,0,,
RANDOM_EVENT_TORNADO_FAMILY,DISTRICT_PILLAGED,20,0,0,,0,0,,
RANDOM_EVENT_TORNADO_FAMILY,BUILDING_PILLAGED,60,0,0,,0,0,,
RANDOM_EVENT_TORNADO_OUTBREAK,IMPROVEMENT_DESTROYED,75,0,0,,0,0,,
RANDOM_EVENT_TORNADO_OUTBREAK,IMPROVEMENT_PILLAGED,100,0,0,,0,0,,
RANDOM_EVENT_TORNADO_OUTBREAK,DISTRICT_PILLAGED,75,0,0,,0,0,,
RANDOM_EVENT_TORNADO_OUTBREAK,BUILDING_PILLAGED,100,0,0,,0,0,,
RANDOM_EVENT_TORNADO_OUTBREAK,POPULATION_LOSS,20,0,0,,0,0,,
RANDOM_EVENT_TORNADO_OUTBREAK,UNIT_KILLED_CIVILIAN,20,0,0,,0,0,,
RANDOM_EVENT_TORNADO_OUTBREAK,UNIT_DAMAGE_LAND,100,40,60,,0,0,,
RANDOM_EVENT_TORNADO_OUTBREAK,UNIT_DAMAGE_NAVAL,100,40,60,,0,0,,
RANDOM_EVENT_HURRICANE_CAT_4,IMPROVEMENT_DESTROYED,25,0,0,,0,0,,
RANDOM_EVENT_HURRICANE_CAT_4,IMPROVEMENT_PILLAGED,50,0,0,100.0,0,0,,
RANDOM_EVENT_HURRICANE_CAT_4,DISTRICT_PILLAGED,15,0,0,100.0,0,0,,
RANDOM_EVENT_HURRICANE_CAT_4,BUILDING_PILLAGED,40,0,0,,0,0,,
RANDOM_EVENT_HURRICANE_CAT_4,UNIT_DAMAGE_NAVAL,60,40,60,,0,0,,
RANDOM_EVENT_HURRICANE_CAT_5,IMPROVEMENT_DESTROYED,50,0,0,,0,0,,
RANDOM_EVENT_HURRICANE_CAT_5,IMPROVEMENT_PILLAGED,100,0,0,,0,0,,
RANDOM_EVENT_HURRICANE_CAT_5,DISTRICT_PILLAGED,50,0,0,100.0,0,0,,
RANDOM_EVENT_HURRICANE_CAT_5,BUILDING_PILLAGED,100,0,0,,0,0,,
RANDOM_EVENT_HURRICANE_CAT_5,POPULATION_LOSS,15,0,0,,0,0,,
RANDOM_EVENT_HURRICANE_CAT_5,UNIT_KILLED_CIVILIAN,20,0,0,,0,0,,
RANDOM_EVENT_HURRICANE_CAT_5,UNIT_DAMAGE_LAND,100,40,60,,0,0,,
RANDOM_EVENT_HURRICANE_CAT_5,UNIT_DAMAGE_NAVAL,100,60,80,,0,0,,
RANDOM_EVENT_NUCLEAR_ACCIDENT_MINOR,IMPROVEMENT_PILLAGED,10,0,0,,0,0,,
RANDOM_EVENT_NUCLEAR_ACCIDENT_MINOR,BUILDING_PILLAGED,20,0,0,,0,0,,
RANDOM_EVENT_NUCLEAR_ACCIDENT_MINOR,RADIATION_LEAKED,100,0,0,,2,0,,
RANDOM_EVENT_NUCLEAR_ACCIDENT_MAJOR,UNIT_KILLED_CIVILIAN,50,0,0,,0,0,,
RANDOM_EVENT_NUCLEAR_ACCIDENT_MAJOR,IMPROVEMENT_PILLAGED,40,0,0,,0,0,,
RANDOM_EVENT_NUCLEAR_ACCIDENT_MAJOR,DISTRICT_PILLAGED,50,0,0,,0,0,,
RANDOM_EVENT_NUCLEAR_ACCIDENT_MAJOR,BUILDING_PILLAGED,100,0,0,,0,0,,
RANDOM_EVENT_NUCLEAR_ACCIDENT_MAJOR,RADIATION_LEAKED,100,0,0,,10,0,,
RANDOM_EVENT_NUCLEAR_ACCIDENT_MAJOR,UNIT_DAMAGE_LAND,50,20,50,,0,0,,
RANDOM_EVENT_NUCLEAR_ACCIDENT_MAJOR,UNIT_DAMAGE_NAVAL,50,20,50,,0,0,,
RANDOM_EVENT_NUCLEAR_ACCIDENT_MAJOR,CITY_GARRISON,50,20,50,,0,0,,
RANDOM_EVENT_NUCLEAR_ACCIDENT_CATASTROPHIC,IMPROVEMENT_PILLAGED,100,0,0,,0,0,,
RANDOM_EVENT_NUCLEAR_ACCIDENT_CATASTROPHIC,BUILDING_DESTROYED,100,0,0,,0,0,,
RANDOM_EVENT_NUCLEAR_ACCIDENT_CATASTROPHIC,DISTRICT_PILLAGED,100,0,0,,0,0,,
RANDOM_EVENT_NUCLEAR_ACCIDENT_CATASTROPHIC,POPULATION_LOSS,80,0,0,,0,0,,
RANDOM_EVENT_NUCLEAR_ACCIDENT_CATASTROPHIC,RADIATION_LEAKED,100,0,0,,20,0,,
RANDOM_EVENT_NUCLEAR_ACCIDENT_CATASTROPHIC,UNIT_DAMAGE_LAND,100,20,50,,0,0,,
RANDOM_EVENT_NUCLEAR_ACCIDENT_CATASTROPHIC,UNIT_DAMAGE_NAVAL,100,20,50,,0,0,,
RANDOM_EVENT_NUCLEAR_ACCIDENT_CATASTROPHIC,CITY_GARRISON,100,20,50,,0,0,,
RANDOM_EVENT_NUCLEAR_ACCIDENT_CATASTROPHIC,UNIT_KILLED_CIVILIAN,100,0,0,,0,0,,
RANDOM_EVENT_DROUGHT_MAJOR,SPECIFIC_IMPROVEMENT_PILLAGED,100,0,0,,0,0,,
RANDOM_EVENT_DROUGHT_EXTREME,SPECIFIC_IMPROVEMENT_DESTROYED,30,0,0,,0,0,,
RANDOM_EVENT_DROUGHT_EXTREME,SPECIFIC_IMPROVEMENT_PILLAGED,100,0,0,,0,0,,
RANDOM_EVENT_JUNGLE_FIRE,IMPROVEMENT_PILLAGED,101,0,0,,0,0,0.0,2.0
RANDOM_EVENT_JUNGLE_FIRE,DISTRICT_PILLAGED,101,0,0,,0,0,0.0,2.0
RANDOM_EVENT_JUNGLE_FIRE,POPULATION_LOSS,101,0,0,,0,0,0.0,0.0
RANDOM_EVENT_JUNGLE_FIRE,UNIT_KILLED_CIVILIAN,101,0,0,,0,0,0.0,2.0
RANDOM_EVENT_JUNGLE_FIRE,UNIT_DAMAGE_LAND,101,50,101,,0,0,0.0,2.0
RANDOM_EVENT_JUNGLE_FIRE,SPREAD,50,0,0,,0,0,1.0,2.0
RANDOM_EVENT_FOREST_FIRE,IMPROVEMENT_PILLAGED,101,0,0,,0,0,0.0,2.0
RANDOM_EVENT_FOREST_FIRE,DISTRICT_PILLAGED,101,0,0,,0,0,0.0,2.0
RANDOM_EVENT_FOREST_FIRE,POPULATION_LOSS,101,0,0,,0,0,0.0,0.0
RANDOM_EVENT_FOREST_FIRE,UNIT_KILLED_CIVILIAN,101,0,0,,0,0,0.0,2.0
RANDOM_EVENT_FOREST_FIRE,UNIT_DAMAGE_LAND,101,50,101,,0,0,0.0,2.0
RANDOM_EVENT_FOREST_FIRE,SPREAD,50,0,0,,0,0,1.0,2.0
RANDOM_EVENT_METEOR_SHOWER,IMPROVEMENT_PILLAGED,101,0,0,,0,0,,
RANDOM_EVENT_METEOR_SHOWER,DISTRICT_PILLAGED,101,0,0,,0,0,,
