CivilizationType,CitizenName,Female,Modern
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MALE_1,0,0
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MALE_2,0,0
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MALE_3,0,0
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MALE_4,0,0
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MALE_5,0,0
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MALE_6,0,0
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MALE_7,0,0
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MALE_8,0,0
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MALE_9,0,0
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MALE_10,0,0
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_FEMALE_1,1,0
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_FEMALE_2,1,0
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_FEMALE_3,1,0
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_FEMALE_4,1,0
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_FEMALE_5,1,0
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_FEMALE_6,1,0
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_FEMALE_7,1,0
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_FEMALE_8,1,0
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_FEMALE_9,1,0
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_FEMALE_10,1,0
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MODERN_MALE_1,0,1
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MODERN_MALE_2,0,1
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MODERN_MALE_3,0,1
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MODERN_MALE_4,0,1
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MODERN_MALE_5,0,1
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MODERN_MALE_6,0,1
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MODERN_MALE_7,0,1
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MODERN_MALE_8,0,1
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MODERN_MALE_9,0,1
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MODERN_MALE_10,0,1
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MODERN_FEMALE_1,1,1
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MODERN_FEMALE_2,1,1
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MODERN_FEMALE_3,1,1
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MODERN_FEMALE_4,1,1
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MODERN_FEMALE_5,1,1
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MODERN_FEMALE_6,1,1
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MODERN_FEMALE_7,1,1
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MODERN_FEMALE_8,1,1
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MODERN_FEMALE_9,1,1
CIVILIZATION_ARABIA,LOC_CITIZEN_ARABIA_MODERN_FEMALE_10,1,1
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MALE_1,0,0
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MALE_2,0,0
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MALE_3,0,0
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MALE_4,0,0
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MALE_5,0,0
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MALE_6,0,0
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MALE_7,0,0
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MALE_8,0,0
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MALE_9,0,0
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MALE_10,0,0
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_FEMALE_1,1,0
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_FEMALE_2,1,0
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_FEMALE_3,1,0
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_FEMALE_4,1,0
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_FEMALE_5,1,0
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_FEMALE_6,1,0
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_FEMALE_7,1,0
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_FEMALE_8,1,0
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_FEMALE_9,1,0
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_FEMALE_10,1,0
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MODERN_MALE_1,0,1
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MODERN_MALE_2,0,1
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MODERN_MALE_3,0,1
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MODERN_MALE_4,0,1
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MODERN_MALE_5,0,1
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MODERN_MALE_6,0,1
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MODERN_MALE_7,0,1
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MODERN_MALE_8,0,1
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MODERN_MALE_9,0,1
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MODERN_MALE_10,0,1
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MODERN_FEMALE_1,1,1
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MODERN_FEMALE_2,1,1
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MODERN_FEMALE_3,1,1
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MODERN_FEMALE_4,1,1
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MODERN_FEMALE_5,1,1
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MODERN_FEMALE_6,1,1
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MODERN_FEMALE_7,1,1
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MODERN_FEMALE_8,1,1
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MODERN_FEMALE_9,1,1
CIVILIZATION_BRAZIL,LOC_CITIZEN_BRAZIL_MODERN_FEMALE_10,1,1
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MALE_1,0,0
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MALE_2,0,0
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MALE_3,0,0
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MALE_4,0,0
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MALE_5,0,0
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MALE_6,0,0
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MALE_7,0,0
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MALE_8,0,0
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MALE_9,0,0
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MALE_10,0,0
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_FEMALE_1,1,0
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_FEMALE_2,1,0
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_FEMALE_3,1,0
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_FEMALE_4,1,0
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_FEMALE_5,1,0
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_FEMALE_6,1,0
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_FEMALE_7,1,0
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_FEMALE_8,1,0
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_FEMALE_9,1,0
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_FEMALE_10,1,0
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MODERN_MALE_1,0,1
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MODERN_MALE_2,0,1
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MODERN_MALE_3,0,1
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MODERN_MALE_4,0,1
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MODERN_MALE_5,0,1
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MODERN_MALE_6,0,1
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MODERN_MALE_7,0,1
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MODERN_MALE_8,0,1
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MODERN_MALE_9,0,1
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MODERN_MALE_10,0,1
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MODERN_FEMALE_1,1,1
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MODERN_FEMALE_2,1,1
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MODERN_FEMALE_3,1,1
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MODERN_FEMALE_4,1,1
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MODERN_FEMALE_5,1,1
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MODERN_FEMALE_6,1,1
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MODERN_FEMALE_7,1,1
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MODERN_FEMALE_8,1,1
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MODERN_FEMALE_9,1,1
CIVILIZATION_CHINA,LOC_CITIZEN_CHINA_MODERN_FEMALE_10,1,1
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MALE_1,0,0
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MALE_2,0,0
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MALE_3,0,0
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MALE_4,0,0
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MALE_5,0,0
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MALE_6,0,0
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MALE_7,0,0
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MALE_8,0,0
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MALE_9,0,0
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MALE_10,0,0
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_FEMALE_1,1,0
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_FEMALE_2,1,0
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_FEMALE_3,1,0
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_FEMALE_4,1,0
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_FEMALE_5,1,0
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_FEMALE_6,1,0
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_FEMALE_7,1,0
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_FEMALE_8,1,0
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_FEMALE_9,1,0
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_FEMALE_10,1,0
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MODERN_MALE_1,0,1
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MODERN_MALE_2,0,1
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MODERN_MALE_3,0,1
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MODERN_MALE_4,0,1
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MODERN_MALE_5,0,1
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MODERN_MALE_6,0,1
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MODERN_MALE_7,0,1
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MODERN_MALE_8,0,1
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MODERN_MALE_9,0,1
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MODERN_MALE_10,0,1
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MODERN_FEMALE_1,1,1
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MODERN_FEMALE_2,1,1
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MODERN_FEMALE_3,1,1
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MODERN_FEMALE_4,1,1
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MODERN_FEMALE_5,1,1
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MODERN_FEMALE_6,1,1
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MODERN_FEMALE_7,1,1
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MODERN_FEMALE_8,1,1
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MODERN_FEMALE_9,1,1
CIVILIZATION_EGYPT,LOC_CITIZEN_EGYPT_MODERN_FEMALE_10,1,1
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MALE_1,0,0
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MALE_2,0,0
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MALE_3,0,0
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MALE_4,0,0
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MALE_5,0,0
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MALE_6,0,0
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MALE_7,0,0
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MALE_8,0,0
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MALE_9,0,0
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MALE_10,0,0
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_FEMALE_1,1,0
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_FEMALE_2,1,0
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_FEMALE_3,1,0
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_FEMALE_4,1,0
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_FEMALE_5,1,0
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_FEMALE_6,1,0
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_FEMALE_7,1,0
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_FEMALE_8,1,0
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_FEMALE_9,1,0
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_FEMALE_10,1,0
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MODERN_MALE_1,0,1
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MODERN_MALE_2,0,1
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MODERN_MALE_3,0,1
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MODERN_MALE_4,0,1
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MODERN_MALE_5,0,1
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MODERN_MALE_6,0,1
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MODERN_MALE_7,0,1
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MODERN_MALE_8,0,1
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MODERN_MALE_9,0,1
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MODERN_MALE_10,0,1
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MODERN_FEMALE_1,1,1
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MODERN_FEMALE_2,1,1
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MODERN_FEMALE_3,1,1
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MODERN_FEMALE_4,1,1
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MODERN_FEMALE_5,1,1
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MODERN_FEMALE_6,1,1
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MODERN_FEMALE_7,1,1
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MODERN_FEMALE_8,1,1
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MODERN_FEMALE_9,1,1
CIVILIZATION_ENGLAND,LOC_CITIZEN_ENGLAND_MODERN_FEMALE_10,1,1
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MALE_1,0,0
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MALE_2,0,0
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MALE_3,0,0
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MALE_4,0,0
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MALE_5,0,0
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MALE_6,0,0
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MALE_7,0,0
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MALE_8,0,0
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MALE_9,0,0
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MALE_10,0,0
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_FEMALE_1,1,0
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_FEMALE_2,1,0
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_FEMALE_3,1,0
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_FEMALE_4,1,0
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_FEMALE_5,1,0
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_FEMALE_6,1,0
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_FEMALE_7,1,0
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_FEMALE_8,1,0
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_FEMALE_9,1,0
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_FEMALE_10,1,0
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_FEMALE_11,1,0
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_FEMALE_12,1,0
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MODERN_MALE_1,0,1
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MODERN_MALE_2,0,1
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MODERN_MALE_3,0,1
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MODERN_MALE_4,0,1
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MODERN_MALE_5,0,1
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MODERN_MALE_6,0,1
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MODERN_MALE_7,0,1
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MODERN_MALE_8,0,1
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MODERN_MALE_9,0,1
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MODERN_MALE_10,0,1
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MODERN_FEMALE_1,1,1
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MODERN_FEMALE_2,1,1
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MODERN_FEMALE_3,1,1
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MODERN_FEMALE_4,1,1
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MODERN_FEMALE_5,1,1
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MODERN_FEMALE_6,1,1
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MODERN_FEMALE_7,1,1
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MODERN_FEMALE_8,1,1
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MODERN_FEMALE_9,1,1
CIVILIZATION_FRANCE,LOC_CITIZEN_FRANCE_MODERN_FEMALE_10,1,1
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_MALE_1,0,0
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_MALE_2,0,0
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_MALE_3,0,0
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_MALE_4,0,0
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_MALE_5,0,0
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_MALE_6,0,0
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_MALE_7,0,0
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_MALE_8,0,0
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_MALE_9,0,0
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_MALE_10,0,0
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_FEMALE_1,1,0
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_FEMALE_2,1,0
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_FEMALE_3,1,0
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_FEMALE_4,1,0
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_FEMALE_5,1,0
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_FEMALE_6,1,0
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_FEMALE_7,1,0
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_FEMALE_8,1,0
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_FEMALE_9,1,0
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_FEMALE_10,1,0
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_MODERN_MALE_1,0,1
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_MODERN_MALE_2,0,1
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_MODERN_MALE_3,0,1
CIVILIZATION_GERMANY,LOC_CITIZEN_GERMANY_MODERN_MALE_4,0,1
