ModifierId,Context,Text
AGENDA_MODIFIER_GREAT_PERSON_ADVOCATE_LAG,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
AGENDA_MODIFIER_WONDER_ADVOCATE_LAG,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
AGENDA_MODIFIER_LEADS_GREAT_PEOPLE,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
AGENDA_MODIFIER_LEADS_PROGRESS,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
AGENDA_MODIFIER_LEADS_WONDERS,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
AGENDA_MODIFIER_GREAT_PERSON_ADVOCATE_LEAD,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
AGENDA_MODIFIER_WONDER_ADVOCATE_LEAD,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
AGENDA_MODIFIER_NEVER_AT_WAR,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
AGENDA_MODIFIER_NOT_COMPETING_MINORS,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
AGENDA_MODIFIER_NOT_INVOLVED_MINORS,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
AGENDA_MODIFIER_NOT_WARMONGER,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
AGENDA_MODIFIER_RELIGION_NOT_RECEIVED,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
AGENDA_MODIFIER_RELIGION_RECEIVED,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
AGENDA_MODIFIER_SAME_RELIGION,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
AGENDA_MODIFIER_WARMONGER,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
AGENDA_OPTIMUS_PRINCEPS,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
AGENDA_PARANOID,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
AGENDA_QUEEN_OF_NILE,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
AGENDA_SAME_GOVERNMENT,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
AGENDA_SUN_SETS_HOME_CONTINENT,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
AGENDA_SUN_SETS_NEW_CONTINENT,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
DEFENDER_OF_FAITH_COMBAT_BONUS_MODIFIER,Preview,LOC_PROMOTION_DEFENDER_OF_FAITH_DESCRIPTION
JUST_WAR_COMBAT_BONUS_MODIFIER,Preview,LOC_PROMOTION_JUST_WAR_DESCRIPTION
GREATPERSON_GOLD,Summary,LOC_GREATPERSON_GOLD
GREATPERSON_COMPUTERSTECHBOOST,Summary,LOC_GREATPERSON_COMPUTERSTECHBOOST
GREATPERSON_1MODERNTECHBOOST,Summary,LOC_GREATPERSON_1MODERNTECHBOOST
GREATPERSON_SPACE_RACE_PRODUCTION_RATE_LARGE,Summary,LOC_GREATPERSON_SPACE_RACE_PRODUCTION_RATE_LARGE
GREATPERSON_COMBAT_STRENGTH_AOE_CLASSICAL_SEA,Summary,LOC_GREATPERSON_COMBAT_STRENGTH_AOE_CLASSICAL_SEA
GREATPERSON_COMBAT_STRENGTH_AOE_MEDIEVAL_SEA,Summary,LOC_GREATPERSON_COMBAT_STRENGTH_AOE_MEDIEVAL_SEA
GREATPERSON_COMBAT_STRENGTH_AOE_RENAISSANCE_SEA,Summary,LOC_GREATPERSON_COMBAT_STRENGTH_AOE_RENAISSANCE_SEA
GREATPERSON_COMBAT_STRENGTH_AOE_INDUSTRIAL_SEA,Summary,LOC_GREATPERSON_COMBAT_STRENGTH_AOE_INDUSTRIAL_SEA
GREATPERSON_COMBAT_STRENGTH_AOE_MODERN_SEA,Summary,LOC_GREATPERSON_COMBAT_STRENGTH_AOE_MODERN_SEA
GREATPERSON_COMBAT_STRENGTH_AOE_ATOMIC_SEA,Summary,LOC_GREATPERSON_COMBAT_STRENGTH_AOE_ATOMIC_SEA
GREATPERSON_COMBAT_STRENGTH_AOE_INFORMATION_SEA,Summary,LOC_GREATPERSON_COMBAT_STRENGTH_AOE_INFORMATION_SEA
GREATPERSON_ARTEMISIA_ACTIVE,Summary,LOC_GREATPERSON_ARTEMISIA_ACTIVE
GREATPERSON_GAIUS_DUILIUS_ACTIVE,Summary,LOC_GREATPERSON_GAIUS_DUILIUS_ACTIVE
GREATPERSON_THEMISTOCLES_ACTIVE,Summary,LOC_GREATPERSON_THEMISTOCLES_EXPANSION2_ACTIVE
GREATPERSON_LEIF_ERIKSON_ACTIVE,Summary,LOC_GREATPERSON_LEIF_ERIKSON_EXPANSION2_ACTIVE
GREATPERSON_SANTA_CRUZ_ACTIVE,Summary,LOC_GREATPERSON_SANTA_CRUZ_ACTIVE
GREATPERSON_YI_SUN_SIN_ACTIVE,Summary,LOC_GREATPERSON_YI_SUN_SIN_EXPANSION2_ACTIVE
GREATPERSON_LASKARINA_BOUBOULINA_ACTIVE,Summary,LOC_GREATPERSON_LASKARINA_BOUBOULINA_ACTIVE
GREATPERSON_FRANZ_VON_HIPPER_ACTIVE,Summary,LOC_GREATPERSON_FRANZ_VON_HIPPER_EXPANSION2_ACTIVE
GREATPERSON_JOAQUIM_MARQUES_LISBOA_ACTIVE,Summary,LOC_GREATPERSON_JOAQUIM_MARQUES_LISBOA_ACTIVE
GREATPERSON_SERGEY_GORSHKOV_ACTIVE,Summary,LOC_GREATPERSON_SERGEY_GORSHKOV_ACTIVE
GREATPERSON_CLANCY_FERNANDO_ACTIVE,Summary,LOC_GREATPERSON_CLANCY_FERNANDO_ACTIVE
GREATPERSON_EXTRA_DISTRICT_CAPACITY,Summary,LOC_GREATPERSON_EXTRA_DISTRICT_CAPACITY
GREATPERSON_PRINTINGTECHBOOST,Summary,LOC_GREATPERSON_PRINTINGTECHBOOST
GREATPERSON_GRANT_PRODUCTION_IN_CITY_MEDIEVAL,Summary,LOC_GREATPERSON_GRANT_PRODUCTION_IN_CITY_MEDIEVAL
GREATPERSON_GRANT_PRODUCTION_IN_CITY_RENAISSANCE,Summary,LOC_GREATPERSON_GRANT_PRODUCTION_IN_CITY_RENAISSANCE
GREATPERSON_WORKSHOP_CULTURE,Summary,LOC_GREATPERSON_WORKSHOP_CULTURE
GREATPERSON_CITY_HOUSING_SMALL,Summary,LOC_GREATPERSON_CITY_HOUSING_SMALL
GREATPERSON_CITY_AMENITIES_SMALL,Summary,LOC_GREATPERSON_CITY_AMENITIES_SMALL
GREATPERSON_GRANT_PRODUCTION_IN_CITY_INDUSTRIAL,Summary,LOC_GREATPERSON_GRANT_PRODUCTION_IN_CITY_INDUSTRIAL
GREATPERSON_CITY_APPEAL_SMALL,Summary,LOC_GREATPERSON_CITY_APPEAL_SMALL
GREATPERSON_EXTRA_REGIONAL_BUILDING_RANGE,Summary,LOC_GREATPERSON_EXTRA_REGIONAL_BUILDING_RANGE
GREATPERSON_EXTRA_REGIONAL_BUILDING_PRODUCTION,Summary,LOC_GREATPERSON_EXTRA_REGIONAL_BUILDING_PRODUCTION
GREATPERSON_SPACE_RACE_PRODUCTION_RATE_SMALL,Summary,LOC_GREATPERSON_SPACE_RACE_PRODUCTION_RATE_SMALL
GREATPERSON_ROCKETRYTECHBOOST,Summary,LOC_GREATPERSON_ROCKETRYTECHBOOST
GREATPERSON_CITY_HOUSING_MEDIUM,Summary,LOC_GREATPERSON_CITY_HOUSING_MEDIUM
GREATPERSON_CITY_HOUSING_LARGE,Summary,LOC_GREATPERSON_CITY_HOUSING_LARGE
GREATPERSON_CITY_AMENITIES_LARGE,Summary,LOC_GREATPERSON_CITY_AMENITIES_LARGE
GREATPERSON_GRANT_PRODUCTION_IN_CITY_EARLY_SPACE_RACE,Summary,LOC_GREATPERSON_GRANT_PRODUCTION_IN_CITY_EARLY_SPACE_RACE
GREATPERSON_CITY_APPEAL_LARGE,Summary,LOC_GREATPERSON_CITY_APPEAL_LARGE
GREATPERSON_EXTRA_REGIONAL_BUILDING_ENTERTAINMENT,Summary,LOC_GREATPERSON_EXTRA_REGIONAL_BUILDING_ENTERTAINMENT
GREATPERSON_GRANT_PRODUCTION_IN_CITY_INFORMATION,Summary,LOC_GREATPERSON_GRANT_PRODUCTION_IN_CITY_INFORMATION
GREATPERSON_COMBAT_STRENGTH_AOE_CLASSICAL_LAND,Summary,LOC_GREATPERSON_COMBAT_STRENGTH_AOE_CLASSICAL_LAND
GREATPERSON_COMBAT_STRENGTH_AOE_MEDIEVAL_LAND,Summary,LOC_GREATPERSON_COMBAT_STRENGTH_AOE_MEDIEVAL_LAND
GREATPERSON_COMBAT_STRENGTH_AOE_RENAISSANCE_LAND,Summary,LOC_GREATPERSON_COMBAT_STRENGTH_AOE_RENAISSANCE_LAND
GREATPERSON_COMBAT_STRENGTH_AOE_INDUSTRIAL_LAND,Summary,LOC_GREATPERSON_COMBAT_STRENGTH_AOE_INDUSTRIAL_LAND
GREATPERSON_COMBAT_STRENGTH_AOE_MODERN_LAND,Summary,LOC_GREATPERSON_COMBAT_STRENGTH_AOE_MODERN_LAND
GREATPERSON_COMBAT_STRENGTH_AOE_ATOMIC_LAND,Summary,LOC_GREATPERSON_COMBAT_STRENGTH_AOE_ATOMIC_LAND
GREATPERSON_COMBAT_STRENGTH_AOE_INFORMATION_LAND,Summary,LOC_GREATPERSON_COMBAT_STRENGTH_AOE_INFORMATION_LAND
GREATPERSON_BOUDICA_ACTIVE,Summary,LOC_GREATPERSON_BOUDICA_ACTIVE
GREATPERSON_HANNIBAL_BARCA_ACTIVE,Summary,LOC_GREATPERSON_HANNIBAL_BARCA_ACTIVE
GREATPERSON_EL_CID_ACTIVE,Summary,LOC_GREATPERSON_EL_CID_ACTIVE
GREATPERSON_GENGHIS_KHAN_ACTIVE,Summary,LOC_GREATPERSON_GENGHIS_KHAN_ACTIVE
GREATPERSON_GUSTAVUS_ADOLPHUS_ACTIVE,Summary,LOC_GREATPERSON_GUSTAVUS_ADOLPHUS_ACTIVE
GREATPERSON_JOAN_OF_ARC_ACTIVE,Summary,LOC_GREATPERSON_JOAN_OF_ARC_ACTIVE
GREATPERSON_ANA_NZINGA_ACTIVE,Summary,LOC_GREATPERSON_ANA_NZINGA_ACTIVE
GREATPERSON_NAPOLEON_BONAPARTE_ACTIVE,Summary,LOC_GREATPERSON_NAPOLEON_BONAPARTE_ACTIVE
GREATPERSON_RANI_LAKSHMIBAI_ACTIVE,Summary,LOC_GREATPERSON_RANI_LAKSHMIBAI_ACTIVE
GREATPERSON_JOHN_MONASH_ACTIVE,Summary,LOC_GREATPERSON_JOHN_MONASH_ACTIVE
GREATPERSON_MARINA_RASKOVA_ACTIVE,Summary,LOC_GREATPERSON_MARINA_RASKOVA_ACTIVE
GREATPERSON_DWIGHT_EISENHOWER_ACTIVE,Summary,LOC_GREATPERSON_DWIGHT_EISENHOWER_ACTIVE
GREATPERSON_GEORGY_ZHUKOV_ACTIVE,Summary,LOC_GREATPERSON_GEORGY_ZHUKOV_ACTIVE
GREATPERSON_DOUGLAS_MACARTHUR_ACTIVE,Summary,LOC_GREATPERSON_DOUGLAS_MACARTHUR_EXPANSION2_ACTIVE
GREATPERSON_AHMAD_SHAH_MASSOUD_ACTIVE,Summary,LOC_GREATPERSON_AHMAD_SHAH_MASSOUD_ACTIVE
GREATPERSON_VIJAYA_WIMALARATNE_ACTIVE,Summary,LOC_GREATPERSON_VIJAYA_WIMALARATNE_ACTIVE
GREATPERSON_GRANT_PLOT_RESOURCE,Summary,LOC_GREATPERSON_GRANT_PLOT_RESOURCE
GREATPERSON_FAITH_SMALL,Summary,LOC_GREATPERSON_FAITH_SMALL
GREATPERSON_GRANT_PLOT,Summary,LOC_GREATPERSON_GRANT_PLOT
GREATPERSON_GOLD_TINY,Summary,LOC_GREATPERSON_GOLD_TINY
GREATPERSON_EXTRA_TRADE_ROUTE_CAPACITY,Summary,LOC_GREATPERSON_EXTRA_TRADE_ROUTE_CAPACITY
GREATPERSON_GOLD_SMALL,Summary,LOC_GREATPERSON_GOLD_SMALL
GREATPERSON_INFLUENCE_TOKENS_SMALL,Summary,LOC_GREATPERSON_INFLUENCE_TOKENS_SMALL
GREATPERSON_GOLD_MEDIUM,Summary,LOC_GREATPERSON_GOLD_MEDIUM
GREATPERSON_INFLUENCE_TOKENS_MEDIUM,Summary,LOC_GREATPERSON_INFLUENCE_TOKENS_MEDIUM
GREATPERSON_DOMESTIC_ROUTE_GOLD_PER_SPECIALTY_DISTRICT,Summary,LOC_GREATPERSON_DOMESTIC_ROUTE_GOLD_PER_SPECIALTY_DISTRICT
GREATPERSON_ECONOMIC_POLICY_SLOT,Summary,LOC_GREATPERSON_ECONOMIC_POLICY_SLOT
GREATPERSON_GRANT_JEANS,Summary,LOC_GREATPERSON_GRANT_JEANS
GREATPERSON_GOLD_LARGE,Summary,LOC_GREATPERSON_GOLD_LARGE
GREATPERSON_GRANT_PERFUME,Summary,LOC_GREATPERSON_GRANT_PERFUME
GREATPERSON_TRADE_ROUTE_TOURISM_MODIFIER,Summary,LOC_GREATPERSON_TRADE_ROUTE_TOURISM_MODIFIER
GREATPERSON_GRANT_COSMETICS,Summary,LOC_GREATPERSON_GRANT_COSMETICS
GREATPERSON_DIPLO_VISIBILITY,Summary,LOC_GREATPERSON_DIPLO_VISIBILITY
GREATPERSON_GRANT_TOYS,Summary,LOC_GREATPERSON_GRANT_TOYS
GREATPERSON_INDUSTRIAL_ZONE_TOURISM,Summary,LOC_GREATPERSON_INDUSTRIAL_ZONE_TOURISM
GREATPERSON_CAMPUS_TOURISM,Summary,LOC_GREATPERSON_CAMPUS_TOURISM
GREATPERSON_3CLASSICALMEDIEVALTECHBOOSTS,Summary,LOC_GREATPERSON_3CLASSICALMEDIEVALTECHBOOSTS
GREATPERSON_1MEDIEVALTECHBOOST,Summary,LOC_GREATPERSON_1MEDIEVALTECHBOOST
GREATPERSON_MATHTECHBOOST,Summary,LOC_GREATPERSON_MATHTECHBOOST
GREATPERSON_LIBRARY,Summary,LOC_GREATPERSON_LIBRARY
GREATPERSON_LIBRARIES_SCIENCE,Summary,LOC_GREATPERSON_LIBRARIES_SCIENCE
GREATPERSON_1MEDIEVALRENAISSANCETECHBOOST,Summary,LOC_GREATPERSON_1MEDIEVALRENAISSANCETECHBOOST
GREATPERSON_HOLY_SITE_ADJACENCY_AS_SCIENCE,Summary,LOC_GREATPERSON_HOLY_SITE_ADJACENCY_AS_SCIENCE
GREATPERSON_FAITH,Summary,LOC_GREATPERSON_FAITH
GREATPERSON_2MEDIEVALRENAISSANCETECHBOOSTS,Summary,LOC_GREATPERSON_2MEDIEVALRENAISSANCETECHBOOSTS
GREATPERSON_1MEDIEVALRENAISSANCECIVICBOOST,Summary,LOC_GREATPERSON_1MEDIEVALRENAISSANCECIVICBOOST
GREATPERSON_UNIVERSITY,Summary,LOC_GREATPERSON_UNIVERSITY
GREATPERSON_UNIVERSITIES_SMALL_SCIENCE,Summary,LOC_GREATPERSON_UNIVERSITIES_SMALL_SCIENCE
GREATPERSON_3RENAISSANCEINDUSTRIALTECHBOOSTS,Summary,LOC_GREATPERSON_3RENAISSANCEINDUSTRIALTECHBOOSTS
GREATPERSON_GREAT_PERSON_FREE_POINTS,Summary,LOC_GREATPERSON_GREAT_PERSON_FREE_POINTS
GREATPERSON_1INDUSTRIALTECHBOOST,Summary,LOC_GREATPERSON_1INDUSTRIALTECHBOOST
GREATPERSON_CHEMISTRYTECHBOOST,Summary,LOC_GREATPERSON_CHEMISTRYTECHBOOST
GREATPERSON_UNIVERSITIES_BIG_SCIENCE,Summary,LOC_GREATPERSON_UNIVERSITIES_BIG_SCIENCE
GREATPERSON_RESEARCHLABS_BIG_SCIENCE,Summary,LOC_GREATPERSON_RESEARCHLABS_BIG_SCIENCE
GREATPERSON_1MODERNATOMICTECHBOOST,Summary,LOC_GREATPERSON_1MODERNATOMICTECHBOOST
GREATPERSON_REVEAL_OIL,Summary,LOC_GREATPERSON_REVEAL_OIL
GREATPERSON_2INDUSTRIALMODERNTECHBOOSTS,Summary,LOC_GREATPERSON_2INDUSTRIALMODERNTECHBOOSTS
GREATPERSON_ADJACENT_RAINFOREST_SCIENCE,Summary,LOC_GREATPERSON_ADJACENT_RAINFOREST_SCIENCE
GREATPERSON_ARTIFACT_TOURISM_MODIFIER,Summary,LOC_GREATPERSON_ARTIFACT_TOURISM_MODIFIER
GREATPERSON_ARTIFACT_SCIENCE,Summary,LOC_GREATPERSON_ARTIFACT_SCIENCE
GREATPERSON_3ATOMICINFORMATIONTECHBOOSTS,Summary,LOC_GREATPERSON_3ATOMICINFORMATIONTECHBOOSTS
GREATPERSON_ALLINFORMATIONTECHBOOSTS,Summary,LOC_GREATPERSON_ALLINFORMATIONTECHBOOSTS
GREATPERSON_GRANT_PRODUCTION_IN_CITY_LATE_SPACE_RACE,Summary,LOC_GREATPERSON_GRANT_PRODUCTION_IN_CITY_LATE_SPACE_RACE
GREATPERSON_ABU_AL_QASIM_AL_ZAHRAWI_ACTIVE,Summary,LOC_GREATPERSON_ABU_AL_QASIM_AL_ZAHRAWI_ACTIVE
STANDARD_DIPLOMATIC_ALLY,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_ARCHAEOLOGY,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_BROKEN_PROMISE,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_CLOSE_TO_VICTORY,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_CONVERTED_CITY,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_CULTURE_BOMBED,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_DECLARED_FRIEND,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_DEFENSIVE_PACT,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_DELEGATION,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_DEMAND,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_DENOUNCED,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_ESPIONAGE,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_GOVERNMENT_SAME,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_GOVERNMENT_DIFFERENT,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_HAD_FRIENDLY_MEETING,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_INCURSION,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_KEPT_PROMISE,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_NEAR_BORDER_WARNING,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_NO_PROMISE,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_LIBERATED_CITY,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_LIBERATED_MY_CITY,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMACY_JOINT_WAR,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_OCCUPIED_CITY,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_OCCUPIED_FRIENDLY_CITY,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_ONE_SIDED_TRADES,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_OPEN_BORDERS,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMACY_PEACE,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMACY_RANDOM,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_RAZED_MY_CITY,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_RELIGION_ACCEPT_CONVERSION,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMACY_RESIDENT_EMBASSY,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMACY_SETTLED_CITIES,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMACY_TRADE_RELATIONS,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_WARMONGER,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_3RD_PARTY_DECLARED_SURPRISE_WAR_ON_FRIEND,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
STANDARD_DIPLOMATIC_3RD_PARTY_DENOUNCED_FRIEND,Sample,LOC_TOOLTIP_SAMPLE_DIPLOMACY_ALL
