ModifierId,Name,Type,Value,Extra,SecondExtra
AGENDA_CONTINENT_ATTACKED,InitialValue,ARGTYPE_IDENTITY,-12,,
AGENDA_CONTINENT_ATTACKED,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_T_ROOSEVELT_REASON_ANY,,
AGENDA_CONTINENT_ATTACKED,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_BIG_STICK_CONTINENT_ATTACKED,,
AGENDA_CONTINENT_PEACEFUL,InitialValue,ARGTYPE_IDENTITY,8,,
AGENDA_CONTINENT_PEACEFUL,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_T_ROOSEVELT_REASON_ANY,,
AGENDA_CONTINENT_PEACEFUL,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_BIG_STICK_CONTINENT_PEACEFUL,,
AGENDA_HAS_DESIRED_LUXURY,InitialValue,ARGTYPE_IDENTITY,-6,,
AGENDA_HAS_DESIRED_LUXURY,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_MONTEZUMA_REASON_ANY,,
AGENDA_HAS_DESIRED_LUXURY,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_TLATOANI_HAS_DESIRED_LUXURY,,
AGENDA_HAS_NO_DESIRED_LUXURY,InitialValue,ARGTYPE_IDENTITY,12,,
AGENDA_HAS_NO_DESIRED_LUXURY,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_MONTEZUMA_REASON_ANY,,
AGENDA_HAS_NO_DESIRED_LUXURY,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_TLATOANI_HAS_NO_DESIRED_LUXURY,,
AGENDA_MODIFIER_LAGS_GREAT_PEOPLE,InitialValue,ARGTYPE_IDENTITY,8,,
AGENDA_MODIFIER_LAGS_GREAT_PEOPLE,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_PEDRO_REASON_ANY,,
AGENDA_MODIFIER_LAGS_GREAT_PEOPLE,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_GREAT_PEOPLE_OBSESSED_LAGGING,,
AGENDA_MODIFIER_LEADS_GREAT_PEOPLE,InitialValue,ARGTYPE_IDENTITY,-12,,
AGENDA_MODIFIER_LEADS_GREAT_PEOPLE,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_PEDRO_REASON_ANY,,
AGENDA_MODIFIER_LEADS_GREAT_PEOPLE,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_GREAT_PEOPLE_OBSESSED_LEADING,,
AGENDA_MODIFIER_LAGS_PROGRESS,InitialValue,ARGTYPE_IDENTITY,-7,,
AGENDA_MODIFIER_LAGS_PROGRESS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_PETER_GREAT_REASON_ANY,,
AGENDA_MODIFIER_LAGS_PROGRESS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_WESTERNIZER_LAGGING,,
AGENDA_MODIFIER_LEADS_PROGRESS,InitialValue,ARGTYPE_IDENTITY,7,,
AGENDA_MODIFIER_LEADS_PROGRESS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_PETER_GREAT_REASON_ANY,,
AGENDA_MODIFIER_LEADS_PROGRESS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_WESTERNIZER_LEADING,,
AGENDA_MODIFIER_LAGS_WONDERS,InitialValue,ARGTYPE_IDENTITY,8,,
AGENDA_MODIFIER_LAGS_WONDERS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_QIN_REASON_ANY,,
AGENDA_MODIFIER_LAGS_WONDERS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_WONDER_OBSESSED_LAGGING,,
AGENDA_MODIFIER_LEADS_WONDERS,InitialValue,ARGTYPE_IDENTITY,-12,,
AGENDA_MODIFIER_LEADS_WONDERS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_QIN_REASON_ANY,,
AGENDA_MODIFIER_LEADS_WONDERS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_WONDER_OBSESSED_LEADING,,
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,InitialValue,ARGTYPE_IDENTITY,0,,
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,IncrementValue,ARGTYPE_IDENTITY,0,,
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_GORGO_REASON_ANY,,
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_WITH_SHIELD_OR_ON_IT,,
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,MaxDiploModifierMagnitude,ARGTYPE_IDENTITY,12,,
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,HighThreshold,ARGTYPE_IDENTITY,4,,
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,LowThreshold,ARGTYPE_IDENTITY,-1,,
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,AvoidedWarPenalty,ARGTYPE_IDENTITY,-4,,
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,AvoidedWarPenaltyTurnsToRampUp,ARGTYPE_IDENTITY,15,,
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,PaidForPeacePenalty,ARGTYPE_IDENTITY,-8,,
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,PaidForPeacePenaltyTurnsToFadeOut,ARGTYPE_IDENTITY,30,,
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,ReductionValue,ARGTYPE_IDENTITY,0,,
AGENDA_MODIFIER_WITH_SHIELD_OR_ON_IT,ReductionTurns,ARGTYPE_IDENTITY,2,,
AGENDA_MODIFIER_NEVER_AT_WAR,InitialValue,ARGTYPE_IDENTITY,-4,,
AGENDA_MODIFIER_NEVER_AT_WAR,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_GORGO_REASON_ANY,,
AGENDA_MODIFIER_NEVER_AT_WAR,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_WITH_SHIELD_NEVER_WARRED,,
AGENDA_MODIFIER_NOT_WARMONGER,InitialValue,ARGTYPE_IDENTITY,5,,
AGENDA_MODIFIER_NOT_WARMONGER,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_GANDHI_REASON_ANY,,
AGENDA_MODIFIER_NOT_WARMONGER,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_PEACEKEEPER_NOT_WARMONGER,,
AGENDA_MODIFIER_WARMONGER,InitialValue,ARGTYPE_IDENTITY,-8,,
AGENDA_MODIFIER_WARMONGER,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_GANDHI_REASON_ANY,,
AGENDA_MODIFIER_WARMONGER,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_PEACEKEEPER_WARMONGER,,
AGENDA_MODIFIER_SAME_RELIGION,InitialValue,ARGTYPE_IDENTITY,8,,
AGENDA_MODIFIER_SAME_RELIGION,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_PHILIP_II_REASON_ANY,,
AGENDA_MODIFIER_SAME_RELIGION,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_COUNTER_REFORMER_SAME,,
AGENDA_MODIFIER_ENCROACHING_RELIGION,InitialValue,ARGTYPE_IDENTITY,-12,,
AGENDA_MODIFIER_ENCROACHING_RELIGION,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_PHILIP_II_REASON_ANY,,
AGENDA_MODIFIER_ENCROACHING_RELIGION,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_COUNTER_REFORMER_ENCROACHING,,
AGENDA_MODIFIER_DELIAN_NOT_COMPETING_MINORS,InitialValue,ARGTYPE_IDENTITY,12,,
AGENDA_MODIFIER_DELIAN_NOT_COMPETING_MINORS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_PERICLES_REASON_ANY,,
AGENDA_MODIFIER_DELIAN_NOT_COMPETING_MINORS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DELIAN_NOT_COMPETING,,
AGENDA_MODIFIER_DELIAN_COMPETING_MINORS,InitialValue,ARGTYPE_IDENTITY,-6,,
AGENDA_MODIFIER_DELIAN_COMPETING_MINORS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_PERICLES_REASON_ANY,,
AGENDA_MODIFIER_DELIAN_COMPETING_MINORS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DELIAN_COMPETING,,
AGENDA_MODIFIER_NOT_COMPETING_MINORS,InitialValue,ARGTYPE_IDENTITY,12,,
AGENDA_MODIFIER_NOT_COMPETING_MINORS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_ANY_REASON_AGENDA_MODIFIER_NOT_COMPETING_MINORS,,
AGENDA_MODIFIER_NOT_COMPETING_MINORS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_CITY_STATE_NOT_COMPETING,,
AGENDA_MODIFIER_NOT_COMPETING_MINORS,HiddenAgenda,ARGTYPE_IDENTITY,1,,
AGENDA_MODIFIER_COMPETING_MINORS,InitialValue,ARGTYPE_IDENTITY,-6,,
AGENDA_MODIFIER_COMPETING_MINORS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_ANY_REASON_AGENDA_MODIFIER_COMPETING_MINORS,,
AGENDA_MODIFIER_COMPETING_MINORS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_CITY_STATE_COMPETING,,
AGENDA_MODIFIER_COMPETING_MINORS,HiddenAgenda,ARGTYPE_IDENTITY,1,,
AGENDA_MODIFIER_RELIGION_RECEIVED,InitialValue,ARGTYPE_IDENTITY,12,,
AGENDA_MODIFIER_RELIGION_RECEIVED,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_MVEMBA_REASON_ANY,,
AGENDA_MODIFIER_RELIGION_RECEIVED,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DISCIPLE_RECEIVED,,
AGENDA_MODIFIER_RELIGION_NOT_RECEIVED,InitialValue,ARGTYPE_IDENTITY,-7,,
AGENDA_MODIFIER_RELIGION_NOT_RECEIVED,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_MVEMBA_REASON_ANY,,
AGENDA_MODIFIER_RELIGION_NOT_RECEIVED,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DISCIPLE_NOT_RECEIVED,,
AGENDA_MODIFIER_NOT_INVOLVED_MINORS,InitialValue,ARGTYPE_IDENTITY,12,,
AGENDA_MODIFIER_NOT_INVOLVED_MINORS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_BARBAROSSA_REASON_ANY,,
AGENDA_MODIFIER_NOT_INVOLVED_MINORS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_IRON_CROWN_NOT_INVOLVED,,
AGENDA_MODIFIER_CONQUERING_ALLYING_MINORS,InitialValue,ARGTYPE_IDENTITY,-5,,
AGENDA_MODIFIER_CONQUERING_ALLYING_MINORS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_BARBAROSSA_REASON_ANY,,
AGENDA_MODIFIER_CONQUERING_ALLYING_MINORS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_IRON_CROWN_INVOLVED,,
AGENDA_SUN_SETS_HOME_CONTINENT,InitialValue,ARGTYPE_IDENTITY,12,,
AGENDA_SUN_SETS_HOME_CONTINENT,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_VICTORIA_REASON_ANY,,
AGENDA_SUN_SETS_HOME_CONTINENT,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_SUN_SETS_HOME_CONTINENT,,
AGENDA_SUN_SETS_NEW_CONTINENT,InitialValue,ARGTYPE_IDENTITY,-5,,
AGENDA_SUN_SETS_NEW_CONTINENT,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_VICTORIA_REASON_ANY,,
AGENDA_SUN_SETS_NEW_CONTINENT,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_SUN_SETS_NEW_CONTINENT,,
AGENDA_ENJOYS_WAR,InitialValue,ARGTYPE_IDENTITY,8,,
AGENDA_ENJOYS_WAR,ReductionTurns,ARGTYPE_IDENTITY,10,,
AGENDA_ENJOYS_WAR,ReductionValue,ARGTYPE_IDENTITY,-1,,
AGENDA_ENJOYS_WAR,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_ANY_REASON_AGENDA_ENJOYS_WAR,,
AGENDA_ENJOYS_WAR,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_ENJOYS_WAR,,
AGENDA_ENJOYS_WAR,HiddenAgenda,ARGTYPE_IDENTITY,1,,
AGENDA_HIGH_CULTURE,InitialValue,ARGTYPE_IDENTITY,6,,
AGENDA_HIGH_CULTURE,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_ANY_REASON_AGENDA_HIGH_CULTURE,,
AGENDA_HIGH_CULTURE,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_HIGH_CULTURE,,
AGENDA_HIGH_CULTURE,HiddenAgenda,ARGTYPE_IDENTITY,1,,
AGENDA_LOW_CULTURE,InitialValue,ARGTYPE_IDENTITY,-6,,
AGENDA_LOW_CULTURE,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_ANY_REASON_AGENDA_LOW_CULTURE,,
AGENDA_LOW_CULTURE,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_LOW_CULTURE,,
AGENDA_LOW_CULTURE,HiddenAgenda,ARGTYPE_IDENTITY,1,,
AGENDA_HIGH_PROTECT_CITY_STATES,InitialValue,ARGTYPE_IDENTITY,6,,
AGENDA_HIGH_PROTECT_CITY_STATES,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_ANY_REASON_AGENDA_PROTECTS_CITY_STATES,,
AGENDA_HIGH_PROTECT_CITY_STATES,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_HIGH_CITY_STATE_PROTECTION,,
AGENDA_HIGH_PROTECT_CITY_STATES,HiddenAgenda,ARGTYPE_IDENTITY,1,,
AGENDA_MED_PROTECT_CITY_STATES,InitialValue,ARGTYPE_IDENTITY,3,,
AGENDA_MED_PROTECT_CITY_STATES,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_MED_CITY_STATE_PROTECTION,,
AGENDA_MED_PROTECT_CITY_STATES,HiddenAgenda,ARGTYPE_IDENTITY,1,,
AGENDA_MED_ATTACK_CITY_STATES,InitialValue,ARGTYPE_IDENTITY,-3,,
AGENDA_MED_ATTACK_CITY_STATES,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_MED_CITY_STATE_AGGRESSION,,
AGENDA_MED_ATTACK_CITY_STATES,HiddenAgenda,ARGTYPE_IDENTITY,1,,
AGENDA_HIGH_ATTACK_CITY_STATES,InitialValue,ARGTYPE_IDENTITY,-6,,
AGENDA_HIGH_ATTACK_CITY_STATES,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_ANY_REASON_AGENDA_ATTACKS_CITY_STATES,,
AGENDA_HIGH_ATTACK_CITY_STATES,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_HIGH_CITY_STATE_AGGRESSION,,
AGENDA_HIGH_ATTACK_CITY_STATES,HiddenAgenda,ARGTYPE_IDENTITY,1,,
AGENDA_HIGH_FAITH,InitialValue,ARGTYPE_IDENTITY,6,,
AGENDA_HIGH_FAITH,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_ANY_REASON_AGENDA_HIGH_FAITH,,
AGENDA_HIGH_FAITH,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_HIGH_FAITH,,
AGENDA_HIGH_FAITH,HiddenAgenda,ARGTYPE_IDENTITY,1,,
AGENDA_LOW_FAITH,InitialValue,ARGTYPE_IDENTITY,-6,,
AGENDA_LOW_FAITH,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_ANY_REASON_AGENDA_LOW_FAITH,,
AGENDA_LOW_FAITH,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_LOW_FAITH,,
AGENDA_LOW_FAITH,HiddenAgenda,ARGTYPE_IDENTITY,1,,
AGENDA_CLEARS_BARBARIAN_CAMPS,InitialValue,ARGTYPE_IDENTITY,6,,
AGENDA_CLEARS_BARBARIAN_CAMPS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_ANY_REASON_AGENDA_ATTACKS_BARBARIANS,,
AGENDA_CLEARS_BARBARIAN_CAMPS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_ATTACKS_BARBARIANS,,
AGENDA_CLEARS_BARBARIAN_CAMPS,HiddenAgenda,ARGTYPE_IDENTITY,1,,
AGENDA_IGNORES_BARBARIAN_CAMPS,InitialValue,ARGTYPE_IDENTITY,-6,,
AGENDA_IGNORES_BARBARIAN_CAMPS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_ANY_REASON_AGENDA_IGNORES_BARBARIANS,,
AGENDA_IGNORES_BARBARIAN_CAMPS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_IGNORES_BARBARIANS,,
AGENDA_IGNORES_BARBARIAN_CAMPS,HiddenAgenda,ARGTYPE_IDENTITY,1,,
AGENDA_HIGH_EXPLORATION,InitialValue,ARGTYPE_IDENTITY,-6,,
AGENDA_HIGH_EXPLORATION,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_ANY_REASON_AGENDA_HIGH_EXPLORATION,,
AGENDA_HIGH_EXPLORATION,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_HIGH_EXPLORATION,,
AGENDA_HIGH_EXPLORATION,HiddenAgenda,ARGTYPE_IDENTITY,1,,
AGENDA_LOW_EXPLORATION,InitialValue,ARGTYPE_IDENTITY,6,,
AGENDA_LOW_EXPLORATION,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_ANY_REASON_AGENDA_LOW_EXPLORATION,,
AGENDA_LOW_EXPLORATION,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_LOW_EXPLORATION,,
AGENDA_LOW_EXPLORATION,HiddenAgenda,ARGTYPE_IDENTITY,1,,
AGENDA_HIGH_HAPPINESS,InitialValue,ARGTYPE_IDENTITY,6,,
AGENDA_HIGH_HAPPINESS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_ANY_REASON_AGENDA_HIGH_HAPPINESS,,
AGENDA_HIGH_HAPPINESS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_HIGH_HAPPINESS,,
AGENDA_HIGH_HAPPINESS,HiddenAgenda,ARGTYPE_IDENTITY,1,,
AGENDA_LOW_HAPPINESS,InitialValue,ARGTYPE_IDENTITY,-6,,
AGENDA_LOW_HAPPINESS,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_ANY_REASON_AGENDA_LOW_HAPPINESS,,
AGENDA_LOW_HAPPINESS,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_LOW_HAPPINESS,,
AGENDA_LOW_HAPPINESS,HiddenAgenda,ARGTYPE_IDENTITY,1,,
AGENDA_HIGH_INDUSTRY,InitialValue,ARGTYPE_IDENTITY,6,,
AGENDA_HIGH_INDUSTRY,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_KUDO_LEADER_ANY_REASON_AGENDA_HIGH_INDUSTRY,,
AGENDA_HIGH_INDUSTRY,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_HIGH_INDUSTRY,,
AGENDA_HIGH_INDUSTRY,HiddenAgenda,ARGTYPE_IDENTITY,1,,
AGENDA_LOW_INDUSTRY,InitialValue,ARGTYPE_IDENTITY,-6,,
AGENDA_LOW_INDUSTRY,StatementKey,ARGTYPE_IDENTITY,LOC_DIPLO_WARNING_LEADER_ANY_REASON_AGENDA_LOW_INDUSTRY,,
AGENDA_LOW_INDUSTRY,SimpleModifierDescription,ARGTYPE_IDENTITY,LOC_DIPLO_MODIFIER_DESCRIPTION_LOW_INDUSTRY,,
AGENDA_LOW_INDUSTRY,HiddenAgenda,ARGTYPE_IDENTITY,1,,
