SectionId,PageId,ChapterId,Paragraph,SortIndex
LEADERS,LEADER_T_ROOSEVELT_ROUGHRIDER,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_T_ROOSEVELT_CHAPTER_HISTORY_PARA_8,8
LEADERS,LEADER_T_ROOSEVELT_ROUGHRIDER,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_T_ROOSEVELT_CHAPTER_HISTORY_PARA_9,9
LEADERS,LEADER_T_ROOSEVELT_ROUGHRIDER,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_T_ROOSEVELT_CHAPTER_HISTORY_PARA_10,10
CIVILIZATIONS,LEADER_HARALD_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_HARDRADA_CHAPTER_HISTORY_PARA_1,1
CIVILIZATIONS,LEADER_HARALD_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_HARDRADA_CHAPTER_HISTORY_PARA_2,2
CIVILIZATIONS,LEADER_HARALD_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_HARDRADA_CHAPTER_HISTORY_PARA_3,3
CIVILIZATIONS,LEADER_HARALD_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_HARDRADA_CHAPTER_HISTORY_PARA_4,4
CIVILIZATIONS,LEADER_HARALD_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_HARDRADA_CHAPTER_HISTORY_PARA_5,5
CIVILIZATIONS,LEADER_HARALD_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_HARDRADA_CHAPTER_HISTORY_PARA_6,6
CIVILIZATIONS,LEADER_HARALD_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_HARDRADA_CHAPTER_HISTORY_PARA_7,7
CIVILIZATIONS,LEADER_HARALD_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_HARDRADA_CHAPTER_HISTORY_PARA_8,8
CIVILIZATIONS,LEADER_HARALD_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_HARDRADA_CHAPTER_HISTORY_PARA_9,9
LEADERS,LEADER_HARALD_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_HARDRADA_CHAPTER_HISTORY_PARA_1,1
LEADERS,LEADER_HARALD_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_HARDRADA_CHAPTER_HISTORY_PARA_2,2
LEADERS,LEADER_HARALD_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_HARDRADA_CHAPTER_HISTORY_PARA_3,3
LEADERS,LEADER_HARALD_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_HARDRADA_CHAPTER_HISTORY_PARA_4,4
LEADERS,LEADER_HARALD_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_HARDRADA_CHAPTER_HISTORY_PARA_5,5
LEADERS,LEADER_HARALD_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_HARDRADA_CHAPTER_HISTORY_PARA_6,6
LEADERS,LEADER_HARALD_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_HARDRADA_CHAPTER_HISTORY_PARA_7,7
LEADERS,LEADER_HARALD_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_HARDRADA_CHAPTER_HISTORY_PARA_8,8
LEADERS,LEADER_HARALD_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_HARDRADA_CHAPTER_HISTORY_PARA_9,9
CIVILIZATIONS,LEADER_VICTORIA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_VICTORIA_CHAPTER_HISTORY_PARA_1,1
CIVILIZATIONS,LEADER_VICTORIA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_VICTORIA_CHAPTER_HISTORY_PARA_2,2
CIVILIZATIONS,LEADER_VICTORIA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_VICTORIA_CHAPTER_HISTORY_PARA_3,3
CIVILIZATIONS,LEADER_VICTORIA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_VICTORIA_CHAPTER_HISTORY_PARA_4,4
CIVILIZATIONS,LEADER_VICTORIA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_VICTORIA_CHAPTER_HISTORY_PARA_5,5
CIVILIZATIONS,LEADER_VICTORIA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_VICTORIA_CHAPTER_HISTORY_PARA_6,6
CIVILIZATIONS,LEADER_VICTORIA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_VICTORIA_CHAPTER_HISTORY_PARA_7,7
CIVILIZATIONS,LEADER_VICTORIA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_VICTORIA_CHAPTER_HISTORY_PARA_8,8
LEADERS,LEADER_VICTORIA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_VICTORIA_CHAPTER_HISTORY_PARA_1,1
LEADERS,LEADER_VICTORIA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_VICTORIA_CHAPTER_HISTORY_PARA_2,2
LEADERS,LEADER_VICTORIA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_VICTORIA_CHAPTER_HISTORY_PARA_3,3
LEADERS,LEADER_VICTORIA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_VICTORIA_CHAPTER_HISTORY_PARA_4,4
LEADERS,LEADER_VICTORIA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_VICTORIA_CHAPTER_HISTORY_PARA_5,5
LEADERS,LEADER_VICTORIA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_VICTORIA_CHAPTER_HISTORY_PARA_6,6
LEADERS,LEADER_VICTORIA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_VICTORIA_CHAPTER_HISTORY_PARA_7,7
LEADERS,LEADER_VICTORIA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_VICTORIA_CHAPTER_HISTORY_PARA_8,8
CIVILIZATIONS,LEADER_SALADIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SALADIN_CHAPTER_HISTORY_PARA_1,1
CIVILIZATIONS,LEADER_SALADIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SALADIN_CHAPTER_HISTORY_PARA_2,2
CIVILIZATIONS,LEADER_SALADIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SALADIN_CHAPTER_HISTORY_PARA_3,3
CIVILIZATIONS,LEADER_SALADIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SALADIN_CHAPTER_HISTORY_PARA_4,4
CIVILIZATIONS,LEADER_SALADIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SALADIN_CHAPTER_HISTORY_PARA_5,5
CIVILIZATIONS,LEADER_SALADIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SALADIN_CHAPTER_HISTORY_PARA_6,6
CIVILIZATIONS,LEADER_SALADIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SALADIN_CHAPTER_HISTORY_PARA_7,7
CIVILIZATIONS,LEADER_SALADIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SALADIN_CHAPTER_HISTORY_PARA_8,8
LEADERS,LEADER_SALADIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SALADIN_CHAPTER_HISTORY_PARA_1,1
LEADERS,LEADER_SALADIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SALADIN_CHAPTER_HISTORY_PARA_2,2
LEADERS,LEADER_SALADIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SALADIN_CHAPTER_HISTORY_PARA_3,3
LEADERS,LEADER_SALADIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SALADIN_CHAPTER_HISTORY_PARA_4,4
LEADERS,LEADER_SALADIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SALADIN_CHAPTER_HISTORY_PARA_5,5
LEADERS,LEADER_SALADIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SALADIN_CHAPTER_HISTORY_PARA_6,6
LEADERS,LEADER_SALADIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SALADIN_CHAPTER_HISTORY_PARA_7,7
LEADERS,LEADER_SALADIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SALADIN_CHAPTER_HISTORY_PARA_8,8
CIVILIZATIONS,LEADER_QIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_QIN_CHAPTER_HISTORY_PARA_1,1
CIVILIZATIONS,LEADER_QIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_QIN_CHAPTER_HISTORY_PARA_2,2
CIVILIZATIONS,LEADER_QIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_QIN_CHAPTER_HISTORY_PARA_3,3
CIVILIZATIONS,LEADER_QIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_QIN_CHAPTER_HISTORY_PARA_4,4
CIVILIZATIONS,LEADER_QIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_QIN_CHAPTER_HISTORY_PARA_5,5
CIVILIZATIONS,LEADER_QIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_QIN_CHAPTER_HISTORY_PARA_6,6
CIVILIZATIONS,LEADER_QIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_QIN_CHAPTER_HISTORY_PARA_7,7
CIVILIZATIONS,LEADER_QIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_QIN_CHAPTER_HISTORY_PARA_8,8
LEADERS,LEADER_QIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_QIN_CHAPTER_HISTORY_PARA_1,1
LEADERS,LEADER_QIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_QIN_CHAPTER_HISTORY_PARA_2,2
LEADERS,LEADER_QIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_QIN_CHAPTER_HISTORY_PARA_3,3
LEADERS,LEADER_QIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_QIN_CHAPTER_HISTORY_PARA_4,4
LEADERS,LEADER_QIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_QIN_CHAPTER_HISTORY_PARA_5,5
LEADERS,LEADER_QIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_QIN_CHAPTER_HISTORY_PARA_6,6
LEADERS,LEADER_QIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_QIN_CHAPTER_HISTORY_PARA_7,7
LEADERS,LEADER_QIN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_QIN_CHAPTER_HISTORY_PARA_8,8
CIVILIZATIONS,LEADER_CLEOPATRA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CLEOPATRA_CHAPTER_HISTORY_PARA_1,1
CIVILIZATIONS,LEADER_CLEOPATRA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CLEOPATRA_CHAPTER_HISTORY_PARA_2,2
CIVILIZATIONS,LEADER_CLEOPATRA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CLEOPATRA_CHAPTER_HISTORY_PARA_3,3
CIVILIZATIONS,LEADER_CLEOPATRA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CLEOPATRA_CHAPTER_HISTORY_PARA_4,4
CIVILIZATIONS,LEADER_CLEOPATRA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CLEOPATRA_CHAPTER_HISTORY_PARA_5,5
CIVILIZATIONS,LEADER_CLEOPATRA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CLEOPATRA_CHAPTER_HISTORY_PARA_6,6
CIVILIZATIONS,LEADER_CLEOPATRA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CLEOPATRA_CHAPTER_HISTORY_PARA_7,7
CIVILIZATIONS,LEADER_CLEOPATRA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CLEOPATRA_CHAPTER_HISTORY_PARA_8,8
CIVILIZATIONS,LEADER_CLEOPATRA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CLEOPATRA_CHAPTER_HISTORY_PARA_9,9
CIVILIZATIONS,LEADER_CLEOPATRA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CLEOPATRA_CHAPTER_HISTORY_PARA_10,10
CIVILIZATIONS,LEADER_CLEOPATRA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CLEOPATRA_CHAPTER_HISTORY_PARA_11,11
LEADERS,LEADER_CLEOPATRA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CLEOPATRA_CHAPTER_HISTORY_PARA_1,1
LEADERS,LEADER_CLEOPATRA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CLEOPATRA_CHAPTER_HISTORY_PARA_2,2
LEADERS,LEADER_CLEOPATRA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CLEOPATRA_CHAPTER_HISTORY_PARA_3,3
LEADERS,LEADER_CLEOPATRA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CLEOPATRA_CHAPTER_HISTORY_PARA_4,4
LEADERS,LEADER_CLEOPATRA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CLEOPATRA_CHAPTER_HISTORY_PARA_5,5
LEADERS,LEADER_CLEOPATRA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CLEOPATRA_CHAPTER_HISTORY_PARA_6,6
LEADERS,LEADER_CLEOPATRA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CLEOPATRA_CHAPTER_HISTORY_PARA_7,7
LEADERS,LEADER_CLEOPATRA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CLEOPATRA_CHAPTER_HISTORY_PARA_8,8
LEADERS,LEADER_CLEOPATRA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CLEOPATRA_CHAPTER_HISTORY_PARA_9,9
LEADERS,LEADER_CLEOPATRA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CLEOPATRA_CHAPTER_HISTORY_PARA_10,10
LEADERS,LEADER_CLEOPATRA_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CLEOPATRA_CHAPTER_HISTORY_PARA_11,11
CIVILIZATIONS,LEADER_CATHERINE_DE_MEDICI_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CATHERINE_DE_MEDICI_CHAPTER_HISTORY_PARA_1,1
CIVILIZATIONS,LEADER_CATHERINE_DE_MEDICI_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CATHERINE_DE_MEDICI_CHAPTER_HISTORY_PARA_2,2
CIVILIZATIONS,LEADER_CATHERINE_DE_MEDICI_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CATHERINE_DE_MEDICI_CHAPTER_HISTORY_PARA_3,3
CIVILIZATIONS,LEADER_CATHERINE_DE_MEDICI_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CATHERINE_DE_MEDICI_CHAPTER_HISTORY_PARA_4,4
CIVILIZATIONS,LEADER_CATHERINE_DE_MEDICI_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CATHERINE_DE_MEDICI_CHAPTER_HISTORY_PARA_5,5
CIVILIZATIONS,LEADER_CATHERINE_DE_MEDICI_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CATHERINE_DE_MEDICI_CHAPTER_HISTORY_PARA_6,6
CIVILIZATIONS,LEADER_CATHERINE_DE_MEDICI_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CATHERINE_DE_MEDICI_CHAPTER_HISTORY_PARA_7,7
CIVILIZATIONS,LEADER_CATHERINE_DE_MEDICI_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CATHERINE_DE_MEDICI_CHAPTER_HISTORY_PARA_8,8
CIVILIZATIONS,LEADER_CATHERINE_DE_MEDICI_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CATHERINE_DE_MEDICI_CHAPTER_HISTORY_PARA_9,9
CIVILIZATIONS,LEADER_CATHERINE_DE_MEDICI_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CATHERINE_DE_MEDICI_CHAPTER_HISTORY_PARA_10,10
LEADERS,LEADER_CATHERINE_DE_MEDICI_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CATHERINE_DE_MEDICI_CHAPTER_HISTORY_PARA_1,1
LEADERS,LEADER_CATHERINE_DE_MEDICI_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CATHERINE_DE_MEDICI_CHAPTER_HISTORY_PARA_2,2
LEADERS,LEADER_CATHERINE_DE_MEDICI_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CATHERINE_DE_MEDICI_CHAPTER_HISTORY_PARA_3,3
LEADERS,LEADER_CATHERINE_DE_MEDICI_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CATHERINE_DE_MEDICI_CHAPTER_HISTORY_PARA_4,4
LEADERS,LEADER_CATHERINE_DE_MEDICI_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CATHERINE_DE_MEDICI_CHAPTER_HISTORY_PARA_5,5
LEADERS,LEADER_CATHERINE_DE_MEDICI_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CATHERINE_DE_MEDICI_CHAPTER_HISTORY_PARA_6,6
LEADERS,LEADER_CATHERINE_DE_MEDICI_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CATHERINE_DE_MEDICI_CHAPTER_HISTORY_PARA_7,7
LEADERS,LEADER_CATHERINE_DE_MEDICI_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CATHERINE_DE_MEDICI_CHAPTER_HISTORY_PARA_8,8
LEADERS,LEADER_CATHERINE_DE_MEDICI_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CATHERINE_DE_MEDICI_CHAPTER_HISTORY_PARA_9,9
LEADERS,LEADER_CATHERINE_DE_MEDICI_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_CATHERINE_DE_MEDICI_CHAPTER_HISTORY_PARA_10,10
CIVILIZATIONS,LEADER_SULEIMAN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SULEIMAN_CHAPTER_HISTORY_PARA_1,1
CIVILIZATIONS,LEADER_SULEIMAN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SULEIMAN_CHAPTER_HISTORY_PARA_2,2
CIVILIZATIONS,LEADER_SULEIMAN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SULEIMAN_CHAPTER_HISTORY_PARA_3,3
CIVILIZATIONS,LEADER_SULEIMAN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SULEIMAN_CHAPTER_HISTORY_PARA_4,4
CIVILIZATIONS,LEADER_SULEIMAN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SULEIMAN_CHAPTER_HISTORY_PARA_5,5
CIVILIZATIONS,LEADER_SULEIMAN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SULEIMAN_CHAPTER_HISTORY_PARA_6,6
CIVILIZATIONS,LEADER_SULEIMAN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SULEIMAN_CHAPTER_HISTORY_PARA_7,7
CIVILIZATIONS,LEADER_SULEIMAN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SULEIMAN_CHAPTER_HISTORY_PARA_8,8
CIVILIZATIONS,LEADER_SULEIMAN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SULEIMAN_CHAPTER_HISTORY_PARA_9,9
LEADERS,LEADER_SULEIMAN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SULEIMAN_CHAPTER_HISTORY_PARA_1,1
LEADERS,LEADER_SULEIMAN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SULEIMAN_CHAPTER_HISTORY_PARA_2,2
LEADERS,LEADER_SULEIMAN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SULEIMAN_CHAPTER_HISTORY_PARA_3,3
LEADERS,LEADER_SULEIMAN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SULEIMAN_CHAPTER_HISTORY_PARA_4,4
LEADERS,LEADER_SULEIMAN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SULEIMAN_CHAPTER_HISTORY_PARA_5,5
LEADERS,LEADER_SULEIMAN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SULEIMAN_CHAPTER_HISTORY_PARA_6,6
LEADERS,LEADER_SULEIMAN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SULEIMAN_CHAPTER_HISTORY_PARA_7,7
LEADERS,LEADER_SULEIMAN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SULEIMAN_CHAPTER_HISTORY_PARA_8,8
LEADERS,LEADER_SULEIMAN_ALT,HISTORY,LOC_PEDIA_LEADERS_PAGE_LEADER_SULEIMAN_CHAPTER_HISTORY_PARA_9,9
CONCEPTS,HEROES,UNITS,LOC_PEDIA_CONCEPTS_PAGE_HEROES_CHAPTER_UNITS_PARA_1,10
CONCEPTS,HEROES,UNITS,LOC_PEDIA_CONCEPTS_PAGE_HEROES_CHAPTER_UNITS_PARA_2,20
CONCEPTS,HEROES,UNITS,LOC_PEDIA_CONCEPTS_PAGE_HEROES_CHAPTER_UNITS_PARA_3,30
CONCEPTS,HEROES,UNITS,LOC_PEDIA_CONCEPTS_PAGE_HEROES_CHAPTER_UNITS_PARA_21,21
