BuildingType,ModifierId
BUILDING_STAVE_CHURCH,STAVE_CHURCH_FAITHWOODSADJACENCY
BUILDING_ALHAMBRA,ALHAMBRA_MILITARY_GOVERNMENT_SLOT
BUILDING_POTALA_PALACE,POTALA_PALACE_DIPLOMATIC_GOVERNMENT_SLOT
BUILDING_FORBIDDEN_CITY,FORBIDDEN_CITY_WILDCARD_GOVERNMENT_SLOT
BUILDING_BIG_BEN,BIG_BEN_ECONOMIC_GOVERNMENT_SLOT
BUILDING_GREAT_ZIMBABWE,GREAT_ZIMBABWE_DOMESTICBONUSRESOURCEGOLD
BUILDING_GREAT_ZIMBABWE,GREAT_ZIMBABWE_INTERNATIONALBONUSRESOURCEGOLD
BUILDING_ORACLE,ORACLE_GREATGENERALPOINTS
BUILDING_ORACLE,ORACLE_GREATADMIRALPOINTS
BUILDING_ORACLE,ORACLE_GREATENGINEERPOINTS
BUILDING_ORACLE,ORACLE_GREATMERCHANTPOINTS
BUILDING_ORACLE,ORACLE_GREATPROPHETPOINTS
BUILDING_ORACLE,ORACLE_GREATSCIENTISTPOINTS
BUILDING_ORACLE,ORACLE_GREATWRITERPOINTS
BUILDING_ORACLE,ORACLE_PATRONAGE_FAITH_DISCOUNT
BUILDING_CRISTO_REDENTOR,CRISTOREDENTOR_BEACHTOURISM
BUILDING_CRISTO_REDENTOR,CRISTOREDENTOR_FULLRELIGIOUSTOURISM
BUILDING_FILM_STUDIO,FILMSTUDIO_ENHANCEDLATETOURISM
BUILDING_VENETIAN_ARSENAL,VENETIAN_ARSENAL_EXTRANAVALMELEE
BUILDING_VENETIAN_ARSENAL,VENETIAN_ARSENAL_EXTRANAVALRANGED
BUILDING_VENETIAN_ARSENAL,VENETIAN_ARSENAL_EXTRANAVALCARRIER
BUILDING_GREAT_LIBRARY,GREAT_LIBRARY_ANCIENT_CLASSICAL_TECH_BOOSTS
BUILDING_BOLSHOI_THEATRE,BOLSHOI_THEATRE_FREE_CIVICS
BUILDING_OXFORD_UNIVERSITY,OXFORD_UNIVERSITY_FREE_TECHS
BUILDING_COLOSSUS,COLOSSUS_GRANT_TRADER
BUILDING_PYRAMIDS,PYRAMID_GRANT_BUILDERS
BUILDING_STONEHENGE,STONEHENGE_GRANT_PROPHET
BUILDING_STONEHENGE,STONEHENGE_ALTERNATE_GRANT_APOSTLE
BUILDING_MAHABODHI_TEMPLE,MAHABODHITEMPLE_APOSTLE
BUILDING_TERRACOTTA_ARMY,TERRACOTTA_ARMY_ARCHAEOLOGIST_OPEN_BORDERS
BUILDING_MONT_ST_MICHEL,MONT_ST_MICHEL_GRANT_MARTYR
BUILDING_TERRACOTTA_ARMY,TERRACOTTA_ARMY_LEVEL_UP_UNITS
BUILDING_GREAT_LIGHTHOUSE,GREATLIGHTHOUSE_ADJUST_SEA_MOVEMENT
BUILDING_GREAT_LIGHTHOUSE,GREATLIGHTHOUSE_ADJUST_EMBARKED_MOVEMENT
BUILDING_GREAT_LIGHTHOUSE,GREATLIGHTHOUSE_ADD_EMBARKED_ABILITY_TEXT_ONLY
BUILDING_HAGIA_SOPHIA,HAGIA_SOPHIA_ADJUST_RELIGIOUS_CHARGES
BUILDING_CHICHEN_ITZA,CHICHEN_ITZA_JUNGLE_CULTURE
BUILDING_CHICHEN_ITZA,CHICHEN_ITZA_JUNGLE_PRODUCTION
BUILDING_LIGHTHOUSE,LIGHTHOUSE_COAST_FOOD
BUILDING_PETRA,PETRA_YIELD_MODIFIER
BUILDING_RUHR_VALLEY,RUHR_VALLEY_PRODUCTION_MODIFIER
BUILDING_SEAPORT,SEAPORT_COAST_GOLD
BUILDING_STAVE_CHURCH,STAVECHURCH_SEARESOURCE_PRODUCTION
BUILDING_BROADWAY,BUILDING_BROADWAY_RANDOMCIVICBOOST
BUILDING_HUEY_TEOCALLI,HUEY_ADDENTERTAINMENT
BUILDING_HUEY_TEOCALLI,HUEY_LAKE_FOOD
BUILDING_HUEY_TEOCALLI,HUEY_LAKE_PRODUCTION
BUILDING_ANGKOR_WAT,ANGKORWAT_ADDPOPULATION
BUILDING_ANGKOR_WAT,ANGKORWAT_ADDHOUSING
BUILDING_PRASAT,PRASAT_CULTURE_POPULATION
BUILDING_SUKIENNICE,SUKIENNICE_DOMESTICGOLD
BUILDING_SUKIENNICE,SUKIENNICE_INTERNATIONALPRODUCTION
BUILDING_SUKIENNICE,MARKET_TRADE_ROUTE_CAPACITY
BUILDING_JEBEL_BARKAL,JEBELBARKAL_GRANT_FOUR_IRON_PER_TURN
BUILDING_HALICARNASSUS_MAUSOLEUM,HALICARNASSUS_ADJUST_ENGINEER_CHARGES
BUILDING_BASILIKOI_PAIDES,BASILIKOI_PAIDES_TRAINED_UNIT_XP_MODIFIER
BUILDING_APADANA,APADANA_AWARD_TWO_INFLUENCE_TOKEN
BUILDING_BASILIKOI_PAIDES,BASILIKOI_PAIDES_SCIENCE_TRAINED_UNIT
BUILDING_HALICARNASSUS_MAUSOLEUM,HALICARNASSUS_MAUSOLEUM_YIELD_MODIFIER
BUILDING_BASILIKOI_PAIDES,BASILIKOI_PAIDES_ADJUST_RESOURCE_STOCKPILE_CAP
BUILDING_ORDU,ORDU_TRAINED_UNIT_XP_MODIFIER
BUILDING_ORDU,ORDU_INCREASED_MOVEMENT_MODIFIER
BUILDING_TSIKHE,TSIKHE_PREVENT_MELEE_ATTACK_OUTER_DEFENSES
BUILDING_TSIKHE,TSIKHE_PREVENT_BYPASS_OUTER_DEFENSE
BUILDING_TSIKHE,TSIKHE_FAITH_GOLDEN_AGE
BUILDING_AMUNDSEN_SCOTT_RESEARCH_STATION,AMUNDSEN_ADDSCIENCEYIELD
BUILDING_AMUNDSEN_SCOTT_RESEARCH_STATION,AMUNDSEN_ADDPRODUCTIONYIELD
BUILDING_AMUNDSEN_SCOTT_RESEARCH_STATION,AMUNDSEN_SNOW_ADDSCIENCEYIELD
BUILDING_AMUNDSEN_SCOTT_RESEARCH_STATION,AMUNDSEN_SNOW_ADDPRODUCTIONYIELD
BUILDING_CASA_DE_CONTRATACION,CONTRATACION_GOVERNOR_POINTS
BUILDING_CASA_DE_CONTRATACION,CONTRATACION_FOREIGNFAITH
BUILDING_CASA_DE_CONTRATACION,CONTRATACION_FOREIGNGOLD
BUILDING_CASA_DE_CONTRATACION,CONTRATACION_FOREIGNPRODUCTION
BUILDING_KILWA_KISIWANI,KILWA_SINGLE_ADDSCIENCEYIELD
BUILDING_KILWA_KISIWANI,KILWA_SINGLE_ADDFAITHYIELD
BUILDING_KILWA_KISIWANI,KILWA_SINGLE_ADDGOLDYIELD
BUILDING_KILWA_KISIWANI,KILWA_SINGLE_ADDCULTUREYIELD
BUILDING_KILWA_KISIWANI,KILWA_SINGLE_ADDPRODUCTIONUNITS
BUILDING_KILWA_KISIWANI,KILWA_SINGLE_ADDPRODUCTIONBUILDINGS
BUILDING_KILWA_KISIWANI,KILWA_SINGLE_ADDPRODUCTIONDISTRICTS
BUILDING_KILWA_KISIWANI,KILWA_PLAYERCITIES_ADDSCIENCEYIELD
BUILDING_KILWA_KISIWANI,KILWA_PLAYERCITIES_ADDFAITHYIELD
BUILDING_KILWA_KISIWANI,KILWA_PLAYERCITIES_ADDGOLDYIELD
BUILDING_KILWA_KISIWANI,KILWA_PLAYERCITIES_ADDCULTUREYIELD
BUILDING_KILWA_KISIWANI,KILWA_PLAYERCITIES_ADDPRODUCTIONUNITS
BUILDING_KILWA_KISIWANI,KILWA_PLAYERCITIES_ADDPRODUCTIONBUILDINGS
BUILDING_KILWA_KISIWANI,KILWA_PLAYERCITIES_ADDPRODUCTIONDISTRICTS
BUILDING_KILWA_KISIWANI,KILWA_THREE_INFLUENCE_TOKENS
BUILDING_KOTOKU_IN,KOTOKU_ADDFAITHYIELD
BUILDING_KOTOKU_IN,KOTOKU_GRANTMONKS
BUILDING_STATUE_LIBERTY,STATUELIBERTY_CITIES_ALWAYS_LOYAL
BUILDING_ST_BASILS_CATHEDRAL,STBASILS_ADDFOOD
BUILDING_ST_BASILS_CATHEDRAL,STBASILS_ADDPRODUCTION
BUILDING_ST_BASILS_CATHEDRAL,STBASILS_ADDCULTURE
BUILDING_ST_BASILS_CATHEDRAL,STBASILS_ADDRELIGIOUSTOURISM
BUILDING_TAJ_MAHAL,TAJ_MAHAL_EXTRA_ERA_SCORE
BUILDING_COLOSSEUM,COLOSSEUM_IDENTITY
BUILDING_GREAT_LIBRARY,GREATLIBRARY_BOOST_SCIENTIST
BUILDING_STATUE_LIBERTY,STATUELIBERTY_DIPLOVP
BUILDING_ORDU,ORDU_ADJUST_RESOURCE_STOCKPILE_CAP
BUILDING_GOV_TALL,GOV_TALL_AMENITY_BUFF
BUILDING_GOV_TALL,GOV_TALL_LOYALTY_DEBUFF
BUILDING_GOV_TALL,GOV_TALL_HOUSING_BUFF
BUILDING_GOV_WIDE,GOV_SETTLER_COST_REDUCTION
BUILDING_GOV_WIDE,GOV_SETTLER_GRANT_BUILDER
BUILDING_GOV_CONQUEST,GOV_PRODUCTION_BOOST_FROM_CAPTURE
BUILDING_GOV_CITYSTATES,BUILDING_GOV_CITYSTATES_UNIT_STRENGTH
BUILDING_GOV_CITYSTATES,BUILDING_GOV_CITYSTATES_LEVERAGED_UNIT_STRENGTH
BUILDING_GOV_CITYSTATES,BUILDING_GOV_LEVY_DISCOUNT
BUILDING_GOV_FAITH,GOV_FAITH_PURCHASE_RECON
BUILDING_GOV_FAITH,GOV_FAITH_PURCHASE_MELEE
BUILDING_GOV_FAITH,GOV_FAITH_PURCHASE_RANGED
BUILDING_GOV_FAITH,GOV_FAITH_PURCHASE_SIEGE
BUILDING_GOV_FAITH,GOV_FAITH_PURCHASE_HEAVY_CAVALRY
BUILDING_GOV_FAITH,GOV_FAITH_PURCHASE_LIGHT_CAVALRY
BUILDING_GOV_FAITH,GOV_FAITH_PURCHASE_RANGED_CAVALRY
BUILDING_GOV_FAITH,GOV_FAITH_PURCHASE_ANTI_CAVALRY
BUILDING_GOV_FAITH,GOV_FAITH_PURCHASE_HEAVY_CHARIOT
BUILDING_GOV_FAITH,GOV_FAITH_PURCHASE_LIGHT_CHARIOT
BUILDING_GOV_FAITH,GOV_FAITH_PILLAGE_IMPROVEMENT_FAITH
BUILDING_GOV_FAITH,GOV_FAITH_PILLAGE_DISTRICT_FAITH
BUILDING_GOV_SPIES,GOV_GRANT_SPY
BUILDING_GOV_SPIES,GOV_ADD_SPY_UNIT
BUILDING_GOV_SPIES,GOV_INCREASE_SPY_LEVEL
BUILDING_GOV_MILITARY,GOV_HEAL_AFTER_DEFEATING_UNIT
BUILDING_GOV_SCIENCE,GOV_PROJECT_ABILITY
BUILDING_SHOPPING_MALL,SHOPPING_MALL_TOURISM
BUILDING_FERRIS_WHEEL,FERRIS_WHEEL_TOURISM
BUILDING_AQUARIUM,AQUARIUM_SEARESOURCE_SCIENCE
BUILDING_AQUARIUM,AQUARIUM_REEF_SCIENCE
BUILDING_AQUATICS_CENTER,AQUATICS_CENTER_WONDER_TOURISM
BUILDING_ZOO,ZOO_RAINFOREST_SCIENCE
BUILDING_ZOO,ZOO_MARSH_SCIENCE
BUILDING_STADIUM,STADIUM_10_POPULATION_TOURISM
BUILDING_STADIUM,STADIUM_20_POPULATION_TOURISM
BUILDING_MARKET,MARKET_TRADE_ROUTE_CAPACITY
BUILDING_LIGHTHOUSE,LIGHTHOUSE_TRADE_ROUTE_CAPACITY
BUILDING_MONUMENT,MONUMENT_LOYALTY
BUILDING_MONUMENT,MONUMENT_CULTURE_AT_FULL_LOYALTY
BUILDING_HYDROELECTRIC_DAM,HYDROELECTRIC_DAM_FREE_POWER
BUILDING_LIGHTHOUSE,LIGHTHOUSE_COASTAL_CITY_HOUSING
BUILDING_SHIPYARD,SHIPYARD_UNIMPROVED_COAST_PRODUCTION
BUILDING_BIG_BEN,BIG_BEN_INCREASE_GOLD
BUILDING_MAHABODHI_TEMPLE,MAHABODHI_DIPLOVP
BUILDING_POTALA_PALACE,POTALA_DIPLOVP
BUILDING_HYDROELECTRIC_DAM,MERCHANT_RENEWABLE_ENERGY_HYDROELECTRIC_DAM_FREE_POWER
BUILDING_CASTLE,CASTLE_PREVENT_MELEE_ATTACK_OUTER_DEFENSES
BUILDING_STAR_FORT,STAR_FORT_PREVENT_MELEE_ATTACK_OUTER_DEFENSES
BUILDING_STAR_FORT,STAR_FORT_PREVENT_BYPASS_OUTER_DEFENSE
BUILDING_BARRACKS,BARRACKS_ADJUST_RESOURCE_STOCKPILE_CAP
BUILDING_STABLE,STABLE_ADJUST_RESOURCE_STOCKPILE_CAP
BUILDING_ARMORY,ARMORY_ADJUST_RESOURCE_STOCKPILE_CAP
BUILDING_MILITARY_ACADEMY,MILITARY_ACADEMY_ADJUST_RESOURCE_STOCKPILE_CAP
BUILDING_GOV_CITYSTATES,GOVCITYSTATES_ADJUST_FAVOR
BUILDING_PAGODA,PAGODA_ADJUST_FAVOR
BUILDING_THERMAL_BATH,THERMALBATH_ADDTOURISM
BUILDING_THERMAL_BATH,THERMALBATH_ADDAMENITIES
BUILDING_MARAE,MARAE_FAITH_FEATURES
BUILDING_MARAE,MARAE_CULTURE_FEATURES
BUILDING_MARAE,MARAE_TOURISM_FEATURES
BUILDING_GRAND_BAZAAR,GRANDBAZAAR_AMENITIES_LUXURIES
BUILDING_GRAND_BAZAAR,GRANDBAZAAR_ACCUMULATION_STRATEGICS
BUILDING_GOLDEN_GATE_BRIDGE,GOLDENGATE_CITYAPPEAL
BUILDING_GOLDEN_GATE_BRIDGE,GOLDENGATE_GRANT_ROUTES
BUILDING_GOLDEN_GATE_BRIDGE,GOLDENGATE_IMPROVEMENT_TOURISM
BUILDING_GOLDEN_GATE_BRIDGE,GOLDENGATE_NATIONAL_PARK_TOURISM
BUILDING_GOLDEN_GATE_BRIDGE,GOLDENGATE_REMOVE_CLIFFS
BUILDING_GREAT_BATH,GREATBATH_FLOODFAITH
BUILDING_MACHU_PICCHU,MACHUPICCHU_COMMERCIALHUB_GRASSMOUNTAIN_GOLD
BUILDING_MACHU_PICCHU,MACHUPICCHU_COMMERCIALHUB_PLAINSMOUNTAIN_GOLD
BUILDING_MACHU_PICCHU,MACHUPICCHU_COMMERCIALHUB_DESERTMOUNTAIN_GOLD
BUILDING_MACHU_PICCHU,MACHUPICCHU_COMMERCIALHUB_TUNDRAMOUNTAIN_GOLD
BUILDING_MACHU_PICCHU,MACHUPICCHU_COMMERCIALHUB_SNOWMOUNTAIN_GOLD
BUILDING_MACHU_PICCHU,MACHUPICCHU_INDUSTRIALZONE_GRASSMOUNTAIN_PRODUCTION
BUILDING_MACHU_PICCHU,MACHUPICCHU_INDUSTRIALZONE_PLAINSMOUNTAIN_PRODUCTION
BUILDING_MACHU_PICCHU,MACHUPICCHU_INDUSTRIALZONE_DESERTMOUNTAIN_PRODUCTION
BUILDING_MACHU_PICCHU,MACHUPICCHU_INDUSTRIALZONE_TUNDRAMOUNTAIN_PRODUCTION
BUILDING_MACHU_PICCHU,MACHUPICCHU_INDUSTRIALZONE_SNOWMOUNTAIN_PRODUCTION
BUILDING_MACHU_PICCHU,MACHUPICCHU_THEATER_GRASSMOUNTAIN_CULTURE
BUILDING_MACHU_PICCHU,MACHUPICCHU_THEATER_PLAINSMOUNTAIN_CULTURE
BUILDING_MACHU_PICCHU,MACHUPICCHU_THEATER_DESERTMOUNTAIN_CULTURE
BUILDING_MACHU_PICCHU,MACHUPICCHU_THEATER_TUNDRAMOUNTAIN_CULTURE
BUILDING_MACHU_PICCHU,MACHUPICCHU_THEATER_SNOWMOUNTAIN_CULTURE
BUILDING_MEENAKSHI_TEMPLE,MEENAKSHITEMPLE_FREE_GURU
BUILDING_MEENAKSHI_TEMPLE,MEENAKSHITEMPLE_RELIGIOUS_UNITS_MOVEMENT
BUILDING_MEENAKSHI_TEMPLE,MEENAKSHITEMPLE_RELIGIOUS_UNITS_COMBAT
BUILDING_ORSZAGHAZ,ORSZAGHAZ_DOUBLE_FAVOR_SUZERAIN
BUILDING_MEENAKSHI_TEMPLE,MEENAKSHITEMPLE_GURU_DISCOUNT
BUILDING_UNIVERSITY_SANKORE,SANKORE_TRADE_OFFER_SCIENCE
BUILDING_UNIVERSITY_SANKORE,SANKORE_TRADE_OFFER_GOLD
BUILDING_UNIVERSITY_SANKORE,SANKORE_TRADE_GAIN_SCIENCE
BUILDING_UNIVERSITY_SANKORE,SANKORE_TRADE_DOMESTIC_SCIENCE
BUILDING_UNIVERSITY_SANKORE,SANKORE_TRADE_DOMESTIC_FAITH
BUILDING_STAVE_CHURCH,STAVE_CHURCH_INFLUENCEPOINTS
BUILDING_BARRACKS,LAHORE_NIHANG_BARRACKS_ABILITY
BUILDING_ARMORY,LAHORE_NIHANG_ARMORY_ABILITY
BUILDING_MILITARY_ACADEMY,LAHORE_NIHANG_ACADEMY_ABILITY
BUILDING_WATER_MILL,WATERMILL_ADDMAIZEYIELD
BUILDING_BASILIKOI_PAIDES,LAHORE_NIHANG_BARRACKS_ABILITY
BUILDING_STATUE_OF_ZEUS,STAUEZEUS_ANTI_CAVALRY_PRODUCTION
BUILDING_STATUE_OF_ZEUS,STAUEZEUS_GRANT_SPEARMEN
BUILDING_STATUE_OF_ZEUS,STAUEZEUS_GRANT_ARCHERS
BUILDING_STATUE_OF_ZEUS,STAUEZEUS_GRANT_BATTERINGRAM
BUILDING_BIOSPHERE,BIOSPHERE_ADJUST_APPEAL_RAINFOREST
BUILDING_BIOSPHERE,BIOSPHERE_ADJUST_APPEAL_MARSH
BUILDING_BIOSPHERE,BIOSPHERE_MODIFIED_FREE_POWER
BUILDING_BIOSPHERE,BIOSPHERE_GREEN_ENERGY_TOURISM
BUILDING_CONSULATE,CONSULATE_INFLUENCEPOINTS
BUILDING_CONSULATE,CONSULATE_SPY_BONUS
BUILDING_CHANCERY,CHANCERY_INFLUENCEPOINTS
BUILDING_CHANCERY,CHANCERY_COUNTERYSPY_SCIENCE
BUILDING_ALCHEMICAL_SOCIETY,BUILDING_ALCHEMICAL_SOCIETY_GOLD_MIRRORS_SCIENCE
BUILDING_GILDED_VAULT,BUILDING_GILDED_VAULT_CULTURE_MIRRORS_GOLD
BUILDING_GILDED_VAULT,BUILDING_GILDED_VAULT_TRADE_ROUTE_CAPACITY
BUILDING_OLD_GOD_OBELISK,MONUMENT_LOYALTY
BUILDING_OLD_GOD_OBELISK,MONUMENT_CULTURE_AT_FULL_LOYALTY
BUILDING_PALGUM,PALGUM_ADDFOOD
BUILDING_TEMPLE,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_ANANSI
BUILDING_TEMPLE,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_ARTHUR
BUILDING_TEMPLE,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_BEOWULF
BUILDING_TEMPLE,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_HERCULES
BUILDING_TEMPLE,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_HIMIKO
BUILDING_TEMPLE,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_HIPPOLYTA
BUILDING_TEMPLE,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_HUNAHPU
BUILDING_TEMPLE,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_OYA
BUILDING_TEMPLE,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_MAUI
BUILDING_TEMPLE,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_MULAN
BUILDING_TEMPLE,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_SINBAD
BUILDING_TEMPLE,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_WUKONG
BUILDING_ORACLE,MODIFIER_ORACLE_RECALL_FAITH_COST_DISCOUNT_ANANSI
BUILDING_ORACLE,MODIFIER_ORACLE_RECALL_FAITH_COST_DISCOUNT_ARTHUR
BUILDING_ORACLE,MODIFIER_ORACLE_RECALL_FAITH_COST_DISCOUNT_BEOWULF
BUILDING_ORACLE,MODIFIER_ORACLE_RECALL_FAITH_COST_DISCOUNT_HERCULES
BUILDING_ORACLE,MODIFIER_ORACLE_RECALL_FAITH_COST_DISCOUNT_HIMIKO
BUILDING_ORACLE,MODIFIER_ORACLE_RECALL_FAITH_COST_DISCOUNT_HIPPOLYTA
BUILDING_ORACLE,MODIFIER_ORACLE_RECALL_FAITH_COST_DISCOUNT_HUNAHPU
BUILDING_ORACLE,MODIFIER_ORACLE_RECALL_FAITH_COST_DISCOUNT_OYA
BUILDING_ORACLE,MODIFIER_ORACLE_RECALL_FAITH_COST_DISCOUNT_MAUI
BUILDING_ORACLE,MODIFIER_ORACLE_RECALL_FAITH_COST_DISCOUNT_MULAN
BUILDING_ORACLE,MODIFIER_ORACLE_RECALL_FAITH_COST_DISCOUNT_SINBAD
BUILDING_ORACLE,MODIFIER_ORACLE_RECALL_FAITH_COST_DISCOUNT_WUKONG
BUILDING_STAVE_CHURCH,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_ANANSI
BUILDING_STAVE_CHURCH,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_ARTHUR
BUILDING_STAVE_CHURCH,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_BEOWULF
BUILDING_STAVE_CHURCH,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_HERCULES
BUILDING_STAVE_CHURCH,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_HIMIKO
BUILDING_STAVE_CHURCH,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_HIPPOLYTA
BUILDING_STAVE_CHURCH,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_HUNAHPU
BUILDING_STAVE_CHURCH,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_OYA
BUILDING_STAVE_CHURCH,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_MAUI
BUILDING_STAVE_CHURCH,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_MULAN
BUILDING_STAVE_CHURCH,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_SINBAD
BUILDING_STAVE_CHURCH,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_WUKONG
BUILDING_SHRINE,MODIFIER_SHRINE_CITY_HERO_EXTRA_LIFESPAN
BUILDING_HANGING_GARDENS,MODIFIER_HANGING_GARDENS_ALL_HEROES_EXTRA_LIFESPAN
BUILDING_PRASAT,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_ANANSI
BUILDING_PRASAT,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_ARTHUR
BUILDING_PRASAT,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_BEOWULF
BUILDING_PRASAT,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_HERCULES
BUILDING_PRASAT,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_HIMIKO
BUILDING_PRASAT,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_HIPPOLYTA
BUILDING_PRASAT,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_HUNAHPU
BUILDING_PRASAT,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_OYA
BUILDING_PRASAT,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_MAUI
BUILDING_PRASAT,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_MULAN
BUILDING_PRASAT,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_SINBAD
BUILDING_PRASAT,MODIFIER_TEMPLE_RECALL_FAITH_COST_DISCOUNT_WUKONG
BUILDING_NAVIGATION_SCHOOL,NAVIGATION_SCHOOL_NAVAL_UNIT_PRODUCTION
BUILDING_NAVIGATION_SCHOOL,NAVIGATION_SCHOOL_NAVAL_COAST_SCIENCE
BUILDING_ETEMENANKI,ETEMENANKI_SCIENCE_MARSH
BUILDING_ETEMENANKI,ETEMENANKI_PRODUCTION_MARSH
BUILDING_ETEMENANKI,ETEMENANKI_SCIENCE_FLOODPLAINS
BUILDING_ETEMENANKI,ETEMENANKI_PRODUCTION_FLOODPLAINS
BUILDING_TORRE_DE_BELEM,TORREDEBELEM_TRADE_GOLD_LUXURIES
BUILDING_TORRE_DE_BELEM,TORREDEBELEM_CHEAPEST_BUILDING
BUILDING_ETEMENANKI,ETEMENANKI_SCIENCE_GRASS_FLOODPLAINS
BUILDING_ETEMENANKI,ETEMENANKI_PRODUCTION_GRASS_FLOODPLAINS
BUILDING_ETEMENANKI,ETEMENANKI_SCIENCE_PLAINS_FLOODPLAINS
BUILDING_ETEMENANKI,ETEMENANKI_PRODUCTION_PLAINS_FLOODPLAINS
