SectionId,PageId,PageGroupId,PageLayoutId,Name,Tooltip,SortIndex,TextKeyPrefix
CONCEPTS,CITIES_3,CITIES,Simple,LOC_PEDIA_CONCEPTS_PAGE_CITIES_3_CHAPTER_CONTENT_TITLE,,30,
CONCEPTS,CITIES_5,CITIES,Simple,LOC_PEDIA_CONCEPTS_PAGE_CITIES_5_CHAPTER_CONTENT_TITLE,,50,
CONCEPTS,CITIES_6,CITIES,Simple,LOC_PEDIA_CONCEPTS_PAGE_CITIES_6_CHAPTER_CONTENT_TITLE,,60,
CONCEPTS,CITIES_7,CITIES,Simple,LOC_PEDIA_CONCEPTS_PAGE_CITIES_7_CHAPTER_CONTENT_TITLE,,70,
CONCEPTS,CITIES_8,CITIES,Simple,LOC_PEDIA_CONCEPTS_PAGE_CITIES_8_CHAPTER_CONTENT_TITLE,,80,
CONCEPTS,CITIES_9,CITIES,Simple,LOC_PEDIA_CONCEPTS_PAGE_CITIES_9_CHAPTER_CONTENT_TITLE,,90,
CONCEPTS,CITIES_10,CITIES,Simple,LOC_PEDIA_CONCEPTS_PAGE_CITIES_10_CHAPTER_CONTENT_TITLE,,35,
CONCEPTS,CITIES_11,CITIES,Simple,LOC_PEDIA_CONCEPTS_PAGE_CITIES_11_CHAPTER_CONTENT_TITLE,,36,
CONCEPTS,CITIES_12,CITIES,Simple,LOC_PEDIA_CONCEPTS_PAGE_CITIES_12_CHAPTER_CONTENT_TITLE,,31,
CONCEPTS,CITIES_13,CITIES,Simple,LOC_PEDIA_CONCEPTS_PAGE_CITIES_13_CHAPTER_CONTENT_TITLE,,32,
CONCEPTS,CITIES_14,CITIES,Simple,LOC_PEDIA_CONCEPTS_PAGE_CITIES_14_CHAPTER_CONTENT_TITLE,,33,
CONCEPTS,CITIES_15,CITIES,Simple,LOC_PEDIA_CONCEPTS_PAGE_CITIES_15_CHAPTER_CONTENT_TITLE,,34,
CONCEPTS,CITIES_16,CITIES,Simple,LOC_PEDIA_CONCEPTS_PAGE_CITIES_16_CHAPTER_CONTENT_TITLE,,81,
CONCEPTS,CITIES_17,CITIES,Simple,LOC_PEDIA_CONCEPTS_PAGE_CITIES_17_CHAPTER_CONTENT_TITLE,,82,
CONCEPTS,WORLD_1,WORLD,Simple,LOC_PEDIA_CONCEPTS_PAGE_WORLD_1_CHAPTER_CONTENT_TITLE,,10,
CONCEPTS,WORLD_2,WORLD,Simple,LOC_PEDIA_CONCEPTS_PAGE_WORLD_2_CHAPTER_CONTENT_TITLE,,20,
CONCEPTS,WORLD_3,WORLD,Simple,LOC_PEDIA_CONCEPTS_PAGE_WORLD_3_CHAPTER_CONTENT_TITLE,,30,
CONCEPTS,WORLD_4,WORLD,Simple,LOC_PEDIA_CONCEPTS_PAGE_WORLD_4_CHAPTER_CONTENT_TITLE,,40,
CONCEPTS,WORLD_5,WORLD,Simple,LOC_PEDIA_CONCEPTS_PAGE_WORLD_5_CHAPTER_CONTENT_TITLE,,50,
CONCEPTS,WORLD_6,WORLD,Simple,LOC_PEDIA_CONCEPTS_PAGE_WORLD_6_CHAPTER_CONTENT_TITLE,,60,
CONCEPTS,WORLD_7,WORLD,Simple,LOC_PEDIA_CONCEPTS_PAGE_WORLD_7_CHAPTER_CONTENT_TITLE,,70,
CONCEPTS,COMBAT_1,COMBAT,Simple,LOC_PEDIA_CONCEPTS_PAGE_COMBAT_1_CHAPTER_CONTENT_TITLE,,10,
CONCEPTS,COMBAT_2,COMBAT,Simple,LOC_PEDIA_CONCEPTS_PAGE_COMBAT_2_CHAPTER_CONTENT_TITLE,,20,
CONCEPTS,COMBAT_3,COMBAT,Simple,LOC_PEDIA_CONCEPTS_PAGE_COMBAT_3_CHAPTER_CONTENT_TITLE,,30,
CONCEPTS,COMBAT_4,COMBAT,Simple,LOC_PEDIA_CONCEPTS_PAGE_COMBAT_4_CHAPTER_CONTENT_TITLE,,40,
CONCEPTS,COMBAT_5,COMBAT,Simple,LOC_PEDIA_CONCEPTS_PAGE_COMBAT_5_CHAPTER_CONTENT_TITLE,,50,
CONCEPTS,COMBAT_6,COMBAT,Simple,LOC_PEDIA_CONCEPTS_PAGE_COMBAT_6_CHAPTER_CONTENT_TITLE,,60,
CONCEPTS,COMBAT_7,COMBAT,Simple,LOC_PEDIA_CONCEPTS_PAGE_COMBAT_7_CHAPTER_CONTENT_TITLE,,70,
CONCEPTS,COMBAT_8,COMBAT,Simple,LOC_PEDIA_CONCEPTS_PAGE_COMBAT_8_CHAPTER_CONTENT_TITLE,,80,
CONCEPTS,COMBAT_9,COMBAT,Simple,LOC_PEDIA_CONCEPTS_PAGE_COMBAT_9_CHAPTER_CONTENT_TITLE,,90,
CONCEPTS,COMBAT_10,COMBAT,Simple,LOC_PEDIA_CONCEPTS_PAGE_COMBAT_10_CHAPTER_CONTENT_TITLE,,100,
CONCEPTS,COMBAT_12,COMBAT,Simple,LOC_PEDIA_CONCEPTS_PAGE_COMBAT_12_CHAPTER_CONTENT_TITLE,,110,
CONCEPTS,COMBAT_13,COMBAT,Simple,LOC_PEDIA_CONCEPTS_PAGE_COMBAT_13_CHAPTER_CONTENT_TITLE,,120,
CONCEPTS,MOVEMENT_1,MOVEMENT,Simple,LOC_PEDIA_CONCEPTS_PAGE_MOVEMENT_1_CHAPTER_CONTENT_TITLE,,10,
CONCEPTS,MOVEMENT_2,MOVEMENT,Simple,LOC_PEDIA_CONCEPTS_PAGE_MOVEMENT_2_CHAPTER_CONTENT_TITLE,,20,
CONCEPTS,MOVEMENT_3,MOVEMENT,Simple,LOC_PEDIA_CONCEPTS_PAGE_MOVEMENT_3_CHAPTER_CONTENT_TITLE,,30,
CONCEPTS,MOVEMENT_4,MOVEMENT,Simple,LOC_PEDIA_CONCEPTS_PAGE_MOVEMENT_4_CHAPTER_CONTENT_TITLE,,40,
CONCEPTS,MOVEMENT_5,MOVEMENT,Simple,LOC_PEDIA_CONCEPTS_PAGE_MOVEMENT_5_CHAPTER_CONTENT_TITLE,,50,
CONCEPTS,SCIENCE_1,SCIENCE,Simple,LOC_PEDIA_CONCEPTS_PAGE_SCIENCE_1_CHAPTER_CONTENT_TITLE,,10,
CONCEPTS,SCIENCE_2,SCIENCE,Simple,LOC_PEDIA_CONCEPTS_PAGE_SCIENCE_2_CHAPTER_CONTENT_TITLE,,20,
CONCEPTS,SCIENCE_3,SCIENCE,Simple,LOC_PEDIA_CONCEPTS_PAGE_SCIENCE_3_CHAPTER_CONTENT_TITLE,,30,
CONCEPTS,SCIENCE_4,SCIENCE,Simple,LOC_PEDIA_CONCEPTS_PAGE_SCIENCE_4_CHAPTER_CONTENT_TITLE,,40,
CONCEPTS,CULTURE_1,CULTURE,Simple,LOC_PEDIA_CONCEPTS_PAGE_CULTURE_1_CHAPTER_CONTENT_TITLE,,10,
CONCEPTS,CULTURE_2,CULTURE,Simple,LOC_PEDIA_CONCEPTS_PAGE_CULTURE_2_CHAPTER_CONTENT_TITLE,,20,
CONCEPTS,CULTURE_3,CULTURE,Simple,LOC_PEDIA_CONCEPTS_PAGE_CULTURE_3_CHAPTER_CONTENT_TITLE,,30,
CONCEPTS,CULTURE_4,CULTURE,Simple,LOC_PEDIA_CONCEPTS_PAGE_CULTURE_4_CHAPTER_CONTENT_TITLE,,40,
CONCEPTS,CULTURE_5,CULTURE,Simple,LOC_PEDIA_CONCEPTS_PAGE_CULTURE_5_CHAPTER_CONTENT_TITLE,,50,
CONCEPTS,GOLD_1,GOLD,Simple,LOC_PEDIA_CONCEPTS_PAGE_GOLD_1_CHAPTER_CONTENT_TITLE,,10,
CONCEPTS,GOLD_2,GOLD,Simple,LOC_PEDIA_CONCEPTS_PAGE_GOLD_2_CHAPTER_CONTENT_TITLE,,20,
CONCEPTS,GOLD_3,GOLD,Simple,LOC_PEDIA_CONCEPTS_PAGE_GOLD_3_CHAPTER_CONTENT_TITLE,,30,
CONCEPTS,GOLD_4,GOLD,Simple,LOC_PEDIA_CONCEPTS_PAGE_GOLD_4_CHAPTER_CONTENT_TITLE,,40,
CONCEPTS,FAITH_1,FAITH,Simple,LOC_PEDIA_CONCEPTS_PAGE_FAITH_1_CHAPTER_CONTENT_TITLE,,10,
CONCEPTS,FAITH_2,FAITH,Simple,LOC_PEDIA_CONCEPTS_PAGE_FAITH_2_CHAPTER_CONTENT_TITLE,,20,
CONCEPTS,FAITH_3,FAITH,Simple,LOC_PEDIA_CONCEPTS_PAGE_FAITH_3_CHAPTER_CONTENT_TITLE,,30,
CONCEPTS,FAITH_4,FAITH,Simple,LOC_PEDIA_CONCEPTS_PAGE_FAITH_4_CHAPTER_CONTENT_TITLE,,40,
CONCEPTS,FAITH_5,FAITH,Simple,LOC_PEDIA_CONCEPTS_PAGE_FAITH_5_CHAPTER_CONTENT_TITLE,,50,
CONCEPTS,FAITH_6,FAITH,Simple,LOC_PEDIA_CONCEPTS_PAGE_FAITH_6_CHAPTER_CONTENT_TITLE,,60,
CONCEPTS,FAITH_7,FAITH,Simple,LOC_PEDIA_CONCEPTS_PAGE_FAITH_7_CHAPTER_CONTENT_TITLE,,70,
CONCEPTS,DIPLO_1,DIPLO,Simple,LOC_PEDIA_CONCEPTS_PAGE_DIPLO_1_CHAPTER_CONTENT_TITLE,,10,
CONCEPTS,DIPLO_2,DIPLO,Simple,LOC_PEDIA_CONCEPTS_PAGE_DIPLO_2_CHAPTER_CONTENT_TITLE,,20,
CONCEPTS,DIPLO_12,DIPLO,Simple,LOC_PEDIA_CONCEPTS_PAGE_DIPLO_12_CHAPTER_CONTENT_TITLE,,21,
CONCEPTS,DIPLO_7,DIPLO,Simple,LOC_PEDIA_CONCEPTS_PAGE_DIPLO_7_CHAPTER_CONTENT_TITLE,,22,
CONCEPTS,DIPLO_8,DIPLO,Simple,LOC_PEDIA_CONCEPTS_PAGE_DIPLO_8_CHAPTER_CONTENT_TITLE,,23,
CONCEPTS,DIPLO_9,DIPLO,Simple,LOC_PEDIA_CONCEPTS_PAGE_DIPLO_9_CHAPTER_CONTENT_TITLE,,24,
CONCEPTS,DIPLO_11,DIPLO,Simple,LOC_PEDIA_CONCEPTS_PAGE_DIPLO_11_CHAPTER_CONTENT_TITLE,,26,
CONCEPTS,DIPLO_14,DIPLO,Simple,LOC_PEDIA_CONCEPTS_PAGE_DIPLO_14_CHAPTER_CONTENT_TITLE,,27,
CONCEPTS,DIPLO_15,DIPLO,Simple,LOC_PEDIA_CONCEPTS_PAGE_DIPLO_15_CHAPTER_CONTENT_TITLE,,28,
CONCEPTS,DIPLO_3,DIPLO,Simple,LOC_PEDIA_CONCEPTS_PAGE_DIPLO_3_CHAPTER_CONTENT_TITLE,,30,
CONCEPTS,DIPLO_4,DIPLO,Simple,LOC_PEDIA_CONCEPTS_PAGE_DIPLO_4_CHAPTER_CONTENT_TITLE,,40,
CONCEPTS,DIPLO_5,DIPLO,Simple,LOC_PEDIA_CONCEPTS_PAGE_DIPLO_5_CHAPTER_CONTENT_TITLE,,50,
CONCEPTS,DIPLO_13,DIPLO,Simple,LOC_PEDIA_CONCEPTS_PAGE_DIPLO_13_CHAPTER_CONTENT_TITLE,,31,
CONCEPTS,CITYSTATES_1,CITYSTATES,Simple,LOC_PEDIA_CONCEPTS_PAGE_CITYSTATES_1_CHAPTER_CONTENT_TITLE,,10,
CONCEPTS,CITYSTATES_2,CITYSTATES,Simple,LOC_PEDIA_CONCEPTS_PAGE_CITYSTATES_2_CHAPTER_CONTENT_TITLE,,20,
CONCEPTS,CITYSTATES_3,CITYSTATES,Simple,LOC_PEDIA_CONCEPTS_PAGE_CITYSTATES_3_CHAPTER_CONTENT_TITLE,,30,
CONCEPTS,CITYSTATES_4,CITYSTATES,Simple,LOC_PEDIA_CONCEPTS_PAGE_CITYSTATES_4_CHAPTER_CONTENT_TITLE,,40,
CONCEPTS,CITYSTATES_5,CITYSTATES,Simple,LOC_PEDIA_CONCEPTS_PAGE_CITYSTATES_5_CHAPTER_CONTENT_TITLE,,50,
CONCEPTS,TRADE_1,TRADE,Simple,LOC_PEDIA_CONCEPTS_PAGE_TRADE_1_CHAPTER_CONTENT_TITLE,,10,
CONCEPTS,TRADE_2,TRADE,Simple,LOC_PEDIA_CONCEPTS_PAGE_TRADE_2_CHAPTER_CONTENT_TITLE,,20,
CONCEPTS,TRADE_3,TRADE,Simple,LOC_PEDIA_CONCEPTS_PAGE_TRADE_3_CHAPTER_CONTENT_TITLE,,30,
CONCEPTS,TRADE_4,TRADE,Simple,LOC_PEDIA_CONCEPTS_PAGE_TRADE_4_CHAPTER_CONTENT_TITLE,,40,
CONCEPTS,TRADE_5,TRADE,Simple,LOC_PEDIA_CONCEPTS_PAGE_TRADE_5_CHAPTER_CONTENT_TITLE,,50,
CONCEPTS,GOVT_1,GOVT,Simple,LOC_PEDIA_CONCEPTS_PAGE_GOVT_1_CHAPTER_CONTENT_TITLE,,10,
CONCEPTS,GOVT_2,GOVT,Simple,LOC_PEDIA_CONCEPTS_PAGE_GOVT_2_CHAPTER_CONTENT_TITLE,,20,
CONCEPTS,GOVT_3,GOVT,Simple,LOC_PEDIA_CONCEPTS_PAGE_GOVT_3_CHAPTER_CONTENT_TITLE,,30,
CONCEPTS,GOVT_4,GOVT,Simple,LOC_PEDIA_CONCEPTS_PAGE_GOVT_4_CHAPTER_CONTENT_TITLE,,40,
CONCEPTS,GOVT_5,GOVT,Simple,LOC_PEDIA_CONCEPTS_PAGE_GOVT_5_CHAPTER_CONTENT_TITLE,,50,
CONCEPTS,GREATPEOPLE_1,GREATPEOPLE,Simple,LOC_PEDIA_CONCEPTS_PAGE_GREATPEOPLE_1_CHAPTER_CONTENT_TITLE,,10,
CONCEPTS,GREATPEOPLE_2,GREATPEOPLE,Simple,LOC_PEDIA_CONCEPTS_PAGE_GREATPEOPLE_2_CHAPTER_CONTENT_TITLE,,20,
CONCEPTS,GREATPEOPLE_3,GREATPEOPLE,Simple,LOC_PEDIA_CONCEPTS_PAGE_GREATPEOPLE_3_CHAPTER_CONTENT_TITLE,,30,
CONCEPTS,GREATPEOPLE_4,GREATPEOPLE,Simple,LOC_PEDIA_CONCEPTS_PAGE_GREATPEOPLE_4_CHAPTER_CONTENT_TITLE,,40,
CONCEPTS,AIRCOMBAT_1,AIRCOMBAT,Simple,LOC_PEDIA_CONCEPTS_PAGE_AIRCOMBAT_1_CHAPTER_CONTENT_TITLE,,10,
CONCEPTS,AIRCOMBAT_2,AIRCOMBAT,Simple,LOC_PEDIA_CONCEPTS_PAGE_AIRCOMBAT_2_CHAPTER_CONTENT_TITLE,,20,
CONCEPTS,AIRCOMBAT_3,AIRCOMBAT,Simple,LOC_PEDIA_CONCEPTS_PAGE_AIRCOMBAT_3_CHAPTER_CONTENT_TITLE,,30,
CONCEPTS,AIRCOMBAT_4,AIRCOMBAT,Simple,LOC_PEDIA_CONCEPTS_PAGE_AIRCOMBAT_4_CHAPTER_CONTENT_TITLE,,40,
CONCEPTS,AIRCOMBAT_5,AIRCOMBAT,Simple,LOC_PEDIA_CONCEPTS_PAGE_AIRCOMBAT_5_CHAPTER_CONTENT_TITLE,,50,
CONCEPTS,NUKES_1,NUKES,Simple,LOC_PEDIA_CONCEPTS_PAGE_NUKES_1_CHAPTER_CONTENT_TITLE,,10,
CONCEPTS,NUKES_2,NUKES,Simple,LOC_PEDIA_CONCEPTS_PAGE_NUKES_2_CHAPTER_CONTENT_TITLE,,20,
CONCEPTS,NUKES_3,NUKES,Simple,LOC_PEDIA_CONCEPTS_PAGE_NUKES_3_CHAPTER_CONTENT_TITLE,,30,
CONCEPTS,TOURISM_1,TOURISM,Simple,LOC_PEDIA_CONCEPTS_PAGE_TOURISM_1_CHAPTER_CONTENT_TITLE,,10,
CONCEPTS,TOURISM_2,TOURISM,Simple,LOC_PEDIA_CONCEPTS_PAGE_TOURISM_2_CHAPTER_CONTENT_TITLE,,20,
CONCEPTS,TOURISM_5,TOURISM,Simple,LOC_PEDIA_CONCEPTS_PAGE_TOURISM_5_CHAPTER_CONTENT_TITLE,,25,
CONCEPTS,TOURISM_3,TOURISM,Simple,LOC_PEDIA_CONCEPTS_PAGE_TOURISM_3_CHAPTER_CONTENT_TITLE,,30,
CONCEPTS,TOURISM_4,TOURISM,Simple,LOC_PEDIA_CONCEPTS_PAGE_TOURISM_4_CHAPTER_CONTENT_TITLE,,40,
CONCEPTS,TOURISM_6,TOURISM,Simple,LOC_PEDIA_CONCEPTS_PAGE_TOURISM_6_CHAPTER_CONTENT_TITLE,,50,
CONCEPTS,VICTORY_1,VICTORY,Simple,LOC_PEDIA_CONCEPTS_PAGE_VICTORY_1_CHAPTER_CONTENT_TITLE,,10,
CONCEPTS,VICTORY_2,VICTORY,Simple,LOC_PEDIA_CONCEPTS_PAGE_VICTORY_2_CHAPTER_CONTENT_TITLE,,20,
CONCEPTS,VICTORY_3,VICTORY,Simple,LOC_PEDIA_CONCEPTS_PAGE_VICTORY_3_CHAPTER_CONTENT_TITLE,,30,
CONCEPTS,VICTORY_4,VICTORY,Simple,LOC_PEDIA_CONCEPTS_PAGE_VICTORY_4_CHAPTER_CONTENT_TITLE,,40,
CONCEPTS,VICTORY_5,VICTORY,Simple,LOC_PEDIA_CONCEPTS_PAGE_VICTORY_5_CHAPTER_CONTENT_TITLE,,50,
CONCEPTS,VICTORY_6,VICTORY,Simple,LOC_PEDIA_CONCEPTS_PAGE_VICTORY_6_CHAPTER_CONTENT_TITLE,,60,
CONCEPTS,TEAMS_1,TEAMS,Simple,LOC_PEDIA_CONCEPTS_PAGE_TEAMS_1_CHAPTER_CONTENT_TITLE,,10,
CONCEPTS,TEAMS_2,TEAMS,Simple,LOC_PEDIA_CONCEPTS_PAGE_TEAMS_2_CHAPTER_CONTENT_TITLE,,20,
CONCEPTS,TEAMS_3,TEAMS,Simple,LOC_PEDIA_CONCEPTS_PAGE_TEAMS_3_CHAPTER_CONTENT_TITLE,,30,
CONCEPTS,TEAMS_4,TEAMS,Simple,LOC_PEDIA_CONCEPTS_PAGE_TEAMS_4_CHAPTER_CONTENT_TITLE,,40,
FEATURES,TERRAIN_GRASS_MOUNTAIN,Terrain,Terrain,LOC_UI_PEDIA_TERRAIN_MOUNTAINS,,10,
CIVILIZATIONS,CIVILIZATIONS_INTRO,CIVILIZATIONS,Simple,LOC_PEDIA_PAGE_INTRO_TITLE,,0,LOC_PEDIA_CIVILIZATIONS_PAGE_INTRO
CIVILIZATIONS,LEADERS_INTRO,LEADERS,Simple,LOC_PEDIA_PAGE_INTRO_TITLE,,0,LOC_PEDIA_LEADERS_PAGE_INTRO
CONCEPTS,PRIDE_MOMENTS_1,EXPANSION,Simple,LOC_PEDIA_CONCEPTS_PAGE_PRIDE_MOMENTS_1_CHAPTER_CONTENT_TITLE,,10,
CONCEPTS,GOLDEN_AGES_1,EXPANSION,Simple,LOC_PEDIA_CONCEPTS_PAGE_GOLDEN_AGES_1_CHAPTER_CONTENT_TITLE,,20,
CONCEPTS,DEDICATIONS,EXPANSION,Simple,LOC_PEDIA_CONCEPTS_PAGE_DEDICATIONS_CHAPTER_CONTENT_TITLE,,30,
CONCEPTS,LOYALTY_1,EXPANSION,Simple,LOC_PEDIA_CONCEPTS_PAGE_LOYALTY_1_CHAPTER_CONTENT_TITLE,,40,
CONCEPTS,GOVERNORS_1,EXPANSION,Simple,LOC_PEDIA_CONCEPTS_PAGE_GOVERNORS_1_CHAPTER_CONTENT_TITLE,,50,
CONCEPTS,ALLIANCES_1,EXPANSION,Simple,LOC_PEDIA_CONCEPTS_PAGE_ALLIANCES_1_CHAPTER_CONTENT_TITLE,,60,
CONCEPTS,EMERGENCY_ALLIANCES_1,EXPANSION,Simple,LOC_PEDIA_CONCEPTS_PAGE_EMERGENCY_ALLIANCES_1_CHAPTER_CONTENT_TITLE,,70,
CONCEPTS,FREE_CITIES_1,EXPANSION,Simple,LOC_PEDIA_CONCEPTS_PAGE_FREE_CITIES_1_CHAPTER_CONTENT_TITLE,,80,
GOVERNORS,INTRO,,Simple,LOC_PEDIA_PAGE_INTRO_TITLE,,10,LOC_PEDIA_CONCEPTS_PAGE_GOVERNORS_1
MOMENTS,INTRO,,Simple,LOC_PEDIA_PAGE_INTRO_TITLE,,10,LOC_PEDIA_CONCEPTS_PAGE_PRIDE_MOMENTS_1
CONCEPTS,CONSUMEABLE_RESOURCES,EXPANSION2,Simple,LOC_PEDIA_CONCEPTS_PAGE_CONSUMEABLE_RESOURCES_CHAPTER_CONTENT_TITLE,,1,
CONCEPTS,POWER,EXPANSION2,Simple,LOC_PEDIA_CONCEPTS_PAGE_POWER_CHAPTER_CONTENT_TITLE,,2,
CONCEPTS,ENVIRONMENTAL_EFFECTS,EXPANSION2,EnvironmentalEffects,LOC_PEDIA_CONCEPTS_PAGE_ENVIRONMENTAL_EFFECTS_CHAPTER_CONTENT_TITLE,,3,
CONCEPTS,GLOBAL_TEMPERATURE,EXPANSION2,Simple,LOC_PEDIA_CONCEPTS_PAGE_GLOBAL_TEMPERATURE_CHAPTER_CONTENT_TITLE,,4,
CONCEPTS,GRIEVANCES,EXPANSION2,Simple,LOC_PEDIA_CONCEPTS_PAGE_GRIEVANCES_CHAPTER_CONTENT_TITLE,,5,
CONCEPTS,WORLD_CONGRESS,EXPANSION2,WorldCongress,LOC_PEDIA_CONCEPTS_PAGE_WORLD_CONGRESS_CHAPTER_CONGRESS_TITLE,,6,
CONCEPTS,DIPLOMATIC_VICTORY,EXPANSION2,Simple,LOC_PEDIA_CONCEPTS_PAGE_DIPLOMATIC_VICTORY_CHAPTER_CONTENT_TITLE,,7,
CONCEPTS,CLANS,GAME_MODES,BarbarianClans,LOC_PEDIA_CONCEPTS_PAGE_CLANS_CHAPTER_CONTENT_TITLE,,100,
CONCEPTS,CLANTYPE_MELEE_OPEN,GAME_MODES,BarbarianClanType,LOC_BARBARIAN_CLAN_TYPE_MELEE_OPEN,,101,
CONCEPTS,CLANTYPE_MELEE_FOREST,GAME_MODES,BarbarianClanType,LOC_BARBARIAN_CLAN_TYPE_MELEE_FOREST,,102,
CONCEPTS,CLANTYPE_MELEE_HILLS,GAME_MODES,BarbarianClanType,LOC_BARBARIAN_CLAN_TYPE_MELEE_HILLS,,103,
CONCEPTS,CLANTYPE_CAVALRY_OPEN,GAME_MODES,BarbarianClanType,LOC_BARBARIAN_CLAN_TYPE_CAVALRY_OPEN,,104,
CONCEPTS,CLANTYPE_CAVALRY_JUNGLE,GAME_MODES,BarbarianClanType,LOC_BARBARIAN_CLAN_TYPE_CAVALRY_JUNGLE,,105,
CONCEPTS,CLANTYPE_CAVALRY_CHARIOT,GAME_MODES,BarbarianClanType,LOC_BARBARIAN_CLAN_TYPE_CAVALRY_CHARIOT,,106,
CONCEPTS,CLANTYPE_NAVAL,GAME_MODES,BarbarianClanType,LOC_BARBARIAN_CLAN_TYPE_NAVAL,,107,
CONCEPTS,SECRETSOCIETIES,GAME_MODES,SecretSocieties,LOC_PEDIA_CONCEPTS_PAGE_SECRETSOCIETIES_CHAPTER_CONTENT_TITLE,,2,
CONCEPTS,HEROES,GAME_MODES,Heroes,LOC_PEDIA_CONCEPTS_PAGE_HEROES_CHAPTER_CONTENT_TITLE,,2,
